lex,default
Κρήτη,Kreta
Κρίσπος,Crispus
Κυρήνη,Cyrene
Κυρήνιος,Quirinius
Κυρηναῖος,"Cyreneeër, uit Cyrene"
Κωσάμ,Kosam
Κόρε,Korach
Κόρινθος,Korinte
Κύπριος,Cyprioot
Κύπρος,Cyprus
Κώς,Kos
Λάζαρος,Lazarus
Λάμεχ,Lamech
Λίνος,Linus
Λαοδίκεια,Laodicea
Λαοδικεύς,"Laodicens, iemand uit Laodicea"
Λασαία,Lasea
Λευί,Levi
Λευίτης,Leviet
Λευιτικός,Levitisch
Λιβερτῖνος,"vrijgelatene, ex-slaaf"
Λιβύη,Libië
Λουκᾶς,Lucas
Λούκιος,Lucius
Λυδία,Lydia
Λυκία,Lycië
Λυκαονία,Lykaonië
Λυκαονιστί,Lykaonisch
Λυσίας,Lysias
Λυσανίας,Lysanias
Λωΐς,Loïs
Λύδδα,Lydda
Λύστρα,Lystra
Λώτ,Lot
Μάαθ,Maät
Μάλχος,Malchus
Μάρθα,Marta
Μίλητος,Milete
Μαγδαληνή,"uit Magdala, Magdalena"
Μαγώγ,Magog
Μαδιάμ,Midjan
Μαθθάτ,Mattat
Μαθθίας,Mattias
Μαθθαῖος,Matteüs
Μαθουσαλά,Metuselach
Μακεδονία,Macedonië
Μακεδών,Macedoniër
Μαλελεήλ,Mahalalel
Μαναήν,Manaën
Μανασσῆ,Manasse
Μαρία,Maria
Ματθάν,Mattan
Ματταθά,Mattatta
Ματταθίας,Mattatias
Μελίτη,Malta
Μελεά,Melea
Μελχί,Melchi
Μελχισέδεκ,Melchisedek
Μεσοποταμία,Mesopotamië
Μεσσίας,Messias
Μιτυλήνη,Mitylene
Μιχαήλ,Michaël
Μνάσων,Mnason
Μυσία,Mysië
Μωϋσῆς,Mozes
Μόλοχ,Moloch
Μύρα,Myra
Μᾶρκος,Marcus
Μῆδος,Meed
Νάρκισσος,Narcissus
Νίγερ,Niger
Ναΐν,Naïn
Ναασσών,Nachson
Ναγγαί,Naggai
Ναζαρά,Nazaret
Ναζαρηνός,uit Nazaret
Ναζωραῖος,Nazoreeër
Ναθάμ,Natan
Ναθαναήλ,Natanaël
Ναιμάν,Naäman
Ναούμ,Nahum
Ναχώρ,Nachor
Νεφθαλίμ,Naftali
Νηρί,Neri
Νηρεύς,Nereus
Νικάνωρ,Nikanor
Νικολαΐτης,Nikolaïet
Νικόδημος,Nikodemus
Νικόλαος,Nikolaüs
Νικόπολις,Nikopolis
Νινευίτης,"Nineviet, iemand uit Nineve"
Νύμφα,Nymfa
Νῶε,Noach
Οὐρίας,Uria
Οὐρβανός,Urbanus
Πάρθος,Part
Πάταρα,Patara
Πάτμος,Patmos
Πάφος,Pafos
Πέργαμος,Pergamum
Πέργη,Perge
Πέτρος,Petrus
Παμφυλία,Pamfylië
Παρμενᾶς,Parmenas
Πατροβᾶς,Patrobas
Παῦλος,Paulus
Περσίς,Persis
Πιλᾶτος,Pilatus
Πισίδιος,Pisidië
Πισιδία,Pisidië
Ποντικός,uit Pontus
Ποτίολοι,Puteoli
Πούδης,Pudens
Πρίσκα,Priscilla
Πρόχορος,Prochorus
Πτολεμαΐς,Ptolemaïs
Πόντιος,Pontius
Πόντος,Pontus
Πόπλιος,Publius
Πόρκιος,Porcius
Πύρρος,vuurrood
Σάμος,Samos
Σάπφιρα,Saffira
Σάρδεις,Sardes
Σάρεπτα,Sarepta
Σάρρα,Sara
Σέργιος,Sergius
Σήθ,Set
Σήμ,Sem
Σίμων,Simon
Σαβαώθ,"[Hebr.] legers, menigten"
Σαδδουκαῖος,sadducee
Σαδώκ,Sadok
Σαλά,Selach
Σαλήμ,Salem
Σαλαθιήλ,Sealtiël
Σαλαμίς,Salamis
Σαλείμ,Salim
Σαλμών,Salmon
Σαλμώνη,Salmone
Σαλώμη,Salome
Σαμάρεια,Samaria
Σαμαρίτης,(adj.) Samaritaans; (subst.) Samaritaan
Σαμαρῖτις,Samaritaanse (vrouw)
Σαμοθρᾴκη,Samotrake
Σαμουήλ,Samuel
Σαμψών,Simson
Σαούλ,Saul
Σαρών,Saron
Σατανᾶς,Satan
Σαῦλος,Saulus
Σεκοῦνδος,Secundus
Σελεύκεια,Seleucië
Σεμεΐν,Semeïn
Σερούχ,Serug
Σιδών,Sidon
Σιδώνιος,"Sidoniër, iemand uit Sidon"
Σιλουανός,Silvanus
Σιλωάμ,Siloam
Σιλᾶς,Silas
Σινᾶ,Sinai
Σιών,Sion
Σκευᾶς,Skevas
Σκύθης,Skyth
Σμύρνα,Smyrna
Σολομών,Salomo
Σουσάννα,Susanna
Σπανία,Spanje
Στάχυς,Stachys
Στέφανος,Stefanus
Στεφανᾶς,Stefanas
Στοϊκός,Stoische/Stoïcijnse filosoof
Συμεών,Simeon
Συντύχη,Syntyche
Συράκουσαι,Syracuse
Συρία,Syrië
Συροφοινίκισσα,(adj.) Syro-Fenicisch; (subst.) Syro-Feniciër
Συχάρ,Sichar
Συχέμ,Sichem
Σωσίπατρος,Sosipatrus
Σωσθένης,Sostenes
Σόδομα,Sodom
Σύρος,(adj.) Syrisch; (subst.) Syriër
Σύρτις,Syrte
Σώπατρος,Sopatrus
Τέρτιος,Tertius
Τέρτυλλος,Tertullus
Τίμων,Timon
Τίτιος,Titus
Τίτος,Titus
Ταβιθά,Tabita
Ταρσεύς,uit Tarsus
Ταρσός,Tarsus
Τιβέριος,Tiberius
Τιβεριάς,Tiberias
Τιμαῖος,Timeüs
Τιμόθεος,Timoteüs
Τραχωνῖτις,Trachonitis
Τρυφῶσα,Tryfosa
Τρόφιμος,Trofimus
Τρύφαινα,Tryfena
Τρῳάς,Troas
Τυχικός,Tychikus
Τύραννος,Tyrannus
Τύριος,(adj.) Tyrisch; (subst.) Tyriër
Τύρος,Tyrus
Φάλεκ,Peleg
Φάρες,Peres
Φίλητος,Filetus
Φίλιπποι,Filippi
Φίλιππος,Filippus
Φανουήλ,Fanuel
Φαραώ,Farao
Φαρισαῖος,Farizeeër
Φιλήμων,Filemon
Φιλαδέλφεια,Filadelfia
Φιλιππήσιος,"Filippens, iemand uit Filippi"
Φιλόλογος,Filologus
Φλέγων,Flegon
Φοίβη,Febe
Φοινίκη,Fenicië
Φορτουνᾶτος,Fortunatus
Φοῖνιξ,Feniks
Φρυγία,Frygië
Φύγελος,Fygelus
Φῆλιξ,Felix
Φῆστος,Festus
Χίος,Chios
Χαλδαῖος,"Chaldeeër, iemand uit Chaldea"
Χανάαν,Kanaän
Χαναναῖος,"(adj.) Kanaänitisch, uit Kanaän; (subst.) Kanaäniet, iemand uit Kanaän"
Χαρράν,Charan
Χερούβ,cherub
Χλόη,Chloë
Χοραζίν,Chorazin
Χουζᾶς,Chusas
Χριστιανός,christen
Χριστός,"Christus, Messias, gezalfde"
αἰγιαλός,"kust, strand"
αἰδώς,"respectvol, ingetogen"
αἰνέω,loven
αἰσθάνομαι,"waarnemen, inzien"
αἰσθητήριον,zintuig
αἰσχροκερδής,inhalig
αἰσχροκερδῶς,uit winstbejag
αἰσχρολογία,schandelijke taal
αἰσχρός,schandelijk
αἰσχρότης,schandelijk gedrag
αἰσχύνη,schaamte
αἰσχύνω,beschamen; (med.) beschaamd zijn
αἰτέω,"vragen, verzoeken (om)"
αἰτία,"oorzaak, reden, casus"
αἰτίωμα,beschuldiging
αἰφνίδιος,"plotseling, onvoorspelbaar"
αἰχμάλωτος,(krijgs)gevangene
αἰχμαλωσία,(krijgs)gevangenschap
αἰχμαλωτίζω,(krijgs)gevangen nemen
αἰχμαλωτεύω,(krijgs)gevangen nemen
αἰών,"eeuw, tijdperk, wereld"
αἰώνιος,"lange tijd geleden, eeuwig"
αἱματεκχυσία,bloedvergieten
αἱμορροέω,lijden aan bloedverlies
αἱρέω,"kiezen, de voorkeur geven aan"
αἱρετίζω,kiezen
αἱρετικός,"verdeeldheid zaaiend, partijzuchtig"
αἴγειος,van een geit
αἴνεσις,lof
αἴνιγμα,raadsel
αἴρω,"opheffen, verwijderen"
αἴσθησις,"waarneming, inzicht"
αἴτημα,verzoek
αἴτιος,"verantwoordelijk (voor), reden (van)"
αἵρεσις,"factie, sekte, verdeeldheid zaaiende mening"
αἶνος,lof
αἷμα,bloed
αὐγάζω,zien
αὐγή,"zonsopkomst, dageraad, daglicht"
αὐθάδης,"arrogant, zelfingenomen"
αὐθαίρετος,"uit eigen beweging, zelfgekozen"
αὐθεντέω,"gezag uitoefenen, dirigeren"
αὐλέω,fluit spelen
αὐλή,"binnenplaats, hof, (land)huis, paleis"
αὐλίζομαι,"overnachten, bivakkeren"
αὐλητής,fluitspeler
αὐλός,fluit
αὐξάνω,"(act.) vergroten, doen toenemen; (med.) groeien, toenemen"
αὐστηρός,"veeleisend, streng"
αὐτάρκεια,"voorziening, voldoening"
αὐτάρκης,"voldaan, zelfvoorzienend, onafhankelijk"
αὐτοκατάκριτος,zichzelf veroordelend
αὐτοῦ,"hier, daar"
αὐτόματος,"uit zichzelf, uit eigen beweging"
αὐτόπτης,ooggetuige
αὐτός,"hij, zij, het, zelf, dezelfde, hetzelfde"
αὐτόχειρ,eigenhandig
αὐχμηρός,"duister, somber"
αὔξησις,"groei, toename"
αὔριον,"morgen, binnenkort"
βάθος,diepte
βάλλω,"gooien, strooien, gieten, aandoen, neerzetten, bewerken"
βάπτισμα,"doop, (rituele) reiniging"
βάπτω,"dopen, dippen, verven"
βάρβαρος,"vreemd, een vreemde taal sprekend, buitenlands; (subst.) vreemdeling, niet-Griek, buitenlander"
βάρος,last
βάσανος,"kwelling, marteling"
βάσις,voet
βάτος (I),"doornstruik, braamstruik"
βάτος (II),"batos, (Hebr.) bat, kruik, vat [Hebreewse inhoudsmaat van ca. 39 liter gelijk aan 1/10 kor]"
βάτραχος,kikker
βάϊον,palmtak
βέβαιος,"zeker, stabiel, vast, betrouwbaar"
βέβηλος,"seculier, profaan, oneerbiedig"
βέλος,pijl
βήρυλλος,"beryl, aquamarijn"
βία,geweld
βίαιος,sterk
βίβλος,"boek, register, boekrol"
βίος,"leven, levensonderhoud, manier van leven"
βίωσις,manier van leven
βαθμός,"trede, rang, status"
βαθύνω,"diep gaan, de diepte ingaan"
βαθύς,diep
βαλλάντιον,"portemonnee, geldzak"
βαπτίζω,"dopen, wassen, onderdompelen"
βαπτισμός,"doop, (rituele) reiniging"
βαπτιστής,"doper, de Doper"
βαρέω,"(act.) neerdrukken; (med./pas.) zwaar zijn, bedrukt zijn, onder een last gebukt gaan"
βαρέως,"zwaar, moeizaam"
βαρύς,"zwaar, moeilijk, serieus, gewichtig"
βαρύτιμος,"duur, kostbaar"
βασίλειος,"koninklijk; (subst.pl.) koninklijke verblijven, paleis"
βασίλισσα,koningin
βασανίζω,"(act.) kwellen, martelen; (med./pas.) gekweld zijn/worden, zich inspannen"
βασανισμός,"kwelling, marteling"
βασανιστής,"gevangenbewaarder, cipier (die gevangenen hardvochtig behandelt of martelt)"
βασιλεία,"heerschappij, koninkrijk"
βασιλεύς,"koning, heerser"
βασιλεύω,"heersen, koning zijn (over) (+gen.)"
βασιλικός,koninklijk; (subst.) hoveling
βασκαίνω,"beheksen, betoveren"
βαστάζω,"optillen, (ver)dragen, wegnemen, roven"
βατταλογέω,"zwetsen, brabbelen"
βδέλυγμα,"afschuwelijke/weerzinwekkende zaak, gruwel"
βδελυκτός,"afschuwelijk, weerzinwekkend"
βδελύσσομαι,"verafschuwen, gruwen"
βεβαίωσις,"vaststelling, garantie"
βεβαιόω,"vaststellen, verzekeren"
βεβηλόω,"schenden, ontheiligen, oneerbiedig omgaan (met)"
βελτίων,"beter, best goed, heel goed"
βελόνης,pijl
βιάζω,(act.) geweld gebruiken; (med.) krachtig handelen
βιαστής,"krachtige persoon, gewelddadige persoon"
βιβλίον,"document, boekrol"
βιβλαρίδιον,kleine boekrol
βιβρώσκω,eten
βιωτικός,"gebruikelijk, dagelijks"
βιόω,"leven, het leven doorbrengen"
βλάπτω,"schaden, verwonden"
βλάσφημος,"lasterlijk, kwaadsprekend"
βλέμμα,(het) zien/kijken
βλέπω,"(in)zien, (be)kijken, gericht zijn op"
βλαβερός,schadelijk
βλαστάνω,"?, (doen) groeien, (doen) uitkomen, (doen) uitlopen"
βλασφημέω,"kwaadspreken (over), smaden, (God) lasteren"
βλασφημία,"smaad, laster, godslastering"
βλητέος,moet worden geplaatst [gerundivum van βάλλω]
βοάω,"(uit)schreeuwen, (uit)roepen"
βοή,"schreeuw, uitroep"
βοήθεια,"hulp, assistentie"
βοηθέω,"te hulp komen, helpen, assisteren"
βοηθός,helpend; (subst.) helper
βολή,"gooi, worp"
βολίζω,"peilen, het dieplood/peillood uitgooien"
βορρᾶς,"noorderwind, noorden"
βοτάνη,"gewas, vegetatie"
βουλή,"overleg, motivatie, raad, besluit"
βουλευτής,"raadslid, lid van het Sanhedrin"
βουλεύω,"overleggen, overwegen, besluiten, van plan zijn"
βουνός,heuvel
βούλημα,"wil, bedoeling"
βούλομαι,"willen, verlangen, bedoelen, besluiten,"
βοῦς,rund
βρέφος,"zuigeling, ongeborene, baby, jong kind"
βρέχω,"bevochtigen, nat maken, (doen) regenen"
βραβεύω,"in controle zijn, heersen"
βραβεῖον,prijs
βραδυπλοέω,langzaam/traag zeilen/varen
βραδύνω,"traag/langzaam zijn, vertraagd zijn"
βραδύς,"langzaam, traag"
βραδύτης,traagheid
βραχίων,"arm, kracht van de arm"
βραχύς,"kort, klein, een beetje"
βροντή,donder
βροχή,regen
βρυγμός,"(tanden)geknars, (het) knarsen (van tanden)"
βρόχος,"(hals)band, halster"
βρύχω,"malen, knarsen"
βρύω,"(doen) uitstromen, gutsen"
βρώσιμος,eetbaar
βρῶμα,voedsel
βρῶσις,"(het) eten, maaltijd, voedsel, corrosie"
βυθίζω,(act.) doen zinken; (med./pas.) zinken
βυθός,"diepte, diep water"
βυρσεύς,(leer)looier
βωμός,altaar
βόθυνος,"kuil, greppel"
βόρβορος,"modder, slijk"
βόσκω,"(act.) hoeden, verzorgen; (med./pas.) grazen, eten"
βότρυς,"druiventros, tros druiven"
βύσσινος,(van fijn) linnen
βύσσος,(fijn) linnen
βῆμα,"stap, platform, (gerechtelijk) spreekgestoelte"
γάγγραινα,"gangreen, zwerende wond"
γάζα,schat
γάλα,melk
γάμος,"huwelijk, bruiloft"
γάρ,"want, namelijk, dus"
γέ,"tenminste, nu, in ieder geval, bovendien [moeilijk vertaalbaar partikel, focust het publiek op voorafgaande woord(en)]"
γέεννα,Gehenna
γέλως,gelach
γέμω,vol zijn (van) (+gen.)
γένεσις,"geboorte, afstamming"
γέννημα,"nageslacht, broedsel"
γένος,"stam, volk, afkomst, soort"
γέρων,oude(re) man
γίνομαι,"worden, ontstaan, gebeuren, zijn"
γαζοφυλάκιον,schatkamer
γαλήνη,kalmte
γαμέω,trouwen (met)
γαμίζω,"(act.) ten huwelijk geven, trouwen (met); (med./pas.) ten huwelijk gegeven zijn, getrouwd zijn"
γαστήρ,"buik, schoot, (+ἐν, +ἔχειν) zwanger zijn"
γείτων,"buur, buurman, buurvrouw"
γελάω,lachen
γεμίζω,vullen
γενέσια,verjaardag
γενεά,"generatie, type mensen, (na)geslacht"
γενεαλογέω,"afstamming bepalen, genealogie vaststellen"
γενεαλογία,"afstamming, genealogie"
γενετή,geboorte
γεννάω,"voortbrengen, verwekken, baren, het leven geven"
γεννητός,geboren
γερουσία,raad van oudsten
γεωργέω,"verbouwen, de aarde bewerken"
γεωργός,"boer, druiventeler, wijngaardenier"
γεύομαι,"proeven, ervaren"
γεώργιον,bewerkt/beploegd veld
γηράσκω,oud(er) worden
γινώσκω,"leren kennen, begrijpen, inzien"
γλεῦκος,zoete (nieuwe) wijn
γλυκύς,zoet
γλωσσόκομον,"portemonnee, buidel, kleine tas"
γλῶσσα,"tong, taal"
γνήσιος,"waar, authentiek, wezenlijk; (subst.) oprechtheid, authenticiteit"
γναφεύς,"stofbewerker, voller"
γνησίως,"werkelijk, wezenlijk, oprecht"
γνωρίζω,"bekendmaken, informeren, weten"
γνωστός,"bekend, te kennen; (subst.) kennis, bekende"
γνόφος,duisternis
γνώμη,"oordeel, mening, beslissing, bedoeling"
γνώστης,"kenner, expert"
γνῶσις,"kennis, begrip, inzicht"
γογγυσμός,"gemopper, gemurmel"
γογγυστής,"mopperaar, brompot"
γογγύζω,"mopperen, murmelen"
γονεύς,ouder; (pl.) ouders
γονυπετέω,knielen (voor)
γράμμα,"letter, brief, geschrift, contract"
γράφω,schrijven
γραμματεύς,"(ambtelijke) secretaris, schriftgeleerde"
γραπτός,geschreven
γραφή,"geschrift, de Schrift, schrifttekst"
γραώδης,passend bij oude vrouwen
γρηγορέω,"wakker zijn, waakzaam zijn, alert zijn"
γυμνάζω,"oefenen, trainen"
γυμνασία,"oefening, training"
γυμνιτεύω,"naakt zijn, zonder kleren zijn"
γυμνός,"naakt, onbedekt, slecht gekleed"
γυμνότης,naaktheid
γυνή,vrouw
γυναικάριον,"vrouwtje, zwakke vrouw"
γυναικεῖος,vrouwelijk
γωνία,hoek
γόης,"oplichter, bedrieger, charlatan"
γόμος,"lading, vracht"
γόνυ,knie
γῆ,"aarde, land"
γῆρας,"ouderdom, hoge(re) leeftijd"
δάκνω,bijten
δάκρυον,traan
δάκτυλος,vinger
δάμαλις,"vaars, jonge koe"
δάνειον,"lening, schuld"
δέ,"en, maar, nu [geeft subtiel een volgende stap of lichte tegenstelling aan]"
δέησις,"verzoek, (smeek)bede, gebed"
δέκα,tien
δέκατος,een tiende (deel)
δένδρον,boom
δέομαι,"verzoeken, smeken, bidden"
δέος,"laf, teruggetrokken"
δέρμα,"huid, (dieren)vel"
δέρω,"villen, (met de zweep) slaan, straffen"
δέσμη,bundel
δέσμιος,"(vast)gebondene, gevangene"
δέχομαι,"ontvangen, nemen, verwelkomen"
δέω,"(vast)binden, verbieden"
δή,"(nu) dan, dus, immers, zeker [partikel dat nadruk legt of aandacht vraagt]"
δήποτε,"wanneer ook maar, te allen tijde"
δήπου,"zeker, natuurlijk"
δίδραχμον,didrachme [Griekse munteenheid gelijk aan 2 drachmen]
δίδωμι,geven
δίκαιος,"rechtvaardig, rechtmatig, oprecht, terecht"
δίκη,"recht, hoorzitting, straf"
δίκτυον,(vis)net
δίλογος,"onoprecht, bedrieglijk, vals"
δίς,"tweemaal, twee keer"
δίστομος,tweesnijdend
δίψος,dorst
δίψυχος,"tweeslachtig, besluiteloos"
δαίμων,"demon, kwade geest"
δαιμονίζομαι,demonisch bezeten zijn
δαιμονιώδης,"demonisch, duivels"
δαιμόνιον,"godheid, demon, kwade geest"
δακρύω,huilen
δακτύλιος,ring (voor om de vinger)
δαμάζω,"temmen, beheersen"
δανίζω,(act.) uitlenen; (med.) lenen
δανιστής,"geldschieter, schuldeiser"
δαπάνη,"uitgave, (on)kosten"
δαπανάω,"uitgeven, besteden, verkwisten"
δείκνυμι,"tonen, aantonen, uiteenzetten, uitleggen"
δειγματίζω,"blootstellen, in opspraak brengen"
δειλία,laf(hartig)heid
δειλιάω,"laf(hartig) zijn, zich terugtrekken"
δειλός,"laf, teruggetrokken"
δεινῶς,"vreselijk, ontzettend"
δειπνέω,"dineren, een maaltijd houden"
δεισιδαίμων,"religieus, bezig met het goddelijke"
δεισιδαιμονία,"religie, omgang met het goddelijke"
δεκαπέντε,vijftien
δεκατέσσαρες,veertien
δεκατόω,tienden inzamelen (van)
δεκτός,"gunstig, welkom"
δελεάζω,"lokken, verleiden"
δεξιολάβος,"lijfwacht, (bewapende) rechterhand"
δεξιός,"rechts, rechter-"
δερμάτινος,"(gemaakt) van leer, van (dieren)vel"
δεσμεύω,"boeien, vastbinden"
δεσμοφύλαξ,gevangenbewaarder
δεσμωτήριον,gevangenis
δεσμός,"boei, band"
δεσμώτης,gevangene
δεσπότης,"meester, heer, eigenaar"
δευτεραῖος,op de tweede dag
δεύτερος,"tweede; (adv.) de/een tweede keer, ten tweede"
δεῖ,"het is nodig, men moet [onpersoonlijke vorm in 3e persoon van δέω]"
δεῖγμα,voorbeeld
δεῖνα,"een zekere persoon, een bepaalde persoon"
δεῖπνον,"avondeten, feestmaal"
δεῦρο,"kom (hier), hier(heen), kom op"
δεῦτε,"kom (hier), hier(heen), kom op"
δηλόω,"duidelijk maken, aan het licht brengen, verduidelijken"
δημηγορέω,een toespraak houden
δημιουργός,"bouwer, maker"
δημόσιος,publiek; (adv.) publiekelijk
δηνάριον,"denarius, denarie"
διΐστημι,"verder gaan, uiteengaan, voorbijgaan"
διά,"(+gen.) door(heen); (+acc.) door, wegens"
διάβολος,"lasterlijk; (subst.) aanklager, tegenstander, Duivel"
διάγνωσις,(juridische) uitspraak
διάγω,"tijd doorbrengen, leven (leiden)"
διάδημα,kroon
διάδοχος,opvolger
διάκονος,"dienaar, hulp, uitvoerder"
διάκρισις,"onderscheid, geschil"
διάλεκτος,"taal, dialect"
διάνοια,"manier van denken, overtuiging, inzicht, (mentale) instelling"
διάστημα,"interval, tussentijd"
διάταγμα,"verordening, besluit, edict"
διάφορος,"verschillend, beter"
διέξοδος,"[dub.] toegangsweg, kruispunt"
διέρχομαι,gaan/komen (door)
διήγησις,"verslag, verhaal"
διαίρεσις,"verschil, diversiteit, onderscheid, verdeling"
διαβάλλω,"beschuldigen, belasteren, aanklagen"
διαβαίνω,"gaan door, oversteken, overkomen (naar)"
διαβεβαιόομαι,nadrukkelijk/vasthoudend zijn (over)
διαβλέπω,"duidelijk zien, ingespannen kijken"
διαγίνομαι,"verstrijken, voorbijgaan (van tijd)"
διαγγέλλω,"overal verkondigen, vertellen"
διαγινώσκω,"vaststellen, besluiten, tot een uitspraak komen"
διαγογγύζω,"mopperen, klagen"
διαγρηγορέω,goed/heel wakker zijn
διαδέχομαι,op zijn/haar beurt ontvangen
διαδίδωμι,"verdelen, uitdelen, geven"
διαζώννυμι,"omgorden, rondom vastbinden"
διαθήκη,"verbond, testament"
διαιρέω,"verdelen, uitdelen"
διακαθαίρω,"ontruimen, volledig reinigen"
διακαθαρίζω,"ontruimen, volledig reinigen"
διακατελέγχομαι,(geheel) weerleggen
διακονέω,"dienen, opdienen, (een) dienst verlenen/uitvoeren"
διακονία,"dienst, bediening, bijstand, uitvoering"
διακούω,verhoren
διακρίνω,"onderscheiden, evalueren, (be)oordelen, tegenspreken, twijfelen"
διακωλύω,"tegenhouden, verhinderen"
διακόσιοι,tweehonderd
διαλέγομαι,"dialoog voeren, debateren, toespreken"
διαλαλέω,praten/converseren over
διαλείπω,"ophouden met, stoppen"
διαλλάσσω,(act.) verzoenen; (med.) verzoend raken met
διαλογίζομαι,"discussiëren, bespreken, overwegen"
διαλογισμός,"discussie, gekibbel, argumentatie, gedachte, twijfel"
διαλύω,"verspreiden, doen uiteenvallen"
διαμάχομαι,stellig beweren/betwisten
διαμένω,"blijven (bij), voortduren"
διαμαρτύρομαι,"getuigen (van), aansporen"
διαμερίζω,"verdelen, toedelen, uitdelen"
διαμερισμός,"verdeeldheid, onenigheid"
διανέμω,(act.) uitdelen; (med./pas.) verspreid worden
διανεύω,gebaren (maken)
διανοίγω,"openen, open doen"
διανυκτερεύω,de (gehele) nacht doorbrengen
διανόημα,"gedachte, redenering"
διανύω,"afmaken, beëindigen"
διαπεράω,oversteken
διαπλέω,"oversteken per boot, overvaren"
διαπονέομαι,ontstemd zijn
διαπορέω,het moeilijk hebben
διαπορεύομαι,"reizen door, gaan door"
διαπρίω,"(act.) doorzagen, een open zenuw raken; (med./pas.) in woede ontsteken"
διαπραγματεύομαι,"verdienen, winst maken"
διαρπάζω,"leegroven, plunderen"
διαρρήγνυμι,"verscheuren, verbreken"
διασαφέω,"uitleggen, duidelijk maken, informeren"
διασείω,"leegschudden, afpersen"
διασκορπίζω,"verstrooien, verspreiden, verspillen"
διασπάω,"uiteenrukken, verscheuren"
διασπείρω,"verstrooien, verspreiden"
διασπορά,"verstrooiing, verspreiding"
διαστέλλω,"instrueren, bevelen"
διαστολή,"verschil, onderscheid"
διαστρέφω,"verdraaien, misleiden"
διασῴζω,redden
διατάσσω,"regelen, instrueren, bevelen"
διατίθημι,"arrangeren, afspreken"
