lex,default
αἴνιγμα,"fumb, enda, msisiti, cheo, atutegulie"
αἴρω,"pokea,chukua,inua"
αἴσθησις,ufahamu
αἴτημα,"haja, timizi, matakwa, zijulikane"
αἴτιος,"sababu, shitak, sion, yoyote, haifai"
αἵρεσις,dhehebu madhehebu
αἶνος,"sifa, baraka, tuku, shukrani, ahimidiwe"
αἷμα,"damu,"
αὐγάζω,"tazam, mwon, poon, angali, waon"
αὐγή,"alfajiri, asubuhi, amba, pambazuk, anz"
αὐθάδης,"mwili, mgomvi, pend, aibu, asiw"
αὐθαίρετος,"chagu, wateule, chaguli, mteule, acha"
αὐθεντέω,"lay, waliomo, wezesh, anay, yoyatama"
αὐλέω,"tuliwapigia, zomar"
αὐλή,uani
αὐλίζομαι,"lal, kuch, wah, rikebu"
αὐλητής,"zeze, wapiga, ukuangalie, wimb, tari"
αὐλός,"zeze, wapiga, ukuangalie, wimb, tari"
αὐξάνω,"kua, yakua"
αὐστηρός,"ukal, ngum, mgum, makali, nguvu"
αὐτάρκεια,"ridhi, riziki"
αὐτάρκης,"ridhi, riziki"
αὐτοκατάκριτος,jihuku
αὐτοῦ,"huko, hapo, humo, ndik, pale"
αὐτόματος,"wafunguki, suke, pevu"
αὐτόπτης,"shuhudi, shahid, ushuhuda, shuhuda, ushahidi"
αὐτός,hivyohivyo
αὐτόχειρ,rikeb
αὐχμηρός,"giza, gizani, pofu, mweusi, weus"
αὔξησις,"kuz, neemesh"
αὔριον,kesho yake
βάθος,kina
βάλλω,"tupwa,angushwa,"
βάπτισμα,ubatizo
βάπτω,"chovy, atatia, achovye, achovya, lowesh"
βάρβαρος,"wenyeji,"
βάρος,"mzigo, mizigo,"
βάσανος,"maumivu, mateso, tuimbieni, mlivyo, aumapo"
βάσις,"miguu, mguu, miguuni, nyay, fuat"
βάτος (I),"miib, mbigili, chak, mibigili, mwib"
βάτος (II),bath
βάτραχος,"vyur, ilijaa"
βάϊον,"tend, bond, vivi"
βέβαιος,"imara,  thabiti"
βέβηλος,"jis, anz, najis, vunj, omch"
βέλος,"isha, mshale, mipini, itafut"
βήρυλλος,krisolitho
βία,"udhalimu, jeur, nguvu, dhuluma, uharibifu"
βίαιος,"nguvu, hodari, wez, wenye, shind"
βίβλος,kitabu
βίος,"maisha, riziki"
βίωσις,wanajua
βαθμός,"mahali, tak, vyake, pale, pake"
βαθύνω,"chimb, tobo, ng'o, nichimbi, tumbuki"
βαθύς,"lind, sana, lindin, fumb, kina"
βαλλάντιον,"mfuk, mfukoni, mifuko, shirika, mwamki"
βαπτίζω,"batizwa, wakabatizwa"
βαπτισμός,"batiz, bati, ubatizo, mbatizaji, batizw"
βαπτιστής,"Mbatizaji,"
βαρέω,lemewa
βαρέως,"shid, wakaona"
βαρύς,"zito,mizito"
βαρύτιμος,bwet
βασίλειος,"mfalme, wafalme, falm, ufalme, pia"
βασίλισσα,"malkia, yemtend, isif"
βασανίζω,pooza alipooza
βασανισμός,"tesa, mateso"
βασανιστής,"umw, nites, tes, tesw, umiz"
βασιλεία,ufalme  mamlaka
βασιλεύς,"mfalme, wafalme,"
βασιλεύω,tawala /alitawala
βασιλικός,"ofis, itimi, hotuba, ushuke"
βασκαίνω,"log, wagalatia"
βαστάζω,"beba,bebea (carry for"
βατταλογέω,geuki
βδέλυγμα,maovu
βδελυκτός,hawafai
βδελύσσομαι,"chuki, chukiz, chukia, akauchukia, sumbu"
βεβαίωσις,"thibiti, imar, ishara, dhahiri, onesh"
βεβαιόω,thibitisha / akathibitisha
βεβηλόω,"jis, anz, najis, vunj, omch"
βελτίων,"nafu, amjalie"
βελόνης,"isha, mshale, mipini, itafut"
βιάζω,"udhalimu, jeur, nguvu, dhuluma, uharibifu"
βιαστής,"udhalimu, jeur, nguvu, dhuluma, uharibifu"
βιβλίον,"hati, cheti"
βιβλαρίδιον,"kukila, funguliw, kitwae, ukil"
βιβρώσκω,"kul, kula, wakala, tekete, akal"
βιωτικός,"uzim, maisha, uhai, ish, hai"
βιόω,"ish, hai, aish, pon, fufu"
βλάπτω,"huzuni, zunish, huzuniki, taki, kuua"
βλάσφημος,"tuka, fur, kufur, tukan, kufuru"
βλέμμα,"tazama, angali, tazam, lien, kuon"
βλέπω,"angali, tazama,anayemwangalia,anayemtazama"
βλαβερός,"dhur, dhar, dhulum, mabaya, nidhulum"
βλαστάνω,"chipu, maua, chanu, staw, ikaota"
βλασφημέω,kufuru
βλασφημία,matusi kufuru
βλητέος,vipy
βοάω,piga kelele / apigaye kelele
βοή,"kili, vili, yanenwayo, eli, kaniki"
βοήθεια,"saidi, msaada, msaidizi, faid, saidia"
βοηθέω,saidia / unisaidie
βοηθός,"saidi, msaada, msaidizi, faid, saidia"
βολή,"tup, tupw, angush, tupi, bomo"
βολίζω,"pim, pimi, nyingine, sawa, pima"
βορρᾶς,"skazi, skaz"
βοτάνη,"itatoa, isitoe, maza, vuli, mavuno"
βουλή,"kusudi la, makusudi ya"
βουλευτής,"baraza, siri, barazan, wanichukia, vuhunjika"
βουλεύω,shauriana
βουνός,"ili, lim, lima, mlima, gibea"
βούλημα,"shaur, kusud, kusudi, maandalio, mapenzi"
βούλομαι,"taka,amua / akataka / akaamua"
βοῦς,ng'ombe jike
βρέφος,"mtoto mchanga, watoto wachanga"
βρέχω,"mvua,"
βραβεύω,"wakuu, kamand, mkuu, wal, tawal"
βραβεῖον,"tuzo, niifikie"
βραδυπλοέω,"safir, abir, bahari, pwan, twek"
βραδύνω,"kawi, ngoj, lege, kawiakawi, litu"
βραδύς,"mviv, mwepesi, uviv, mwenye, haon"
βραδύτης,"mviv, mwepesi, uviv, mwenye, haon"
βραχίων,"mkono, mikono, mwake, mikononi, wenye"
βραχύς,muda mfupi/baada ya muda mfupi
βροντή,"radi,"
βροχή,"mvua, nyesh, nyeshe, masika, manyunyu"
βρυγμός,saga
βρόχος,"fungw, zuili, zui, zuiw, fung"
βρύχω,sag
βρύω,"mwag, mwagi, mimi, umwa, wag"
βρώσιμος,"furaha, amin, ambi, basi, kwa"
βρῶμα,"chakula,"
βρῶσις,kula
βυθίζω,"meza, kupw, kuzama, shush, lil"
βυθός,"lind, sana, lindin, fumb, kina"
βυρσεύς,akij
βωμός,"madhabahu, madhabahuni, pale"
βόθυνος,"shim, shimoni, sim, rima, birik"
βόρβορος,"top, topen, waid, tumiw, tope"
βόσκω,lishwa/ wakilishwa
βότρυς,"sauti, sana, zimeiva, madhabahu, nchi"
βύσσινος,"tan, yeny, ing'aayo"
βύσσος,"tan, yeny, ing'aayo"
βῆμα,kiti cha kutolea hukumu
γάγγραινα,"miongoni, neno, fileto, ene, hao"
γάζα,"hazina, watunza"
γάλα,"maziwa, chao"
γάμος,arusi
γάρ,"maana , inatokana na"
γέ,basi
γέεννα,"jehanamu,"
γέλως,"chek, chez, dhihaka, mzah, dhara"
γέμω,vyajaa
γένεσις,"zaliw, ukoo, wakristo"
γέννημα,"uzao,"
γένος,"jamaa,"
γέρων,nikodemo
γίνομαι,"itimie, ikawa,itokee"
γαζοφυλάκιον,"hazina, watunza"
γαλήνη,shwari
γαμέω,anayeoa (male form oa female olewa)
γαμίζω,ozesha / hawaozeshwi
γαστήρ,mimba
γείτων,"jirani, rafik, enzi, mwenzake, ambia"
γελάω,"chek, chez, dhihaka, mzah, dhara"
γεμίζω,jazwa / imeshajazwa
γενέσια,"zaliw, kuza, atazaa, azaapo, mimb"
γενεά,"kizazi, vizazi"
γενεαλογέω,uzaz
γενεαλογία,nasaba
γενετή,"zaliw, kuza, atazaa, azaapo, mimb"
γεννάω,"zaa, amezaa"
γεννητός,"zaliw, mzalia, mzaliwa, wazaliwa, zaliwa"
γερουσία,"wazee, mzee, mvi, kale, uzee"
γεωργέω,"shamb, shamban, konden, lim, nchi"
γεωργός,mkulima
γεύομαι,"onja ,hawataonja"
γεώργιον,"shamb, shamban, konden, lim, nchi"
γηράσκω,"wazee, mzee, mvi, kale, uzee"
γινώσκω,"jua,"
γλεῦκος,lew
γλυκύς,"tamu, kitamu, matamu, utam, mtam"
γλωσσόκομον,"fedha, mfuk, wabadili, kotekote, liuz"
γλῶσσα,ulimi
γνήσιος,"halisi, isiy, usio, chukie, kweli"
γναφεύς,dobi
γνησίως,"halisi, isiy, usio, chukie, kweli"
γνωρίζω,"tangaza, tutangaze"
γνωστός,"mwenzao, wenzao"
γνόφος,"giza, gizani, pofu, mweusi, weus"
γνώμη,vitimbi
γνώστης,swal
γνῶσις,"ujuzi, taarifa"
γογγυσμός,"manung'uniko, nung'uni, nung'uniki, linung'uniki, yoninung'uniki"
γογγυστής,"manung'uniko, nung'uni, nung'uniki, linung'uniki, yoninung'uniki"
γογγύζω,nung'unikia / wakamnung'unikia
γονεύς,"wazazi, wazee"
γονυπετέω,got
γράμμα,andika
γράφω,"andikwa,imeandikwa"
γραμματεύς,"waandishi, msomi"
γραπτός,"andikw, andik, andiki, andi, yaan"
γραφή,mwandiko  (torati)
γραώδης,"wazee, mzee, mvi, kale, uzee"
γρηγορέω,"kuwa macho, muwe macho"
γυμνάζω,"zoesh, jan, ujizoeze, mazoezi"
γυμνασία,"zoesh, jan, ujizoeze, mazoezi"
γυμνιτεύω,"uchi, utup, wazi, tupu, mwuone"
γυμνός,"uchi,"
γυμνότης,"uchi, utup, wazi, tupu, mwuone"
γυνή,"mwanamke, mke, bibi"
γυναικάριον,ingiza
γυναικεῖος,"mwanamke, kike, mke, wanawake, jike"
γωνία,"pembeni, mafichoni"
γόης,danganya
γόμος,"bidhaa, shehena"
γόνυ,"goti, magoti"
γῆ,"nchi, ardhi"
γῆρας,"wazee, mzee, mvi, kale, uzee"
δάκνω,"waum, wum, huchoma, umw, waumao"
δάκρυον,chozi machozi
δάκτυλος,"kidole, vidole"
δάμαλις,"ng'ombe, ndam, mtamba, jike, wanono"
δάνειον,"deni, ampe, ajitwikaye, wapeni, ponisih"
δέ,"lakini ,upande mwingine ,na"
δέησις,"swala, maombi"
δέκα,kumi
δένδρον,"mti,miti"
δέομαι,"sihi, mmsihi"
δέος,"ogop, hofu, kumcha, tish, kich"
δέρω,piga / wakampiga
δέσμιος,"mfungwa, wafungwa"
δέχομαι,pokea
δέω,"funga,fungiwa"
δή,"ili, hiyo, basi, ndivyo, hivyo"
δήποτε,"nini, gani, mbona, jinsi, je"
δήπου,"lakini, hakika, tu, bali, yangu"
δίδραχμον,"fung, mane, darkoni, fedha, mene"
δίδωμι,"kupa, nitakukabidhi"
δίκαιος,mwenye haki
δίκη,"hukum, adhabu, hukumi, hati, tuhukum"
δίκτυον,"wavu, nyavu"
δίλογος,kaul
δίς,mara tatu
δίστομος,"upanga, pang, wemb, mkuk, alan"
δίψος,"kiu, kavu"
δίψυχος,"nia, uliona"
δαίμων,"pepo, shetan, miungu, wato, wavitoa"
δαιμονίζομαι,wenye mapepo
δαιμονιώδης,"pepo, shetan, miungu, wato, wavitoa"
δαιμόνιον,jini majini
δακρύω,"akalia, kulia, lili, ili, wakalia"
δακτύλιος,"pete, kuk, mhur, herini, mihuri"
δαμάζω,"rafik, wabebe, nilili, yejua, tuuharibu"
δανίζω,"kopesh, kopesha, kop, la, mda"
δανιστής,"fedha, mfuk, wabadili, kotekote, liuz"
δαπάνη,gharama
δαπανάω,"tumi, simfa, ghari, wanyoe, zoambi"
δείκνυμι,onesha / akamonesha
δειγματίζω,"hadharani, ondole, azim"
δειλία,"ogop, hofu, kumcha, tish, kich"
δειλιάω,"ogop, hofu, kumcha, tish, kich"
δειλός,"ogop, hofu, kumcha, tish, kich"
δεινῶς,"umw, choko"
δειπνέω,"ramu, chakulani, kul, yomwagi, ale"
δεισιδαίμων,"dini, nyenyeke"
δεισιδαιμονία,"dini, nyenyeke"
δεκαπέντε,tano
δεκατέσσαρες,"vinn, minn"
δεκτός,"kubal, kubali, shitak, pendez, kibali"
δεξιός,kulia/mkono wa kulia
δεσμοφύλαξ,"gerezan, fung, walinzi, gerez, husu"
δεσμωτήριον,"gerezan, fung, walinzi, gerez, husu"
δεσμός,pingu
δεσμώτης,"gerezan, fung, walinzi, gerez, husu"
δεσπότης,Bwana
δευτεραῖος,"kesh, zijazo, pili, asubuhi, siku"
δεύτερος,"pili, ya pili, kwa mara ya pili"
δεῖ,"lazima, inabidi"
δεῖγμα,"mfano, elele, mifano, wekw, kovu"
δεῖνα,"fulani, karibu, lenyewe, hus, mawaziri"
δεῖπνον,"karamu,"
δεῦρο,njoo
δεῦτε,"fuata,  / nifuateni"
δηλόω,ambiwa
δημηγορέω,"maneno, min, enzi, asinene, wasinene"
δημιουργός,"jeng, yafaayo, jengw, ujenzi, tubu"
δημόσιος,"mbele, wafa, gerez"
δηνάριον,Dinari
διΐστημι,"pit, vuk, pita, piti, endele"
διά,"kutokana na, kwa sababu, kwa ajili ya,"
διάβολος,"Ibilisi, Shetani"
διάγνωσις,"viun, unon, kusudi, kaul, nawe"
διάγω,"ish, hai, aish, pon, fufu"
διάδημα,"lemb, ajal"
διάδοχος,porkio
διάκονος,"mtumishi, watumishi"
διάκρισις,"mbanu, mhukum, ribishe"
διάλεκτος,lugha
διάνοια,akili
διάστημα,hana
διάταγμα,"amri, agiz, amur, zuili, amriw"
διάφορος,amriw
διέξοδος,waiteni
διέρχομαι,pitia
διήγησις,ratib
διαίρεσις,faut
διαβάλλω,"kubal, kubali, shitak, pendez, kibali"
διαβαίνω,vuk
διαβεβαιόομαι,"sisiti, manufaa, huwataharakisha"
διαβλέπω,"tazam, mwon, poon, angali, waon"
διαγίνομαι,"pit, vuk, pita, piti, endele"
διαγγέλλω,"hubiri, tangaz, hubir, mhubir, mpig"
διαγινώσκω,"viun, unon, kusudi, kaul, nawe"
διαγογγύζω,"manung'uniko, nung'uni, nung'uniki, linung'uniki, yoninung'uniki"
διαγρηγορέω,"tumieni, nilitaabika, uon"
διαδέχομαι,"poke, karibish, kubal, twaa, waka"
διαδίδωμι,"gawi, mgawi, muda"
διαζώννυμι,fung
διαθήκη,"agano,"
διαιρέω,"gawi, mgawi, muda"
διακαθαίρω,pepeto
διακαθαρίζω,pepeto
διακατελέγχομαι,kabisa
διακονέω,hudumia / wakamhudumia
διακονία,hudumia /kuwahudumia
διακούω,"siki, sikiliz, kien, lize, habari"
διακρίνω,"tofautisha, tambua"
διακωλύω,"zui, zuiw, tusije"
διακόσιοι,"- wili , mia mbili"
διαλέγομαι,jadili /wakajadili
διαλαλέω,"uliza, shauria"
διαλείπω,"huyapinga, fumb, nibus"
διαλλάσσω,"pata, uwap"
διαλογίζομαι,bishana/ ulizana
διαλογισμός,mahesabu
διαλύω,"tawanyi, utawanyiko, ene, mlio, tweke"
διαμάχομαι,"shinda, tete, ishi, gomban, mgomvi"
διαμένω,"stahimil, kuka, tukakaa, vumili, dum"
διαμαρτύρομαι,shuhudia
διαμερίζω,gawana / wakagawana
διαμερισμός,"kusud, mtasitasita, gawa, kasi"
διανέμω,"tandik, kunju, nyosh, kuene, tanda"
διανεύω,"onesh, ashiri, nesh, aliyanena, hayana"
διανοίγω,"fumbua , Fumbuliwe!"
διανυκτερεύω,"lal, kuch, wah, rikebu"
διανόημα,"waz, busara, fikira, mna, jivikeni"
διανύω,"daim, zot, zote, dum, sadaka"
διαπεράω,vuka
διαπλέω,"safir, abir, bahari, pwan, twek"
διαπονέομαι,"kali, ghadhabu, hasira, kasirik, waka"
διαπορέω,"shak, fadhai, fadhaa, wakiwa, ngiw"
διαπορεύομαι,"end, akaenda, shuk, nend, tok"
διαπρίω,chom
διαπραγματεύομαι,"faid, faidi, pat, yafa, vitu"
διαρπάζω,"yang, niibi, nyang'any, tek, wizi"
