lex,default
Ναζωραῖος,Nazareno
Ναθάμ,Nathan
Ναθαναήλ,Natanael
Ναιμάν,Naaman
Ναούμ,Naum
Ναχώρ,Nahor
Νεφθαλίμ,Naftali
Νηρί,Neri
Νηρεύς,Nereus
Νικάνωρ,Nicanor
Νικολαΐτης,Nicolaaitan
Νικόδημος,Nicodemos
Νικόλαος,Nicolaus
Νικόπολις,Nicopolis
Νινευίτης,Ninvite
Νύμφα,Nymphos
Νῶε,Noé
Οὐρίας,Uriah
Οὐρβανός,Urbanus
Πάρθος,Parthian
Πάταρα,Patara
Πάτμος,PATMOS
Πάφος,Paphos
Πέργαμος,Pérgamo
Πέργη,Perga
Πέτρος,Pedro
Παμφυλία,Panflia
Παρμενᾶς,Parmenas
Πατροβᾶς,PATOBAS
Παῦλος,Paulo
Περσίς,Exatamente
Πιλᾶτος,Pilatos
Πισίδιος,Pisidia
Πισιδία,Pisidia
Ποντικός,pertencente a Pontus
Ποτίολοι,Puteoli
Πούδης,Pudens
Πρίσκα,"Prisca, priscilla"
Πρόχορος,Procorus
Πτολεμαΐς,Ptolemais
Πόντιος,Pontius
Πόντος,Pontus
Πόπλιος,Publius
Πόρκιος,Porcius
Πύρρος,"vermelho, cor de fogo"
Σάμος,Samos
Σάπφιρα,Sapphira
Σάρδεις,Sardos
Σάρεπτα,Zarepha
Σάρρα,Sarah
Σέργιος,Sergius
Σήθ,Seth
Σήμ,Shem
Σίμων,Simão
Σαβαώθ,"anfitriões, exércitos"
Σαδδουκαῖος,saduceu
Σαδώκ,Zadok
Σαλά,salão
Σαλήμ,Salem
Σαλαθιήλ,Salathiel
Σαλαμίς,Salamis
Σαλείμ,Salimão
Σαλμών,Salmão
Σαλμώνη,Salmão
Σαλώμη,Salome
Σαμάρεια,Samaria
Σαμαρίτης,samaritano
Σαμαρῖτις,Mulher samaritana
Σαμοθρᾴκη,Samothrace
Σαμουήλ,Samuel
Σαμψών,Sansão
Σαούλ,Saul
Σαρών,Sharon
Σατανᾶς,"adversário, Satanás"
Σαῦλος,"Saulo, Saul"
Σεκοῦνδος,Segundo
Σελεύκεια,Seleucia
Σεμεΐν,Semein
Σερούχ,Serug
Σιδών,Sidon
Σιδώνιος,Sidonian
Σιλουανός,Silvanus
Σιλωάμ,Siloam
Σιλᾶς,Silas
Σινᾶ,Sinai
Σιών,Sião
Σκευᾶς,SCEVA
Σκύθης,cita
Σμύρνα,Smyrna
Σολομών,Salomão
Σουσάννα,Susannah
Σπανία,Espanha
Στάχυς,Stachys
Στέφανος,Stephen
Στεφανᾶς,Stephanas
Στοϊκός,Estóico
Συμεών,Simeon ou Simon
Συντύχη,Syntyche
Συράκουσαι,Siracusa
Συρία,Síria
Συροφοινίκισσα,Syrofologista
Συχάρ,Sychar
Συχέμ,SHECHEM
Σωσίπατρος,Sosiplater
Σωσθένης,Sontenes
Σόδομα,Sodoma
Σύρος,sírio
Σύρτις,"Syrtis, QuickSand"
Σώπατρος,Sopater
Τέρτιος,Terceiro
Τέρτυλλος,Tertullus
Τίμων,Timon
Τίτιος,Tito
Τίτος,Tito
Ταβιθά,"Tabitha, antílope"
Ταρσεύς,pertencente a tarsus
Ταρσός,Tarso
Τιβέριος,Tibério
Τιβεριάς,Tiberías
Τιμαῖος,Timeu
Τιμόθεος,Timóteo
Τραχωνῖτις,Traconite
Τρυφῶσα,Trifhosa
Τρόφιμος,Trophimus
Τρύφαινα,Tryphaena
Τρῳάς,Troas
Τυχικός,Tychicus
Τύραννος,Tiranno
Τύριος,habitante do pneu
Τύρος,Tiro
Φάλεκ,Peleg
Φάρες,Perez
Φίλητος,Philetus
Φίλιπποι,Philippi
Φίλιππος,Filipe
Φανουήλ,Phanuel
Φαραώ,faraó
Φαρισαῖος,fariseu
Φιλήμων,Fileom
Φιλαδέλφεια,Filadélfia
Φιλιππήσιος,Filipino
Φιλόλογος,Philologus
Φλέγων,Flegun
Φοίβη,Febe
Φοινίκη,Phenicia
Φορτουνᾶτος,Fortunatus
Φοῖνιξ,Fénix
Φρυγία,Frígia
Φύγελος,Phygelus
Φῆλιξ,Felix
Φῆστος,Festo
Χίος,Chios
Χαλδαῖος,caldeu
Χανάαν,Canaã
Χαναναῖος,Cananita
Χαρράν,Haran
Χερούβ,Querubim
Χλόη,Chloe
Χοραζίν,Corazin
Χουζᾶς,Chuza
Χριστιανός,cristão
Χριστός,"ungido, Messias, Cristo"
αἰγιαλός,"Costa do Mar, Praia"
αἰδώς,"vergonha, modéstia"
αἰνέω,"Eu me junho juntos, me monto"
αἰσθάνομαι,"Eu levanto, levanto"
αἰσθητήριον,Faculdade perceptiva
αἰσχροκερδής,ambicioso
αἰσχροκερδῶς,avidamente
αἰσχρολογία,discurso imundo
αἰσχρός,"base, vergonhosa"
αἰσχρότης,"obscenidade, indecência, pranceness"
αἰσχύνη,vergonha
αἰσχύνω,"Eu tenho vergonha, eu sou envergonhado"
αἰτέω,"eu pergunto, eu peço, eu solicito, eu demando,"
αἰτία,"causa, razão, acusação, culpa, crime, caso, condição"
αἰτίωμα,"cobrar, acusação"
αἰφνίδιος,"Inesperado, repentino"
αἰχμάλωτος,"cativo, prisioneiro"
αἰχμαλωσία,cativeiro
αἰχμαλωτίζω,"Eu tomo cativo, eu subjugue, eu ensnare"
αἰχμαλωτεύω,"Eu pergunto, eu peço, imploro, eu peticionar"
αἰών,"eternidade, era, século, mundo"
αἰώνιος,"eterno, sem fim"
αἱματεκχυσία,derramando ou derramando de sangue
αἱμορροέω,"Eu me junho juntos, me monto"
αἱρέω,"Eu escolho, eu prefiro"
αἱρετίζω,"Eu me junho juntos, me monto"
αἱρετικός,faccioso
αἴγειος,de uma cabra
αἴνεσις,elogio
αἴνιγμα,"enigma, enigma"
αἴρω,"eu levanto, eu carrego, eu levo, eu tiro, eu removo"
αἴσθησις,percepção
αἴτημα,"Petição, pedido"
αἴτιος,a causa do originador de
αἵρεσις,"opinião auto-escolhida, seita"
αἶνος,elogio
αἷμα,sangue
αὐγάζω,"Eu desgraço, eu desonesto"
αὐγή,luz do dia
αὐθάδης,"auto-satisfeito, arrogante"
αὐθαίρετος,do próprio acordo
αὐθεντέω,"Eu desgraço, eu desonesto"
αὐλέω,"Eu toco a flauta, eu cubo"
αὐλή,"jardim, quadra, palácio, casa"
αὐλίζομαι,"Eu lodge, eu passo a noite"
αὐλητής,tocador de flauta
αὐλός,"flauta, tubo"
αὐξάνω,"eu faço crescer, eu me torno maior, eu cresço"
αὐστηρός,"sombrio, severo, rigoroso, exigente"
αὐτάρκεια,"Auto-suficiência, independência"
αὐτάρκης,"Auto-suficiente, satisfeito, satisfeito"
αὐτοκατάκριτος,auto-condenado
αὐτοῦ,aqui lá
αὐτόματος,de seu próprio acordo
αὐτόπτης,testemunha ocular
αὐτός,"ele, ela, eles, elas, mesmo, mesma"
αὐτόχειρ,com a própria mão
αὐχμηρός,"Dingy, Dusky, obscuro, escuro, funeral"
αὔξησις,"aumentando, aumentam, o crescimento"
αὔριον,amanhã
βάθος,"profundidade, profundidade, profunda"
βάλλω,"eu lanço, eu jogo"
βάπτισμα,batismo
βάπτω,"Eu mergulho, cori"
βάρβαρος,Um estrangeiro que não fala nem grego nem latim
βάρος,"peso, fardo"
βάσανος,"tortura, tormento"
βάσις,pé
βάτος (I),espinho arbusto ou brambola
βάτος (II),"""Banheira"", medida líquida entre oito e nove galões"
βάτραχος,rã
βάϊον,ramo de palma
βέβαιος,"firme, firmeza, duradoura"
βέβηλος,"profano, secular, não-piritual, sem espesso, mundano"
βέλος,"míssil, dardo, dardo"
βήρυλλος,berilo
βία,"força, violência"
βίαιος,"forte, violento"
βίβλος,"livro, rolo, escrito"
βίος,"vida, maneira de vida, meios de subsistência"
βίωσις,maneira de vida
βαθμός,"passo, palco, posição"
βαθύνω,"Eu prego uma de alguma coisa, eu roubo"
βαθύς,"profundo, cedo, profundo"
βαλλάντιον,"Bolsa, Money-Bag"
βαπτίζω,"eu mergulho, eu batizo, eu submerjo, eu lavo"
βαπτισμός,"mergulhando, lavando"
βαπτιστής,"batizador, Batista"
βαρέω,"Eu peso, eu carrego, eu fardo"
βαρέως,"fortemente, com dificuldade"
βαρύς,"pesado, pesado, oneroso"
βαρύτιμος,de grande preço
βασίλειος,"cortesãos, palácios, um corpo de reis, real"
βασίλισσα,rainha
βασανίζω,"eu atormento, eu torturo"
βασανισμός,"tortura, tormento"
βασανιστής,"aquele que tortura, atormentador, carcereiro"
βασιλεία,"reino, governo, soberania, autoridade"
βασιλεύς,"rei, governante, imperador"
βασιλεύω,"eu governo, eu reino"
βασιλικός,"conectado com um rei, real, regal"
βασκαίνω,"Eu dou o olho mau para, fascinar, eu encanto, eu dominei"
βαστάζω,"eu carrego, eu suporto"
βατταλογέω,"Eu converso, eu proferir palavras vazias"
βδέλυγμα,"coisa abominável, coisa amaldiçoada"
βδελυκτός,"abominável, detestável"
βδελύσσομαι,"Eu abhor, detesto"
βεβαίωσις,"Confirmação, ratificação, estabelecimento"
βεβαιόω,"Eu confirmo, eu ratificar"
βεβηλόω,"Eu confirmo, eu ratificar"
βελτίων,melhorar
βελόνης,"míssil, dardo, dardo"
βιάζω,"Eu uso força, eu violência, sofro violência"
βιαστής,homem forte e violento
βιβλίον,"livro, pergaminho"
βιβλαρίδιον,Little Papyrus Roll
βιβρώσκω,"Eu uso força, eu violência, sofro violência"
βιωτικός,pertencente à vida normal
βιόω,"Eu vivo, passo minha vida"
βλάπτω,"Eu machuco, feriri"
βλάσφημος,calígeno
βλέμμα,"Olha, faculdade de olhar"
βλέπω,"eu olho, eu vejo, eu contemplo"
βλαβερός,"prejudicial, doloroso"
βλαστάνω,"Eu brotar, eu cause brotar, eu faço crescer"
βλασφημέω,"eu blasfemo, eu falo mal de"
βλασφημία,"blasfêmia, linguagem abusiva ou escura"
βλητέος,que deveria ser colocado
βοάω,"eu clamo, eu grito, eu chamo em voz alta"
βοή,gritar
βοήθεια,"assistência, ajuda"
βοηθέω,"Eu grito, chamo em voz alta"
βοηθός,ajudante
βολή,"Casting, lance"
βολίζω,"Eu lanço a linha para soar, eu soo"
βορρᾶς,"vento norte, norte"
βοτάνη,"forragem, alimentos"
βουλή,conselho
βουλευτής,"Membro da Câmara Municipal, de Sinédrio"
βουλεύω,"Eu deliberar, eu tomo conselho"
βουνός,"hillock, colina"
βούλημα,"vontade, conselho, propósito"
βούλομαι,"eu quero, eu desejo, eu vou, eu pretendo"
βοῦς,boi
βρέφος,"Infantil, babe"
βρέχω,"Eu umedecer, eu chovo, eu envio chuva"
βραβεύω,"Eu governo, eu arbitrar"
βραβεῖον,prêmio
βραδυπλοέω,"Eu sou lento, eu atraso"
βραδύνω,"Eu sou lento, eu atraso"
βραδύς,devagar
βραδύτης,"atrasado, lentidão"
βραχίων,"braço, força"
βραχύς,"curta, pequena"
βροντή,trovão
βροχή,chuva pesada
βρυγμός,moagem ou ranger
βρόχος,laço ou armadilha
βρύχω,"Eu umedecer, eu chovo, eu envio chuva"
βρύω,"Eu motivo para jorrar, eu envio"
βρώσιμος,"comestível, adequado para alimentos"
βρῶμα,comida
βρῶσις,"comida, refeição"
βυθίζω,"Eu posso afundar, eu afundo"
βυθός,Mar profundo
βυρσεύς,curtidor
βωμός,altar
βόθυνος,"poço, vala"
βόρβορος,"lama, lama, sujeira"
βόσκω,"Eu lanço a linha para soar, eu soo"
βότρυς,agrupamento de uvas
βύσσινος,"de lenço fino, algodão"
βύσσος,"lenço fino, algodão"
βῆμα,"tribunal, trono"
γάγγραινα,"gangrena, mortificação"
γάζα,Tesouro
γάλα,leite
γάμος,"casamento, boda"
γάρ,"pois, portanto"
γέ,"pelo menos, na verdade, realmente"
γέεννα,"Geena, inferno"
γέλως,risada
γέμω,"eu preencho, eu carrego"
γένεσις,"Nascimento, linhagem"
γέννημα,"descendentes, criança, fruta"
γένος,"descendente, família, raça, tipo"
γέρων,Velhote
γίνομαι,"eu me torno, eu venho a ser, eu venho a existir, eu aconteço"
γαζοφυλάκιον,tesouraria
γαλήνη,calma
γαμέω,"eu caso, eu me caso"
γαμίζω,"Eu posso afundar, eu afundo"
γαστήρ,"ventre, estômago, para estar grávida"
γείτων,vizinho
γελάω,"Eu posso afundar, eu afundo"
γεμίζω,"Eu preencho, eu carrego"
γενέσια,festa de aniversário
γενεά,geração
γενεαλογέω,"Eu coloquei em uma genealogia, eu acho minha descida"
γενεαλογία,Genealogia
γενετή,aniversário
γεννάω,"eu gero, eu dou à luz"
γεννητός,"gerado, nascido"
γερουσία,corpo de anciãos
γεωργέω,"Eu trabalho o solo, eu cultivo a terra"
γεωργός,agricultor
γεύομαι,"eu gosto, eu experimento"
γεώργιον,campo cultivo
γηράσκω,"Eu me torno velho, envelheço"
γινώσκω,"eu sei, eu venho a saber, eu aprendo, eu percebo"
γλεῦκος,vinho doce
γλυκύς,doce
γλωσσόκομον,"bolsa, bolsa, caixa, peito"
γλῶσσα,"língua, linguagem, nação"
γνήσιος,"real, verdadeiro, genuíno"
γναφεύς,"Fuller, pano-cômoda"
γνησίως,"verdadeiramente, genuinamente, honrosamente, sinceramente"
γνωρίζω,"eu faço conhecido, eu declaro, eu sei"
γνωστός,conhecido
γνόφος,"Escuridão, Lcoo"
γνώμη,"opinião, conselho, julgamento, intenção"
γνώστης,"aquele que sabe, especialista"
γνῶσις,"conhecimento, doutrina, sabedoria"
γογγυσμός,"murmurar, resmungar"
γογγυστής,"Murmur, Grumbbler"
γογγύζω,"Eu sussurro, eu murmurei, eu resmungo"
γονεύς,"pai, pais, progenitores"
γονυπετέω,"Eu caio de joelhos antes, eu me suplicando, eu estouei"
γράμμα,"carta, escrito, aprendizado"
γράφω,eu escrevo
γραμματεύς,escriba
γραπτός,escrito
γραφή,"escrito, passagem da escritura"
γραώδης,"pertencente a mulheres idosas, como as mulheres idosas contam"
γρηγορέω,"eu acordo, eu vigio"
γυμνάζω,"Estou acordado, estou vigilante, eu assisto"
γυμνασία,exercício físico
γυμνιτεύω,"Estou acordado, estou vigilante, eu assisto"
γυμνός,"nu, nua"
γυμνότης,nudez
γυνή,"mulher, esposa, minha senhora"
γυναικάριον,"Mulher, pobre mulher fraca"
γυναικεῖος,"pertencente à mulher, de mulher"
γωνία,"canto, lugar secreto"
γόης,"conjurador, enganador, impostor"
γόμος,"Carga, frete"
γόνυ,joelho
γῆ,"terra, solo"
γῆρας,velhice
δάκνω,"Eu mordo, backbite, eu dou a sério"
δάκρυον,lágrima
δάκτυλος,dedo
δάμαλις,novilha
δάνειον,"Empréstimo, dívida"
δέ,"mas, por outro lado, e"
δέησις,"oração, súplica"
δέκα,dez
δέκατος,"uma décima parte, um dízimo"
δένδρον,árvore
δέομαι,"eu peço, eu imploro"
δέος,"covarde, tímida"
δέρμα,"Ocultar, pele"
δέρω,"eu açoito, eu firo, eu esfolo, eu dou pancadas"
δέσμη,pacote
δέσμιος,prisioneiro
δέχομαι,"eu recebo, eu aceito, eu pego, eu acolho"
δέω,"eu rogo, eu suplico"
δή,"Então, então, de fato, verdadeiramente"
δήποτε,"Mesmo na época, sempre que"
δήπου,"Claro, de fato"
δίδραχμον,"Duplo-dracma, dois dracmae"
δίδωμι,"eu dou, eu ofereço"
δίκαιος,"justo, reto, imparcial"
δίκη,"Justiça, audição judicial, punição"
δίκτυον,"rede, rede de pesca"
δίλογος,"língua dupla, enganosa"
δίς,duas vezes
δίστομος,dois gumes
δίψος,sede
δίψυχος,"Double-minded, vacilando"
δαίμων,"Evil-espírito, demônio"
δαιμονίζομαι,"eu estou acordado, eu estou vigilante, eu assisto"
δαιμονιώδης,Demon-Like
δαιμόνιον,demônio
δακρύω,"Eu derramei lágrimas, eu semana"
δακτύλιος,anel de dedo
δαμάζω,"Eu mano, subjuguei"
δανίζω,"Eu empresto, peço emprestado"
δανιστής,"credor, credor"
δαπάνη,"Custo, despesa"
δαπανάω,"Eu gasto, tenho despesas, eu desperdiço"
δείκνυμι,"eu aponto, eu mostro"
δειγματίζω,"Eu é necessário, eu inevitável"
δειλία,covardia
δειλιάω,"Eu encolho, estou com medo"
δειλός,"covarde, tímida"
δεινῶς,"veementemente, terrivelmente"
δειπνέω,"Eu encolho, estou com medo"
δεισιδαίμων,"respeitoso do que é divino, religioso"
δεισιδαιμονία,"Religião em geral, superstição"
δεκαπέντε,quinze
δεκατέσσαρες,quatorze
δεκατόω,"Eu tithe, coleciono o dízimo de"
δεκτός,"aceitável, aceito"
δελεάζω,"Eu fascio, eu me entenda por uma isca"
δεξιολάβος,"um postado na mão direita, homem de lança"
δεξιός,"destro, mão direita, direita"
δερμάτινος,"feito de couro, leathern"
δεσμεύω,"Eu ligo, coloquei cadeias"
δεσμοφύλαξ,"Guardião da prisão, carcereiro"
δεσμωτήριον,prisão
δεσμός,"laço, cadeia"
δεσμώτης,"prisioneiro, cativo"
δεσπότης,"senhor, mestre, príncipe"
δευτεραῖος,"No segundo dia, no dia seguinte"
δεύτερος,"segundo, segunda, em segundo lugar, pela segunda vez"
δεῖ,"é necessário, deve-se"
δεῖγμα,"Exemplo, digite"
δεῖνα,"Então, assim, tal"
δεῖπνον,"jantar, ceia"
δεῦρο,"Eu venho, agora eu o presente"
δεῦτε,"eu venho aqui, eu venho"
δηλόω,"Eu mostro, deixo claro, eu revelo"
δημηγορέω,"Eu faço um discurso público, abordo uma multidão"
δημιουργός,"Artisan, construtor"
δημόσιος,"público, publicamente"
δηνάριον,denário
διΐστημι,"Eu me separo, separo, coloquei alguma distância entre"
διά,"através, por conta de, por, por meio de"
διάβολος,"diabo, caluniador"
διάγνωσις,"Exame judicial, decisão"
διάγω,"Eu passo tempo, passo tempo, eu moro"
διάδημα,"coroa de cabeça, coroa"
διάδοχος,sucessor
διάκονος,"servo, administrador"
διάκρισις,"distinguir, decidir, passando sentença em"
διάλεκτος,"linguagem, fala"
διάνοια,"compreensão, intelecto, mente"
διάστημα,Intervalo de tempo
διάταγμα,"mandato, decreto"
διάφορος,"Diferentes, diferentes, excelentes"
διέξοδος,ponto público na cidade
διέρχομαι,"eu percorro, eu passo através, eu espalhando um relatório, eu saio"
διήγησις,narrativa
διαίρεσις,"Divisão, Distribuição, Diferença, Distinção"
διαβάλλω,"Eu calanço, reclamei, eu acuso"
διαβαίνω,"Eu cruzo, passei"
διαβεβαιόομαι,"Eu calanço, reclamei, eu acuso"
διαβλέπω,"Eu vejo através, vejo claramente"
διαγίνομαι,"Eu passo, eu cair tempo"
διαγγέλλω,"Eu anuncio por toda parte, espalhei as notícias de"
διαγινώσκω,"Eu sei com precisão, eu examino, decidi"
διαγογγύζω,"Eu murmuro muito, continuo murmurando"
διαγρηγορέω,"Eu desperto de sono, estou completamente acordado"
διαδέχομαι,"Eu passo tempo, passo tempo, eu moro"
διαδίδωμι,"Eu ofereço aqui e ali, eu distribuo, diveto"
διαζώννυμι,"Eu GIRD, eu amarro"
διαθήκη,"aliança, testamento"
διαιρέω,"Eu divido, eu distribuo"
διακαθαίρω,"Eu divido, eu distribuo"
διακαθαρίζω,"Eu divido, eu distribuo"
διακατελέγχομαι,"Eu divido, eu distribuo"
διακονέω,eu sirvo
διακονία,"serviço, ministração"
διακούω,"Eu ouço em todo, eu de uma audiência judicial"
διακρίνω,"eu distingo, eu duvido, eu hesito"
διακωλύω,"Eu impedir obstinadamente, estou impedindo"
διακόσιοι,duzentos
διαλέγομαι,"eu converso, eu me dirijo, eu prego, eu palestro"
διαλαλέω,"Eu converso juntos, falo de"
διαλείπω,"Eu cessar, eu dou mais, desisto"
διαλλάσσω,"Eu me reconcilio, me reconcili com"
διαλογίζομαι,"eu debato, eu considero"
διαλογισμός,"cálculo, raciocínio, pensamento, trama"
διαλύω,"Eu me separo, eu disperso"
διαμάχομαι,"Eu me esforço muito, eu continuo ferozmente"
διαμένω,"Eu permaneço, continuo"
διαμαρτύρομαι,"eu dou provas solenes, eu testemunho solenemente"
διαμερίζω,"eu divido, eu divido em partes, eu me separo, eu distribuo"
διαμερισμός,"quebrando, discórdia, hostilidade"
διανέμω,"Eu divido em porções, eu distribuo"
διανεύω,"Eu aceno continuamente, eu leco"
διανοίγω,"Eu aceno continuamente, eu leco"
διανυκτερεύω,"Eu aceno continuamente, eu leco"
διανόημα,"Raciocínio, Pensamento, Cogitação"
διανύω,"Eu termino, eu completei"
διαπεράω,"Eu termino, eu completei"
διαπλέω,"Eu termino, eu completei"
διαπονέομαι,"Eu termino, eu completei"
διαπορέω,"Eu estou em apuros, duvido, eu dificuldade"
διαπορεύομαι,"Eu termino, eu completei"
διαπρίω,"Eu estou em apuros, duvido, eu dificuldade"
διαπραγματεύομαι,"Eu estou em apuros, duvido, eu dificuldade"
διαρπάζω,"Eu saio, eu roubo completamente"
διαρρήγνυμι,"Eu saio, eu roubo completamente"
διασαφέω,"Eu faço claro, eu explico"
διασείω,"Eu chantagem, extori de"
διασκορπίζω,"Eu disperso, eu winnow, eu disperso, eu desperdiço"
διασπάω,"Eu vou separar, eu estourando"
διασπείρω,"Eu vou separar, eu estourando"
διασπορά,dispersão
διαστέλλω,"Eu dou uma comissão, peço"
διαστολή,"distinção, diferença, separação"
διαστρέφω,"Eu Pervertimo, eu corroomp, eu oposto"
διασῴζω,"Eu salvo, trago segurança para"
διατάσσω,"eu dou ordens para, eu prescrevo"
διατίθημι,"Eu nomeio, faço"
διαταγή,"ordenação, ordenança, disposição"
διαταράσσω,"Eu me incomode muito, eu agito"
διατελέω,"Eu dou ordens para, eu prescrevo"
διατηρέω,"Eu mantenho seguro, eu seguro rápido"
διατρίβω,"Eu Tarry, continuo, fico"
διατροφή,"nutrição, comida"
διαυγάζω,"Eu brilhe, eu amanhério"
διαυγής,"Eu brilhe, eu amanhério"
διαφέρω,"eu difiro, eu divulgo, eu excedo"
διαφεύγω,"Eu carrego, eu diferi, eu supero, eu me destro"
διαφημίζω,"Eu relato, publico no exterior"
διαφθείρω,"Eu destruo, eu desperdiço, eu corrox"
διαφθορά,"Destruição, decaimento, corrupção"
διαφυλάσσω,"Eu guarda cuidadosamente, eu protejo, defendo"
