lex,default
βεβαιόω,permettre de croire
βεβηλόω,rendre impur
βελτίων,bien
βελόνης,flèche
βιάζω,être violemment agressé
βιαστής,personne violente
βιβλίον,rouleau
βιβλαρίδιον,petit rouleau
βιβρώσκω,manger
βιωτικός,de cette vie
βιόω,vivre
βλάπτω,faire du mal
βλάσφημος,insultant
βλέμμα,ce qu'on voit
βλέπω,voir
βλαβερός,dangeureux
βλαστάνω,germer
βλασφημέω,insulter
βλασφημία,insulter
βλητέος,doit être mis
βοάω,crier
βοή,cri
βοήθεια,aider
βοηθέω,aider
βοηθός,aide
βολή,à un jet de pierre
βολίζω,faire des sondages
βορρᾶς,nord
βοτάνη,plante
βουλή,plan
βουλευτής,membre du Sanhédrin
βουλεύω,avoir l'intention de
βουνός,colline
βούλημα,volonté
βούλομαι,désirer
βοῦς,taureau
βρέφος,bébé
βρέχω,pluie
βραβεύω,diriger
βραβεῖον,prix
βραδυπλοέω,naviguer lentement
βραδύνω,être lent
βραδύς,lent
βραδύτης,lenteur
βραχίων,puissance
βραχύς,peu
βροντή,tonnerre
βροχή,pluie
βρυγμός,grincement de dent
βρόχος,restreindre
βρύχω,grincement de dent
βρύω,faire se déverser
βρώσιμος,commestible
βρῶμα,nourriture
βρῶσις,manger
βυθίζω,couler
βυθός,haute mer
βυρσεύς,tanneur
βωμός,autel
βόθυνος,fosse
βόρβορος,boue
βόσκω,nourrir
βότρυς,raisin
βύσσινος,tissu de fin lin
βύσσος,fin lin
βῆμα,siège du jugement
γάγγραινα,ulcères
γάζα,trésor
γάλα,lait
γάμος,mariage
γάρ,car
γέ,donc
γέεννα,géhenne
γέλως,rire
γέμω,être plein
γένεσις,être né
γέννημα,progéniture
γένος,descendant
γέρων,homme mûr
γίνομαι,être formé
γαζοφυλάκιον,trésor
γαλήνη,calme (par contraste avec une tempête sur la mer). ἐκόπασεν ὁ νεμος
γαμέω,épouser
γαστήρ,ventre
γείτων,voisin
γελάω,rire
γεμίζω,remplir
γενέσια,fête d'anniversaire
γενεά,ceux de la même époque
γενεαλογέω,être de la lignée de
γενεαλογία,généalogie
γενετή,être né
γεννάω,être le père de
γεννητός,celui qui est né
γερουσία,Sanhédrin
γεωργέω,cultiver la terre
γεωργός,cultivateur
γεύομαι,goûter
γεώργιον,champ
γηράσκω,vieillir
γινώσκω,connaître
γλεῦκος,vin doux
γλυκύς,doux
γλωσσόκομον,caisse d'argent
γλῶσσα,langue
γνήσιος,véritable
γναφεύς,blanchisseur
γνησίως,véritable
γνωρίζω,connaître
γνωστός,ce qui est connu
γνόφος,obscurité
γνώμη,intention
γνώστης,celui qui connaît
γνῶσις,connaître
γογγυσμός,se plaindre
γογγυστής,mécontent
γογγύζω,se plaindre
γονεύς,parents
γονυπετέω,s'agenouiller
γράμμα,lettre
γράφω,écrire
γραμματεύς,celui qui est instruit dans la Loi
γραπτός,écrit
γραφή,passage
γραώδης,comme disent les vieilles
γρηγορέω,rester éveillé
γυμνάζω,se discipliner
γυμνασία,exercice physique
γυμνιτεύω,porter des vêtements en loque
γυμνός,nu
γυμνότης,nudité
γυνή,femme
γυναικάριον,femme insensée
γυναικεῖος,femme
γωνία,coin
γόης,imposteur
γόμος,charge
γόνυ,genou
γῆ,terre
γῆρας,vieillesse
δάκνω,blesser
δάκρυον,larme
δάκτυλος,doigt
δάμαλις,génisse
δάνειον,prêt
δέ,et
δέησις,prière
δέκα,dix
δένδρον,arbre
δέομαι,demander
δέος,peureux
δέρμα,peau
δέρω,frapper
δέσμη,lier en paquet
δέσμιος,prisonnier
δέχομαι,recevoir
δέω,lier
δή,donc
δήπου,certainement
δίδραχμον,pièce de deux drachmes
δίδωμι,donner
δίκαιος,droit
δίκη,punir
δίκτυον,filet
δίλογος,double langage
δίς,deux fois
δίστομος,double-tranchant
δίψος,avoir soif
δίψυχος,être partagé
δαίμων,démons
δαιμονίζομαι,être possédé d'un démon
δαιμονιώδης,démoniaque
δαιμόνιον,démon
δακρύω,pleurer
δακτύλιος,bague
δαμάζω,maîtriser
δαπάνη,coût
δαπανάω,dépenser
δειγματίζω,déshonorer en public
δειλία,lâcheté
δειλιάω,être peureux
δειλός,peureux
δεινῶς,terriblement
δειπνέω,manger un repas
δεισιδαιμονία,religion
δεκαπέντε,quinze
δεκατέσσαρες,quatorze
δεκατόω,prélever la dîme
δεκτός,agréable
δελεάζω,détourner du droit chemin
δεξιολάβος,lancier
δεξιός,"droit, la droite"
δερμάτινος,cuir
δεσμεύω,lier
δεσμοφύλαξ,geôlier
δεσμωτήριον,prison
δεσμός,liens
δεσμώτης,prisonnier
δεσπότης,maître
δευτεραῖος,le lendemain
δεύτερος,deuxième
δεῖ,être nécessaire
δεῖγμα,en exemple (pour alerter)
δεῖνα,untel
δεῖπνον,un repas
δεῦρο,ici
δεῦτε,ici
δηλόω,faire connaître
δημηγορέω,prendre la parole
δημιουργός,constructeur
δημόσιος,public
δηνάριον,denier
διΐστημι,aller de l'avant
διά,par
διάβολος,diable
διάγνωσις,"rendre un verdict sur des questions juridiques, impliquant un examen approfondi"
διάγω,vivre
διάδημα,diadème
διάδοχος,sucesseur
διάκονος,serviteur
διάκρισις,être capable de juger
διάλεκτος,langue
διάνοια,intelligence
διάστημα,intervalle
διάταγμα,ordre
διάφορος,différent
διέξοδος,où la rue principale sort de la ville (sans doute aux murs de la ville). πορεύεσ θε οὖν ἐπὶ τὰς διεξόδους τῶν ὁδῶν Allez donc là où les rues principales sortent de la ville |sMAT.22.9|s*
διέρχομαι,passer à
διήγησις,rapport
διαίρεσις,partager
διαβάλλω,accuser
διαβαίνω,traverser
διαβεβαιόομαι,affirmer avec assurance
διαβλέπω,voir clairement
διαγίνομαι,passer
διαγγέλλω,informer
διαγινώσκω,découvrir plus précisément
διαγογγύζω,se plaindre
διαγρηγορέω,être parfaitement réveillé
διαδέχομαι,recevoir de
διαδίδωμι,distribuer
διαζώννυμι,ceindre
διαθήκη,faire alliance
διαιρέω,partager
διακαθαίρω,nettoyer
διακαθαρίζω,nettoyer
διακατελέγχομαι,réfuter
διακονέω,servir
διακονία,servir
διακούω,entendre une affaire
διακρίνω,juger attentivement
διακωλύω,empêcher
διακόσιοι,deux cents
διαλέγομαι,discuter
διαλαλέω,converser
διαλείπω,cesser
διαλλάσσω,se réconcilier
διαλογίζομαι,penser avec sérieux
διαλογισμός,penser avec sérieux
διαλύω,disperser
διαμάχομαι,protester fortement
διαμένω,rester
διαμαρτύρομαι,déclarer
διαμερίζω,distribuer
διαμερισμός,être opposé à
διανέμω,répandre (un récit)
διανεύω,faire des gestes
διανοίγω,ouvrir
διανυκτερεύω,passer la nuit à
διανόημα,pensée
διανύω,achever
διαπεράω,traverser
διαπλέω,traverser
διαπονέομαι,être irrité
διαπορέω,être très perplexe
διαπορεύομαι,circuler à travers
διαπρίω,être furieux
διαπραγματεύομαι,gagner
διαρπάζω,piller
διαρρήγνυμι,déchirer
διασαφέω,clarifier
διασείω,extorquer
διασκορπίζω,disperser
διασπάω,démolir
διασπείρω,disperser
διασπορά,région où les gens sont dispersés
διαστέλλω,ordonner
διαστολή,différence
διαστρέφω,faire que quelqu'un se détourne d'une croyance
διασῴζω,sauver
διατάσσω,ordonner
διατίθημι,faire un testament
διαταγή,ordre
διαταράσσω,être profondément troublé
διατελέω,rester
διατηρέω,éviter
διατρίβω,rester
διατροφή,nourriture
διαυγάζω,se mettre à luire
διαυγής,se mettre à luire
διαφέρω,transporter
διαφεύγω,s'enfuir avec succès
διαφημίζω,répandre une information sur
διαφθείρω,détruire totalement
διαφθορά,pourrir
διαφυλάσσω,veiller sur
διαχειρίζω,saisir et tuer
διαχλευάζω,se moquer
διαχωρίζω,s'éloigner de
διδάσκαλος,maître
διδάσκω,enseigner
διδακτικός,capable d'enseigner
διδακτός,enseigné
διδασκαλία,enseigner
διδαχή,enseigner
διεγείρω,faire se réveiller
διενθυμέομαι,réfléchir à
διερμηνευτής,interprète
διερμηνεύω,traduire
διερωτάω,se renseigner
διετής,deux ans
διετία,durée de deux ans
διηγέομαι,informer
διηνεκής,toujours
διθάλασσος,contre-courants
δικαίωμα,règle
δικαίως,adéquat
δικαίωσις,être justifié
δικαιοκρισία,juste jugement
δικαιοσύνη,justice
δικαιόω,être justifié
δικαστής,juge
διοδεύω,circuler à travers
διοπετής,pierre des cieux
διορύσσω,percer
διπλοῦς,deux fois plus
διπλόω,doubler
δισμυριάς,dix mille
διστάζω,douter
δισχίλιοι,deux mille
διχάζω,inciter à la révolte
διχοστασία,division
διχοτομέω,couper en deux
διψάω,avoir soif
διωγμός,persécuter
διϊκνέομαι,passer par
διϊσχυρίζομαι,insister fermement
διϋλίζω,filtrer
διό,par conséquent
διόπερ,par conséquent
διόρθωμα,nouvel ordre des choses
διόρθωσις,nouvel ordre des choses
διότι,à cause de
διώκτης,persécuteur
διώκω,courir après
δογματίζω,obéir aux règles
δοκέω,supposer
δοκίμιον,éprouver
δοκιμάζω,éprouver
δοκιμή,éprouver
δοκιμασία,éprouver
δοκός,poutre
δολιόω,tromper
δολόω,falsifier
δοξάζω,louer
δουλαγωγέω,préparer à servir
δουλεία,esclavage
δουλεύω,être esclave
δουλόω,asservir
δοχή,banquet
δούλη,fille esclave
δράκων,dragon
δράσσομαι,attraper
δρέπανον,faucille
δραχμή,drachme
δρόμος,course
δυνάστης,fonctionnaire
δυναμόω,rendre apte quelqu'un
δυνατέω,pouvoir
δυνατός,possible
δυσβάστακτος,ardu
δυσεντέριον,dysenterie
δυσερμήνευτος,difficile à expliquer
δυσκόλως,difficile
δυσμή,ouest (dans la direction du coucher du soleil)
δυσνόητος,difficile à comprendre
δυσφημέω,diffamer
δυσφημία,diffamer
δωδέκατος,douzième
δωδεκάφυλον,le douze tribus
δωρέομαι,donner
δωρεά,don
δωρεάν,gratuitement
δόγμα,loi
δόκιμος,être jugé bon
δόλιος,trompeur
δόλος,tromper
δόμα,don
δόξα,gloire
δόσις,donner
δότης,donneur
δύναμαι,pouvoir
δύναμις,"aptitude, capacité"
δύνω,baisser
δύο,deux
δύσις,ouest (dans la direction du coucher du soleil)
δύσκολος,difficile
δώδεκα,douze
δώρημα,don
δῆλος,clairement reconnu
δῆμος,assemblée
δῶμα,toit
δῶρον,don
εἰ,si
εἰδωλεῖον,temple d'une idole
εἰδωλολάτρης,idolâtre
εἰδωλολατρία,idolâtrie
εἰδωλόθυτος,viande sacrifiée
εἰκοσιτρεῖς,vingt
εἰκών,effigie
εἰκῇ,sans motif
εἰλικρίνεια,sincérité
εἰλικρινής,sincère
εἰρήνη,paix
εἰρηνεύω,vivre en paix
εἰρηνικός,pacifique
εἰρηνοποιέω,faire la paix
εἰρηνοποιός,pacificateur
εἰς,à
εἰσάγω,emmener dans
εἰσέρχομαι,se déplacer dans
εἰσακούω,écouter
εἰσδέχομαι,accueillir
εἰσκαλέομαι,inviter
εἰσπηδάω,accourir
εἰσπορεύομαι,se déplacer dans
εἰστρέχω,[Glosses - fr]
εἰσφέρω,apporter
εἴδωλον,idole
εἴκοσι,vingt
εἴκω,céder à
εἴπερ,si en effet
εἴσειμι,se déplacer dans
εἴσοδος,venue
εἴτε,si ... si
εἶδος,aspect
εἶτα,puis
εἷς,un
εὐάρεστος,agréable à
εὐαγγέλιον,la bonne nouvelle
εὐαγγελίζω,annoncer la bonne nouvelle
εὐαγγελιστής,évangéliste
εὐαρέστως,agréablement
εὐαρεστέω,plaire à
εὐγενής,haute naissance
εὐδία,beau temps
εὐδοκέω,être heureux
εὐδοκία,plaisir
εὐεργέτης,agent du bien
εὐεργεσία,faire du bien
εὐεργετέω,faire du bien
εὐθέως,immédiatement
εὐθυδρομέω,voguer droit sur
εὐθυμέω,être encouragé
εὐθύμως,encouragé
εὐθύνω,rendre droit
εὐθύτης,droiture
εὐκαίρως,au bon moment
εὐκαιρέω,avoir le temps de
εὐκαιρία,opportunité
εὐλάβεια,vénérer
εὐλαβέομαι,vénérer
εὐλαβής,pieux
εὐλογέω,louer
εὐλογία,louer
εὐλογητός,celui qui doit être loué
εὐμετάδοτος,généreux
εὐνοέω,penser du bien
εὐνουχίζω,rendre eunuque
εὐνοῦχος,eunuque
εὐοδόω,bien aller
εὐπειθής,conciliant
εὐπερίστατος,qui enlace
εὐποιΐα,faire du bien
εὐπορέω,avoir largement
εὐπορία,prospérité
εὐπρέπεια,beauté
εὐπροσωπέω,se faire bien voir
εὐπρόσδεκτος,bienvenu
εὐρύχωρος,spacieux
εὐσέβεια,religion
εὐσεβέω,adorer
εὐσεβής,pieux
εὐσεβῶς,pieusement
εὐσχήμων,attrayant
εὐσχημοσύνη,beauté
εὐσχημόνως,décemment
εὐτραπελία,vulgarité
εὐτόνως,vigoureusement
εὐφημία,mot positif
εὐφορέω,porter du fruit en abondance
εὐφραίνω,rendre heureux
εὐφροσύνη,bonheur
εὐχάριστος,reconnaissant
εὐχή,prière
εὐχαριστέω,remercier
εὐχαριστία,remercier
εὐψυχέω,être encouragé
εὐωδία,arôme
εὐώνυμος,gauche
εὑρίσκω,trouver
εὔθετος,adapté
εὔθυμος,encouragé
εὔκαιρος,favorable
εὔκοπος,facile
εὔνοια,zèle
εὔσημος,intelligible
εὔσπλαγχνος,sensible
εὔφημος,digne d'éloge
εὔχομαι,prier
εὔχρηστος,utile
εὖ,bon
εὖγε,bon
ζάω,vivre
ζέω,s'enthousiasmer
ζήτημα,dispute
ζήτησις,recherche
ζεστός,bouillant
ζευκτηρία,amarre
ζεῦγος,paire
ζηλεύω,être fervent
ζηλόω,être fervent
ζημία,perte
ζημιόω,subir un dommage
ζητέω,chercher
ζιζάνιον,ivraie
ζυγός,joug
ζυμόω,faire lever
ζωή,vie
ζωγρέω,maîtriser
ζωννύω,ceindre
ζόφος,"ténèbres, obscurité"
ζύμη,levain
ζώνη,ceinture
ζῆλος,avoir un profond intérêt
ζῳογονέω,engendrer en vie
ζῳοποιέω,faire vivre
ζῷον,créature vivante
θάλασσα,la mer
θάλπω,prendre soin de
θάμβος,stupeur
θάνατος,mourir
θάπτω,enterrer
θάρσος,prendre confiance
θέατρον,théâtre
θέλημα,souhait
θέλησις,désir
θέλω,avoir l'intention
θέρμη,chaleur
θέρος,été
θήκη,fourreau
θήρα,piège
θαμβέω,être stupéfait
θανάσιμος,mortel
θανατηφόρος,mortifère
θανατόω,faire mourir
θαρρέω,être courageux
θαρσέω,être courageux
θαυμάζω,s'émerveiller
θαυμάσιος,merveilleux
θαυμαστός,merveilleux
θαῦμα,étonnement
θεά,déesse
θεάομαι,apercevoir
θεατρίζω,exposer publiquement
θειότης,divinité
θειώδης,de soufre
θεμέλιος,fondation
θεμελιόω,poser les fondations
θεοδίδακτος,enseigné de Dieu
θεομάχος,en lutte avec Dieu
θεοσέβεια,religion
θεοσεβής,pieux
θεοστυγής,haïsseur de Dieu
θεράπων,serviteur
θερίζω,récolter
θεραπεία,guérir
θεραπεύω,guérir
θερισμός,récolter
θεριστής,moissonneur
θερμαίνω,se réchauffer
θεωρέω,observer
θεωρία,en spectacle
θεόπνευστος,inspiré de Dieu
θεός,Dieu
θεότης,divinité
θεῖον,soufre
θεῖος,divin
θηλάζω,allaiter (un bébé)
θηρίον,bête
θηρεύω,piéger
θηριομαχέω,être aux prises avec
θησαυρίζω,garder en réserve
θησαυρός,entrepôt
θιγγάνω,toucher
