# source=llm; anchored on the original lemma (Hebrew/Greek), English gloss used only as a hint
strong	lemma_ref	en_ref	gloss
G1105	γνόφος	darkness	тьма
G1106	γνώμη	resolution	мнение
G1107	γνωρίζω	make known	уведомлять
G1108	γνῶσις	knowledge	знание
G1109	γνώστης	expert in	знаток
G0111	ἀθέμιτος	unlawful	недозволенный
G1110	γνωστός	acquainted with	известный
G1111	γογγύζω	murmur	роптать
G1112	γογγυσμός	murmuring	ропот
G1113	γογγυστής	murmurer	ропотник
G1114	γόης	imposter	обманщик
G1115	Γολγοθᾶ	Golgotha	Голгофа
G1116	Γόμορρα	Gomorrah	Гоморра
G1117	γόμος	cargo	груз
G1118	γονεύς	parent	родитель
G1119	γόνυ	knee	колено
G0112	ἄθεος	without God	безбожный
G1120	γονυπετέω	kneel	преклонять колено
G1121	γράμμα	something written	буква
G1122	γραμματεύς	scribe	книжник
G1123	γραπτός	written	написанный
G1124	γραφή	writing	Писание
G1125	γράφω	write	писать
G1126	γραώδης	old wives’ tale	старчески-баснословный
G1127	γρηγορέω	keep watch	бодрствовать
G1128	γυμνάζω	train	упражнять
G1129	γυμνασία	training	упражнение
G0113	ἄθεσμος	lawless	беззаконный
G1130	γυμνιτεύω	be naked	нищенствовать
G1131	γυμνός	naked	нагой
G1132	γυμνότης	nakedness	наготá
G1133	γυναικάριον	weak-willed woman	женишка
G1134	γυναικεῖος	feminine	женский
G1135	γυνή	woman	женщина
G1136	Γώγ	Gog	Гог
G1137	γωνία	corner	угол
G1138	Δαυείδ	David	Давид
G1139	δαιμονίζομαι	be demonised	бесноваться
G1140	δαιμόνιον	demon	бес
G1141	δαιμονιώδης	demonic	бесовский
G1142	δαίμων	demon	бес
G1143	δάκνω	bite	кусать
G1144	δάκρυον	teardrop	слеза
G1145	δακρύω	weep	плакать
G1146	δακτύλιος	ring	перстень
G1147	δάκτυλος	finger	палец
G1148	Δαλμανουθά	Dalmanutha	Далмануфа
G1149	Δαλματία	Dalmatia	Далмация
G0115	ἀθέτησις	nullification	отмена
G1150	δαμάζω	tame	укрощать
G1151	δάμαλις	heifer	телица
G1152	Δάμαρις	Damaris	Дамарь
G1153	Δαμασκηνός	Damascus	дамасский
G1154	Δαμασκός	Damascus	Дамаск
G1155	δανίζω	lend	одалживать
G1156	δάνιον	debt	заём
G1157	δανιστής	moneylender	заимодавец
G1158	Δανιήλ	Daniel	Даниил
G1159	δαπανάω	spend	тратить
G0116	Ἀθῆναι	Athens	Афины
G1160	δαπάνη	cost	затрата
G1161	δέ	then	и
G1162	δέησις	petition	прошение
G1163	δέω	be necessary	надлежать
G1164	δεῖγμα	example	пример
G1165	δειγματίζω	disgrace	позорить
G1166	δεικνύω	show	показывать
G1167	δειλία	timidity	робость
G1168	δειλιάω	be timid	робеть
G1169	δειλός	timid	робкий
G0117	Ἀθηναῖος	Athenian	афинянин
G1170	δεῖνα	certain one	некто
G1171	δεινῶς	terribly	грозно
G1172	δειπνέω	dine	ужинать
G1173	δεῖπνον	dinner	ужин
G1174	δεισιδαιμονέστερος	religious	суеверный
G1175	δεισιδαιμονία	religion	суеверие
G1176	δέκα	ten	десять
G1177	δεκαοκτώ	twelve	восемнадцать
G1178	δεκαπέντε	fifteen	пятнадцать
G1179	Δεκάπολις	Decapolis	Декаполь
G0118	ἀθλέω	compete	состязаться
G1180	δεκατέσσαρες	fourteen	четырнадцать
G1181		tenth	десятина
G1182	δέκατος	tenth	десятый
G1183	δεκατόω	tithe	собирать десятину
G1184	δεκτός	acceptable	приемлемый
G1185	δελεάζω	entice	прельщать
G1186	δένδρον	tree	дерево
G1187	δεξιολάβος	slinger	пращник
G1188	δεξιός	right	правый
G1189	δέος	pray	страх
G0119	ἀθροίζω	struggle	борьба
G1190	Δερβαῖος	Derbe	дербейский
G1191	Δέρβη	Derbe	Дерба
G1192	δέρμα	leather	кожа
G1193	δερμάτινος	made of leather	кожаный
G1194	δέρω	beat up	бить
G1195	δεσμεύω	bind	связывать
G1196		shackle	заковывать
G1197	δέσμη	bundle	связка
G1198	δέσμιος	prisoner	узник
G1199	δεσμός	chain	узы
G0012	ἄβυσσος	abyss	бездна
G0120	ἀθυμέω	be discouraged	унывать
G1200	δεσμοφύλαξ	jailer	тюремщик
G1201	δεσμωτήριον	prison	темница
G1202	δεσμώτης	prisoner	узник
G1203	δεσπότης	master	господин
G1204	δεῦρο	come	сюда
G1205	δεῦτε	come	идите
G1206	δευτεραῖος	next day	на второй день
G1207	δεύτερον	second-first	второй-первый
G1208	δεύτερος	secondly	второй
G1209	δέχομαι	receive	принимать
G1210	δέω	bind	вязать
G1211	δή	so	итак
G1212	δῆλος	Urim	ясный
G1213	δηλόω	make clear	уясняю
G1214	Δημᾶς	Demas	Дима
G1215	δημηγορέω	give a speech	произносить речь
G1216	Δημήτριος	Demetrius	Дмитрий
G1217	δημιουργός	builder	мастер
G1218	δῆμος	people	народ
G1219	δημόσιος	public	общественный
G0122	αἴγιος	goat's	козий
G1220	δηνάριον	denarius	динарий
G1221	δηνάριον	whatever	какой-нибудь
G1222	δήπου	surely	конечно
G1223	διά	through	через
G1224	διαβαίνω	cross	переходить
G1225	διαβάλλω	accuse	обвинять
G1226	διαβεβαιόομαι	insist	настаивать
G1227	διαβλέπω	see clearly	видеть ясно
G1228	διάβολος	devilish	дьявол
G1229	διαγγέλλω	proclaim	проповедовать
G0123	αἰγιαλός	shore	берег
G1230	διαγίνομαι	pass	проходить
G1231	διαγινώσκω	decide	разбирать
G1233	διάγνωσις	decision	постановление
G1234	διαγογγύζω	murmur	роптать
G1235	διαγρηγορέω	wake	пробуждаться
G1236	διάγω	live	жить
G1237	διαδέχομαι	receive in turn	принимать
G1238	διάδημα	diadem	диадема
G1239	διαδίδωμι	distribute	раздавать
G0124	Αἰγύπτιος	Egyptian	египтянин
G1240	διάδοχος	successor	преемник
G1241	διαζώννυμι	tie around	препоясывать
G1242	διαθήκη	covenant	завет
G1243	διαίρεσις	variety	разделение
G1244	διαιρέω	distribute	разделять
G1245	διακαθαρίζω	clear out	очищать
G1246	διακατελέγχομαι	refute	опровергать
G1247	διακονέω	serve	служить
G1248	διακονία	service	служение
G1249	διάκονος	servant	служитель
G0125	Αἴγυπτος	Egypt	Египет
G1250	διακόσιοι	two hundred	двести
G1251	διακούω	give a hearing	слушать
G1252	διακρίνω	judge	различать
G1253	διάκρισις	discernment	различение
G1254	διακωλύω	hinder	препятствовать
G1255	διαλαλέω	discuss	говорить
G1256	διαλέγω	dispute	беседовать
G1257	διαλίπω	stop	переставать
G1258	διάλεκτος	language	язык
G1259	διαλλάσσω	be reconciled	примиряться
G0126	ἀΐδιος	eternal	вечный
G1260	διαλογίζομαι	discuss	размышлять
G1261	διαλογισμός	reasoning	размышление
G1262	διαλύω	disperse	рассеиваться
G1263	διαμαρτύρομαι	testify solemnly	свидетельствовать
G1264	διαμάχομαι	contend sharply	спорить
G1265	διαμένω	remain	оставаться
G1266	διαμερίζω	divide	разделять
G1267	διαμερισμός	division	разделение
G1268	διανέμω	spread	распространяться
G1269	διανεύω	signify	показывать
G0127	αἰδώς	modesty	стыд
G1270	διανόημα	thought	помысел
G1271	διάνοια	mind	ум
G1272	διανοίγω	open up	открывать
G1273	διανυκτερεύω	spend the night	ночевать
G1274	διανύω	continue	совершать
G1275	διαπαρατριβή	always	препирательство
G1276	διαπεράω	cross	переправляться
G1277	διαπλέω	sail across	плыть
G1278	διαπονέω	be vexed	досаждать
G1279	διαπορεύω	go through	проходить
G0128	Αἰθίοψ	Ethiopian	эфиоп
G1280	διαπορέω	be perplexed	недоумевать
G1281	διαπραγματεύομαι	gain in trade	торговать
G1282	διαπρίω	be furious	гневаться
G1283	διαρπάζω	rob	грабить
G1284	διαρρήσσω	tear	разрывать
G1285	διασαφέω	explain	объяснять
G1286	διασείω	extort	вымогать
G1287	διασκορπίζω	scatter	рассеивать
G1288	διασπάω	tear apart	разрывать
G1289	διασπείρω	scatter	рассеивать
G0129	αἷμα	blood	кровь
G1290	διασπορά	dispersion	рассеяние
G1291	διαστέλλω	give orders	приказывать
G1292	διάστημα	interval	промежуток
G1293	διαστολή	distinction	различие
G1294	διαστρέφω	pervert	извращать
G1295	διασῴζω	save	спасать
G1296	διαταγή	ordinance	повеление
G1297	διάταγμα	edict	указ
G1298	διαταράσσω	trouble	тревожить
G1299	διατάσσω	direct	приказывать
G0013	Ἅγαβος	Agabus	Агав
G0130	αἱματεκχυσία	bloodshed	кровопролитие
G1300	διατελέω	continue	продолжать
G1301	διατηρέω	keep	хранить
G1302		why?	почему
G1303	διατίθημι	make a covenant	завещать
G1304	διατρίβω	remain	оставаться
G1305	διατροφή	food	пища
G1306	διαυγάζω	shine through	сверкать
G1307		transparent	прозрачный
G1308	διαφέρω	spread	превосходить
G1309	διαφεύγω	escape	убежать
G0131	αἱμορροέω	bleed	кровоточить
G1310	διαφημίζω	publish abroad	разглашать
G1311	διαφθείρω	destroy	портить
G1312	διαφθορά	decay	тление
G1313	διάφορος	different	различный
G1314	διαφυλάσσω	protect	охранять
G1315	διαχειρίζω	kill	убить
G1316	διαχωριζω	be separated	разлучаться
G1317	διδακτικός	able to teach	способный учить
G1318	διδακτός	taught	научённый
G1319	διδασκαλία	teaching	учение
G0132	Αἰνέας	Aeneas	Эней
G1320	διδάσκαλος	teacher	учитель
G1321	διδάσκω	teach	учить
G1322	διδαχή	teaching	учение
G1323	δίδραχμον	two-drachma	дидрахма
G1324	Δίδυμος	Twin	Фома
G1325	δίδωμι	give	давать
G1326	διεγείρω	arouse	пробуждать
G1327	διέξοδος	thoroughfare	перекрёсток
G1328	διερμηνευτής	interpreter	толкователь
G1329	διερμηνεύω	interpret	толковать
G0133	αἴνεσις	praise	хвала
G1330	διέρχομαι	pass through	проходить
G1331	διερωτάω	ascertain	расспрашивать
G1332	διετής	two years old	двухлетний
G1333	διετία	two years	два года
G1334	διηγέομαι	relate fully	рассказывать
G1335	διήγησις	narrative	рассказ
G1336	διηνεκής	perpetual	вечный
G1337	διθάλασσος	sandbar	мель
G1338	διϊκνέομαι	penetrate	проникать
G1339	διΐστημι	pass	отступать
G0134	αἰνέω	praise	хвалить
G1340	διϊσχυρίζομαι	insist	настаивать
G1341	δικαιοκρισία	justice	справедливость
G1342	δίκαιος	just	праведный
G1343	δικαιοσύνη	righteousness	праведность
G1344	δικαιόω	justify	оправдывать
G1345	δικαίωμα	righteous act	постановление
G1346	δικαίως	rightly	справедливо
G1347	δικαίωσις	justification	оправдание
G1348	δικαστής	magistrate	судья
G1349	δίκη	condemnation	возмездие
G0135	αἴνιγμα	obscure thing	загадка
G1350	δίκτυον	net	сеть
G1351	δίλογος	insincere	двуязычный
G1352	διό	therefore	поэтому
G1353	διοδεύω	go through	проходить
G1354	Διονύσιος	Dionysius	Дионисий
G1355	διόπερ	for	вот почему
G1356	διοπετής	fallen from heaven	упавший с неба
G1357	διόρθωσις	reformation	исправление
G1358	διορύσσω	break in	подкапывать
G1359	Διόσκουροι	twin gods	Диоскуры
G0136	αἶνος	praise	похвала
G1360	διότι	because	потому что
G1361	Διοτρέφης	Diotrephes	Диотреф
G1362	διπλοῦς	double	двойной
G1363	διπλόω	double	удваивать
G1364	δίς	twice	дважды
G1365	διστάζω	doubt	сомневаться
G1366	δίστομος	double-edged	двулезвийный
G1367	δισχίλιοι	two thousand	две тысячи
G1368	διϋλίζω	strain out	процеживать
G1369	διχάζω	disunite	разделять
G0137	Αἰνών	Aenon	Еинон
G1370	διχοστασία	dissension	раздор
G1371	διχοτομέω	cut in two	разрубать
G1372	διψάω	thirst	жаждать
G1373	δίψος	thirst	жажда
G1374	δίψυχος	double-minded	двоедушный
G1375	διωγμός	persecution	гонение
G1376	διώκτης	persecutor	гонитель
G1377	διώκω	pursue	гнать
G1378	δόγμα	decree	постановление
G1379	δογματίζω	decree	постановлять
G0138	αἱρέω	choose	избирать
G1380	δοκέω	think	казаться
G1381	δοκιμάζω	test	испытывать
G1382	δοκιμή	test	испытание
G1383	δοκίμιον	testing	испытание
G1384	δόκιμος	tested	испытанный
G1385	δοκός	plank	бревно
G1386	δόλιος	deceitful	коварный
G1387	δολιόω	deceive	обманывать
G1388	δόλος	deceit	обман
G1389	δολόω	distort	портить
G0139	αἵρεσις	sect	ересь
G1390	δόμα	gift	дар
G1391	δόξα	glory	слава
G1392	δοξάζω	glorify	прославлять
G1393	δορκάς	Dorcas	Дорка
G1394	δόσις	gift	дар
G1395	δότης	giver	дарующий
G1396	δουλαγωγέω	enslave	порабощать
G1397	δουλεία	slavery	рабство
G1398	δουλεύω	be a slave	служить
G1399	δούλη	female slave	рабыня
G0014	ἀγαθοεργέω	do good	делать добро
G0140	αἱρετίζω	choose	избирать
G1400	δοῦλος	slave	раб
G1401	δοῦλος	slave	раб
G1402	δουλόω	enslave	порабощать
G1403	δοχή	banquet	пир
G1404	δράκων	dragon	дракон
G1405	δράσσομαι	catch	схватывать
G1406	δραχμή	drachma	драхма
G1407	δρέπανον	sickle	серп
G1408	δρόμος	racecourse	бег
G1409	Δρούσιλλα	Drusilla	Друзилла
G0141	αἱρετικός	schismatic	расколник
G1410	δύναμαι	be able	мочь
G1411	δύναμις	power	сила
G1412	δυναμόω	empower	укреплять
G1413	δυνάστης	ruler	властитель
G1414	δυνατέω	be able	мочь
G1415	δυνατός	able	способный
G1416	δύνω	set	заходить
G1417	δύο	two	два
G1419	δυσβάστακτος	ponderous	тяжелый
G0142	αἴρω	take up	поднимать
G1420	δυσεντέριον	dysentery	дизентерия
G1421	δυσερμήνευτος	hard to interpret	трудно понимаемый
G1422	δύσκολος	difficult	трудный
G1423	δυσκόλως	difficultly	трудно
G1424	δυσμή	west	запад
G1425	δυσνόητος	hard to understand	трудно понимаемый
G1426	δυσφημία	slander	оскорбление
G1427	δώδεκα	twelve	двенадцать
G1428	δωδέκατος	twelfth	двенадцатый
G1429	δωδεκάφυλον	twelve tribes	двенадцать колен
G0143	αἰσθάνομαι	perceive	чувствовать
G1430	δῶμα	housetop	крыша
G1431	δωρεά	free gift	дар
G1432	δωρεάν	freely	даром
G1433	δωρέομαι	give	дарить
G1434	δώρημα	free gift	дар
G1435	δῶρον	gift	дар
G1436	ἔα	ha!	ха
G1437	ἐάν	if	если
G1438	ἑαυτοῦ	themself	себя
G1439	ἐάω	allow	позволять
G0144	αἴσθησις	insight	чувство
G1440	ἑβδομήκοντα	seventy	семьдесят
G1441	ἑβδομηκοντάκις	seventy times	семьдесят раз
G1442	ἕβδομος	seventh	седьмой
G1443	Ἔβερ	Eber	Евер
G1444		Hebrew	еврейский
G1445	Ἑβραῖος	Hebrew	еврей
G1446	Ἑβραΐς	Hebrew	еврейский
G1447	Ἑβραϊστί	Hebrew	еврейски
G1448	ἐγγίζω	come near	приближаться
G1449	ἐνγράφω	write in	вписать
G0145	αἰσθητήριον	sense	чувство
G1450	ἔγγυος	guarantor	поручитель
G1451	ἐγγύς	near	близко
G1452	ἐγγύτερον	nearer	ближе
G1453	ἐγείρω	arise	восставать
G1454	ἔγερσις	resurrection	воскресение
G1455	ἐνκακέω	spy	унывать
G1456	ἐνκαίνια	Feast|Festival of Dedication	обновление
G1457	ἐνκαινίζω	inaugurate	освящать
G1458	ἐνκαλέω	accuse	обвинять
G1459	ἐγκαταλείπω	leave behind	оставлять
G0146	αἰσχροκερδής	greedy	корыстолюбивый
G1460	ἐνκατοικέω	live among	жить среди
G1461	ἐνκεντρίζω	ingraft	привить
G1462	ἔγκλημα	accusation	обвинение
G1463	ἐγκομβόομαι	clothe oneself	облечься
G1464	ἐνκοπή	hindrance	помеха
G1465	ἐνκόπτω	impede	препятствовать
G1466	ἐνκράτεια	self-control	воздержание
G1467	ἐγκρατεύομαι	self-control	воздерживаться
G1468	ἐγκρατής	self-controlled	воздержный
G1469	ἐνκρίνω	classify	причислять
G0147	αἰσχροκερδῶς	greedily	корыстолюбиво
G1470	ἐνκρύπτω	mix	замешивать
G1471	ἔνκυος	pregnant	беременная
G1472	ἐγχρίω	rub on	мазать
G1473	ἐγώ	I	я
G1474	ἐδαφίζω	raze	разрушать
G1475	ἔδαφος	ground	земля
G1476	ἑδραῖος	steadfast	твёрдый
G1477	ἑδραίωμα	foundation	основание
G1478	Ἑζεκίας	Hezekiah	Езекия
G1479	ἐθελοθρησκεία	self-made religion	самочинное благочестие
G0148	αἰσχρολογία	obscenity	сквернословие
G1480	ἐθίζω	be accustomed	привыкать
G1481	ἐθνάρχης	governor	этнарх
G1482	ἐθνικός	Gentile-like	языческий
G1483	ἐθνικῶς	Gentile-way	по-язычески
G1484	ἔθνος	Gentiles	народ
G1485	ἔθος	custom	обычай
G1486	ἔθω	have a custom	иметь обычай
G1487	εἰ	if	если
G1488		you are	ты есть
G1489		if indeed	если действительно
G0149		shameful	постыдный
G1490		but if not	если не
G1491	εἶδος	appearance	вид
G1492	οἶδα	perceive	знать
G1493	εἰδωλεῖον	idol's temple	капище
G1494	εἰδωλόθυτος	sacrificed to idols	идоложертвенный
G1495	εἰδωλολατρία	idolatry	идолопоклонство
G1496	εἰδωλολάτρης	idolater	идолопоклонник
G1497	εἴδωλον	idol	идол
G1498		may be	было бы
G1499		if also	если также
G0015	ἀγαθοποιέω	do good	делать добро
G0150	αἰσχρός	shameful	позорный
G1500	εἰκῇ	in vain	напрасно
G1501	εἴκοσι	twenty	двадцать
G1502	εἴκω	yield	уступать
G1503	εἴκω	resemble	походить
G1504	εἰκών	image	образ
G1505	εἰλικρίνεια	sincerity	искренность
G1506	εἰλικρινής	pure	чистый
G0151	αἰσχρότης	obscenity	непристойность
G1510	εἰμί	be	быть
G1514	εἰρηνεύω	be at peace	мириться
G1515	εἰρήνη	peace	мир
G1516	εἰρηνικός	peaceful	мирный
G1517	εἰρηνοποιέω	make peace	примирять
G1518	εἰρηνοποιός	peacemaker	миротворец
G1519	εἰς	toward	в
G0152	αἰσχύνη	shame	стыд
G1520	εἷς	one	один
G1521	εἰσάγω	bring in	вводить
G1522	εἰσακούω	listen to	слышать
G1523	εἰσδέχομαι	receive	принимать
G1524	εἴσειμι	enter	входить
G1525	εἰσέρχομαι	enter	входить
G1528	εἰσκαλέω	invite	приглашать
G1529	εἴσοδος	entry	вход
G0153	αἰσχύνω	be ashamed	стыдиться
G1530	εἰσπηδάω	rush into	вбегать
G1531	εἰσπορεύομαι	enter	входить
G1532	εἰστρέχω	run in	вбегать
G1533	εἰσφέρω	bring in	вносить
G1534	εἶτα	then	потом
G1535	εἴτε	whether	ли
G1537	ἐκ	out from	из
G1538	ἕκαστος	each	каждый
G1539	ἑκάστοτε	always	всегда
G0154	αἰτέω	ask	просить
G1540	ἑκατόν	hundred	сто
G1541	ἑκατονταετής	hundred years old	столетний
G1542	ἑκατονταπλασίονα	hundred times	стократный
G1543	ἑκατοντάρχης	centurion	сотник
G1544	ἐκβάλλω	expel	изгонять
G1545	ἔκβασις	way out	выход
G1546	ἐκβολή	jettisoning	выброс
G1547		marry	выдавать замуж
G1548		give in marriage	отдавать замуж
G1549	ἔκγονος	descendant	потомок
G0155	αἴτημα	request	прошение
G1550	ἐκδαπανάω	expend	расходовать
G1551	ἐκδέχομαι	wait for	ожидать
G1552	ἔκδηλος	clearly evident	явный
G1553	ἐκδημέω	be away	отсутствовать
G1554	ἐκδίδωμι	lease	отдавать в аренду
G1555	ἐκδιηγέομαι	tell in detail	рассказывать подробно
G1556	ἐκδικέω	avenge	мстить
G1557	ἐκδίκησις	vengeance	мщение
G1558	ἔκδικος	avenging	мстящий
G1559	ἐκδιώκω	persecute	преследовать
G0156	αἰτία	cause	причина
G1560	ἔκδοτος	handed over	выданный
G1561	ἐκδοχή	expectation	ожидание
G1562	ἐκδύω	strip	раздевать
G1563	ἐκεῖ	there	там
G1564	ἐκεῖθεν	from there	оттуда
G1565	ἐκεῖνος	that	тот
G1566	ἐκεῖσε	there	туда
G1567	ἐκζητέω	seek out	тщательно искать
G1568	ἐκθαμβέω	be awe-struck	приходить в изумление
G1569	ἐκθαυμάζω	astonished	удивляться
G0157	αἰτίωμα	charge	обвинение
G1570	ἔκθετος	exposed	выброшенный
G1571	ἐκκαθαίρω	cleanse	очищать
G1572	ἐκκαίω	be enflamed	воспламеняться
G1573		lose heart	падать духом
G1574	ἐκκεντέω	pierce	пронзать
G1575	ἐκκλάω	break off	отломить
G1576	ἐκκλείω	exclude	исключить
G1577	ἐκκλησία	assembly	церковь
G1578	ἐκκλίνω	turn from	уклониться
G1579	ἐκκολυμβάω	swim out	выплыть
G1580	ἐκκομίζω	carry out	вынести
G1581	ἐκκόπτω	prevent	срубить
G1582	ἐκκρεμάννυμι	hang upon	висеть
G1583	ἐκλαλέω	speak out	разгласить
G1584	ἐκλάμπω	shine out	сиять
G1585	ἐκλανθάνω	forget	забыть
G1586	ἐκλέγω	select	избрать
G1587	ἐκλείπω	fail	истощиться
G1588	ἐκλεκτός	select	избранный
G1589	ἐκλογή	selecting	избрание
G0159	αἴτιος	causer	виновник
G1590	ἐκλύω	faint	изнемочь
G1591	ἐκμάσσω	wipe off	вытереть
G1592	ἐκμυκτηρίζω	ridicule	насмехаться
G1593	ἐκνεύω	withdraw	уклониться
G1594	ἐκνήφω	wake up	протрезветь
G1595	ἑκούσιος	voluntary	добровольный
G1596	ἑκουσίως	voluntarily	добровольно
G1597	ἔκπαλαι	of old	издавна
G1598	ἐκπειράζω	test	искушать
G1599	ἐκπέμπω	send away	отправить
G0016	ἀγαθοποιΐα	doing good	благодеяние
G0160	αἰφνίδιος	sudden	внезапный
G1600	ἐκπετάννυμι	extend	простирать
G1601	ἐκπίπτω	fall out	выпасть
G1602	ἐκπλέω	sail out	отплыть
G1603	ἐκπληρόω	fulfill	исполнить
G1604	ἐκπλήρωσις	fulfillment	исполнение
G1605	ἐκπλήσσω	be astonished	поражаться
G1606	ἐκπνέω	expire	испустить
G1607	ἐκπορεύομαι	depart	выходить
G1608	ἐκπορνεύω	fornicate	блудодействовать
G1609	ἐκπτύω	spit out	отвергнуть
G0161	αἰχμαλωσία	captivity	пленение
G1610	ἐκριζόω	uproot	вырывать
G1611	ἔκστασις	amazement	восхищение
G1612	ἐκστρέφω	be warped	развращаться
G1613	ἐκταράσσω	disturb greatly	смущать
G1614	ἐκτείνω	stretch out	протягивать
G1615	ἐκτελέω	finish up	завершать
G1616	ἐκτένεια	earnestness	усердие
G1617	ἐκτένεια	earnestly	усердно
G1618	ἐκτενής	fervent	горячий
G1619	ἐκτενῶς	fervently	горячо
G0162	αἰχμαλωτεύω	take captive	пленять
G1620	ἐκτίθημι	explain	излагать
G1621	ἐκτινάσσω	shake out	вытряхивать
G1622	ἐκτός	outside	вне
G1623	ἕκτος	sixth	шестой
G1624	ἐκτρέπω	turn	отклоняться
G1625	ἐκτρέφω	nourish	вскармливать
G1626	ἔκτρωμα	untimely birth	выкидыш
G1627	ἐκφέρω	bring	выносить
G1628	ἐκφεύγω	escape	спасаться
G1629	ἐκφοβέω	terrify	устрашать
G0163	αἰχμαλωτίζω	capture	брать в плен
G1630	ἔκφοβος	terrified	испуганный
G1631	ἐκφύω	put out	прорастать
G1632	ἐκχέω	pour out	изливать
