# source=llm; anchored on the original lemma (Hebrew/Greek), English gloss used only as a hint
strong	lemma_ref	en_ref	gloss
G1241	διαζώννυμι	tie around	ɗaure
G1242	διαθήκη	covenant	alkawari
G1243	διαίρεσις	variety	bambanci
G1244	διαιρέω	distribute	rarraba
G1245	διακαθαρίζω	clear out	share
G1246	διακατελέγχομαι	refute	bata
G1247	διακονέω	serve	yi hidima
G1248	διακονία	service	hidima
G1249	διάκονος	servant	baje
G0125	Αἴγυπτος	Egypt	Misira
G1250	διακόσιοι	two hundred	dari
G1251	διακούω	give a hearing	saurare
G1252	διακρίνω	judge	bambanta
G1253	διάκρισις	discernment	bambantawa
G1254	διακωλύω	hinder	hana
G1255	διαλαλέω	discuss	magana
G1256	διαλέγω	dispute	jira
G1257	διαλίπω	stop	tsaya
G1258	διάλεκτος	language	harshe
G1259	διαλλάσσω	be reconciled	sulhu
G0126	ἀΐδιος	eternal	har abada
G1260	διαλογίζομαι	discuss	tunani
G1261	διαλογισμός	reasoning	tunanin
G1262	διαλύω	disperse	waje
G1263	διαμαρτύρομαι	testify solemnly	shaida
G1264	διαμάχομαι	contend sharply	faɗa
G1265	διαμένω	remain	ci gida
G1266	διαμερίζω	divide	raba
G1267	διαμερισμός	division	raba
G1268	διανέμω	spread	yadu
G1269	διανεύω	signify	nuna
G0127	αἰδώς	modesty	kunya
G1270	διανόημα	thought	tunanin
G1271	διάνοια	mind	tunani
G1272	διανοίγω	open up	buɗe
G1273	διανυκτερεύω	spend the night	yi jiya
G1274	διανύω	continue	gama
G1275	διαπαρατριβή	always	koyaushe
G1276	διαπεράω	cross	ketare
G1277	διαπλέω	sail across	tafi
G1278	διαπονέω	be vexed	damu
G1279	διαπορεύω	go through	ratsa
G0128	Αἰθίοψ	Ethiopian	Habasha
G1280	διαπορέω	be perplexed	rufe
G1281	διαπραγματεύομαι	gain in trade	ciniki
G1282	διαπρίω	be furious	fushi
G1283	διαρπάζω	rob	sace
G1284	διαρρήσσω	tear	ripa
G1285	διασαφέω	explain	bayyana
G1286	διασείω	extort	tserewa
G1287	διασκορπίζω	scatter	watsar
G1288	διασπάω	tear apart	tsoke
G1289	διασπείρω	scatter	watsar
G0129	αἷμα	blood	jini
G1290	διασπορά	dispersion	watarsarwa
G1291	διαστέλλω	give orders	umarta
G1292	διάστημα	interval	lokaci
G1293	διαστολή	distinction	bambanci
G1294	διαστρέφω	pervert	karkata
G1295	διασῴζω	save	ceto
G1296	διαταγή	ordinance	umarta
G1297	διάταγμα	edict	umarta
G1298	διαταράσσω	trouble	damuwa
G1299	διατάσσω	direct	umarta
G0013	Ἅγαβος	Agabus	Agabas
G0130	αἱματεκχυσία	bloodshed	zubar jini
G1300	διατελέω	continue	ci gida
G1301	διατηρέω	keep	ajiye
G1302		why?	me
G1303	διατίθημι	make a covenant	yi yarjejeniya
G1304	διατρίβω	remain	zauna
G1305	διατροφή	food	abinci
G1306	διαυγάζω	shine through	haske
G1307		transparent	fasali
G1308	διαφέρω	spread	bambanci
G1309	διαφεύγω	escape	tsere
G0131	αἱμορροέω	bleed	yaffi jini
G1310	διαφημίζω	publish abroad	yada labari
G1311	διαφθείρω	destroy	lalata
G1312	διαφθορά	decay	lalacce
G1313	διάφορος	different	daban-daban
G1314	διαφυλάσσω	protect	karya
G1315	διαχειρίζω	kill	kashe
G1316	διαχωριζω	be separated	raraba
G1317	διδακτικός	able to teach	mai koyarwa
G1318	διδακτός	taught	kovayi
G1319	διδασκαλία	teaching	koyi
G0132	Αἰνέας	Aeneas	Ainiyyas
G1320	διδάσκαλος	teacher	malami
G1321	διδάσκω	teach	koya
G1322	διδαχή	teaching	ilimi
G1323	δίδραχμον	two-drachma	kuɗin shida
G1324	Δίδυμος	Twin	tagwaye
G1325	δίδωμι	give	ba
G1326	διεγείρω	arouse	tsar da
G1327	διέξοδος	thoroughfare	hanyar
G1328	διερμηνευτής	interpreter	mai fassara
G1329	διερμηνεύω	interpret	fassara
G0133	αἴνεσις	praise	yabe
G1330	διέρχομαι	pass through	ketare
G1331	διερωτάω	ascertain	tambaya
G1332	διετής	two years old	shekara biyu
G1333	διετία	two years	shekarun biyu
G1334	διηγέομαι	relate fully	faɗi
G1335	διήγησις	narrative	labari
G1336	διηνεκής	perpetual	har abada
G1337	διθάλασσος	sandbar	reshe
G1338	διϊκνέομαι	penetrate	fice
G1339	διΐστημι	pass	kare
G0134	αἰνέω	praise	yabe
G1340	διϊσχυρίζομαι	insist	nuna karfi
G1341	δικαιοκρισία	justice	adalci
G1342	δίκαιος	just	adil
G1343	δικαιοσύνη	righteousness	adalci
G1344	δικαιόω	justify	ayyana
G1345	δικαίωμα	righteous act	aiki mai adalci
G1346	δικαίως	rightly	cikin adalci
G1347	δικαίωσις	justification	ayyana
G1348	δικαστής	magistrate	qadi
G1349	δίκη	condemnation	hukunci
G0135	αἴνιγμα	obscure thing	kayan m'guzanci
G1350	δίκτυον	net	hanya
G1351	δίλογος	insincere	sarari
G1352	διό	therefore	don haka
G1353	διοδεύω	go through	wuce
G1354	Διονύσιος	Dionysius	Dionisius
G1355	διόπερ	for	don haka
G1356	διοπετής	fallen from heaven	abin samaye
G1357	διόρθωσις	reformation	gyare-gyare
G1358	διορύσσω	break in	raini
G1359	Διόσκουροι	twin gods	Dioskouri
G0136	αἶνος	praise	yabo
G1360	διότι	because	saboda
G1361	Διοτρέφης	Diotrephes	Diotrophes
G1362	διπλοῦς	double	biyu
G1363	διπλόω	double	ninka biyu
G1364	δίς	twice	sau biyu
G1365	διστάζω	doubt	shakaku
G1366	δίστομος	double-edged	mai kashi biyu
G1367	δισχίλιοι	two thousand	dubu biyu
G1368	διϋλίζω	strain out	tanadi
G1369	διχάζω	disunite	rabe
G0137	Αἰνών	Aenon	Ainon
G1370	διχοστασία	dissension	rarrabawa
G1371	διχοτομέω	cut in two	yanke
G1372	διψάω	thirst	ƙishe
G1373	δίψος	thirst	ƙishe
G1374	δίψυχος	double-minded	mai zubewa
G1375	διωγμός	persecution	gida
G1376	διώκτης	persecutor	mai gida
G1377	διώκω	pursue	bin
G1378	δόγμα	decree	umarnin
G1379	δογματίζω	decree	ba da umarnin
G0138	αἱρέω	choose	zaɓa
G1380	δοκέω	think	jiga
G1381	δοκιμάζω	test	gwada
G1382	δοκιμή	test	gwada
G1383	δοκίμιον	testing	gwada
G1384	δόκιμος	tested	amintaccen
G1385	δοκός	plank	katako
G1386	δόλιος	deceitful	mai damje
G1387	δολιόω	deceive	damje
G1388	δόλος	deceit	damje
G1389	δολόω	distort	damje
G0139	αἵρεσις	sect	takaita
G1390	δόμα	gift	hadiya
G1391	δόξα	glory	ɗorawa
G1392	δοξάζω	glorify	ɗora
G1393	δορκάς	Dorcas	Dorkas
G1394	δόσις	gift	hadiya
G1395	δότης	giver	mai
G1396	δουλαγωγέω	enslave	damje
G1397	δουλεία	slavery	bauci
G1398	δουλεύω	be a slave	yi bautai
G1399	δούλη	female slave	baje
G0014	ἀγαθοεργέω	do good	yi kyau
G0140	αἱρετίζω	choose	zaba
G1400	δοῦλος	slave	bau
G1401	δοῦλος	slave	bau
G1402	δουλόω	enslave	damje
G1403	δοχή	banquet	jira
G1404	δράκων	dragon	dragon
G1405	δράσσομαι	catch	kama
G1406	δραχμή	drachma	drakma
G1407	δρέπανον	sickle	mahe
G1408	δρόμος	racecourse	gudu
G1409	Δρούσιλλα	Drusilla	Drusilla
G0141	αἱρετικός	schismatic	mai rikici
G1410	δύναμαι	be able	iya
G1411	δύναμις	power	karfi
G1412	δυναμόω	empower	karfafa
G1413	δυνάστης	ruler	mai mulki
G1414	δυνατέω	be able	iya
G1415	δυνατός	able	mai iya
G1416	δύνω	set	fadi
G1417	δύο	two	biyu
G1418		hard	wahala
G1419	δυσβάστακτος	ponderous	nauyi
G0142	αἴρω	take up	tashi
G1420	δυσεντέριον	dysentery	cututtukan ciki
G1421	δυσερμήνευτος	hard to interpret	wahalacinsa fahimta
G1422	δύσκολος	difficult	wahala
G1423	δυσκόλως	difficultly	cikin wahala
G1424	δυσμή	west	yamma
G1425	δυσνόητος	hard to understand	wahalacinsa fahimta
G1426	δυσφημία	slander	sharri
G1427	δώδεκα	twelve	goma sha biyu
G1428	δωδέκατος	twelfth	na goma sha biyu
G1429	δωδεκάφυλον	twelve tribes	kabilai goma sha biyu
G0143	αἰσθάνομαι	perceive	fahimta
G1430	δῶμα	housetop	ruffi
G1431	δωρεά	free gift	gida
G1432	δωρεάν	freely	kyau
G1433	δωρέομαι	give	bayar
G1434	δώρημα	free gift	gida
G1435	δῶρον	gift	gida
G1436	ἔα	ha!	kai
G1437	ἐάν	if	idan
G1438	ἑαυτοῦ	themself	kansa
G1439	ἐάω	allow	bari
G0144	αἴσθησις	insight	fahimtarwa
G1440	ἑβδομήκοντα	seventy	saba da goma
G1441	ἑβδομηκοντάκις	seventy times	saba da goma jiya
G1442	ἕβδομος	seventh	saba
G1443	Ἔβερ	Eber	Eber
G1444		Hebrew	Ibrani
G1445	Ἑβραῖος	Hebrew	Ibrani
G1446	Ἑβραΐς	Hebrew	Ibrani
G1447	Ἑβραϊστί	Hebrew	Ibrani
G1448	ἐγγίζω	come near	kusawa
G1449	ἐνγράφω	write in	rubuta
G0145	αἰσθητήριον	sense	fahimtarwa
G1450	ἔγγυος	guarantor	mai jiya
G1451	ἐγγύς	near	kusa
G1452	ἐγγύτερον	nearer	kusantar kusa
G1453	ἐγείρω	arise	tashi
G1454	ἔγερσις	resurrection	tashin
G1455	ἐνκακέω	spy	shakanta
G1456	ἐνκαίνια	Feast|Festival of Dedication	asali
G1457	ἐνκαινίζω	inaugurate	sabuwa
G1458	ἐνκαλέω	accuse	zarge
G1459	ἐγκαταλείπω	leave behind	bar
G0146	αἰσχροκερδής	greedy	mai sha'awa
G1460	ἐνκατοικέω	live among	zama
G1461	ἐνκεντρίζω	ingraft	tsaka
G1462	ἔγκλημα	accusation	zarge
G1463	ἐγκομβόομαι	clothe oneself	sutura
G1464	ἐνκοπή	hindrance	katse
G1465	ἐνκόπτω	impede	hantsura
G1466	ἐνκράτεια	self-control	jiya
G1467	ἐγκρατεύομαι	self-control	jantari
G1468	ἐγκρατής	self-controlled	mai jantari
G1469	ἐνκρίνω	classify	kwatanta
G0147	αἰσχροκερδῶς	greedily	bugi
G1470	ἐνκρύπτω	mix	shafa
G1471	ἔνκυος	pregnant	ciki
G1472	ἐγχρίω	rub on	shafa
G1473	ἐγώ	I	ni
G1474	ἐδαφίζω	raze	karya
G1475	ἔδαφος	ground	kasa
G1476	ἑδραῖος	steadfast	tsaya
G1477	ἑδραίωμα	foundation	tushe
G1478	Ἑζεκίας	Hezekiah	Hezekiya
G1479	ἐθελοθρησκεία	self-made religion	addini na kai
G0148	αἰσχρολογία	obscenity	magana masu kunya
G1480	ἐθίζω	be accustomed	saba
G1481	ἐθνάρχης	governor	mai mulki
G1482	ἐθνικός	Gentile-like	na arna
G1483	ἐθνικῶς	Gentile-way	a hanya ta arna
G1484	ἔθνος	Gentiles	jama'a
G1485	ἔθος	custom	al'ada
G1486	ἔθω	have a custom	saba
G1487	εἰ	if	idan
G1488		you are	kai ne
G1489		if indeed	idan tabbas
G0149		shameful	mai kunya
G1490		but if not	sai dai
G1491	εἶδος	appearance	siffar
G1492	οἶδα	perceive	sani
G1493	εἰδωλεῖον	idol's temple	gida na gida
G1494	εἰδωλόθυτος	sacrificed to idols	miƙi da aka miƙa ga gida
G1495	εἰδωλολατρία	idolatry	bauta gida
G1496	εἰδωλολάτρης	idolater	mai bauta gida
G1497	εἴδωλον	idol	gida
G1498		may be	za'a iya zama
G1499		if also	idan har
G0015	ἀγαθοποιέω	do good	yin kyau
G0150	αἰσχρός	shameful	mai kunya
G1500	εἰκῇ	in vain	kasua
G1501	εἴκοσι	twenty	ashirin
G1502	εἴκω	yield	jingina
G1503	εἴκω	resemble	kama
G1504	εἰκών	image	hoto
G1505	εἰλικρίνεια	sincerity	gaskiya
G1506	εἰλικρινής	pure	tsafi
G0151	αἰσχρότης	obscenity	abin kunya
G1510	εἰμί	be	kasua
G1514	εἰρηνεύω	be at peace	zama cikin zalumi
G1515	εἰρήνη	peace	lumana
G1516	εἰρηνικός	peaceful	mai lumana
G1517	εἰρηνοποιέω	make peace	samar da lumana
G1518	εἰρηνοποιός	peacemaker	mai samar da lumana
G1519	εἰς	toward	zuwa
G0152	αἰσχύνη	shame	kunya
G1520	εἷς	one	daya
G1521	εἰσάγω	bring in	shiga da
G1522	εἰσακούω	listen to	saurare
G1523	εἰσδέχομαι	receive	karba
G1524	εἴσειμι	enter	shiga
G1525	εἰσέρχομαι	enter	shiga
G1528	εἰσκαλέω	invite	kira
G1529	εἴσοδος	entry	shigarwa
G0153	αἰσχύνω	be ashamed	kunya
G1530	εἰσπηδάω	rush into	tabiya
G1531	εἰσπορεύομαι	enter	shiga
G1532	εἰστρέχω	run in	gudu shiga
G1533	εἰσφέρω	bring in	kai shiga
G1534	εἶτα	then	sai
G1535	εἴτε	whether	ko
G1537	ἐκ	out from	daga
G1538	ἕκαστος	each	kowa
G1539	ἑκάστοτε	always	koyaushe
G0154	αἰτέω	ask	bukaci
G1540	ἑκατόν	hundred	dari
G1541	ἑκατονταετής	hundred years old	dan shekara dari
G1542	ἑκατονταπλασίονα	hundred times	dari karamin
G1543	ἑκατοντάρχης	centurion	jagora
G1544	ἐκβάλλω	expel	fitar
G1545	ἔκβασις	way out	hanya
G1546	ἐκβολή	jettisoning	jefar
G1547		marry	aurika
G1548		give in marriage	aurika
G1549	ἔκγονος	descendant	jita
G0155	αἴτημα	request	bukatawa
G1550	ἐκδαπανάω	expend	kashaf
G1551	ἐκδέχομαι	wait for	jira
G1552	ἔκδηλος	clearly evident	bayane
G1553	ἐκδημέω	be away	kasua
G1554	ἐκδίδωμι	lease	ba
G1555	ἐκδιηγέομαι	tell in detail	bayyana
G1556	ἐκδικέω	avenge	yaki
G1557	ἐκδίκησις	vengeance	yakewa
G1558	ἔκδικος	avenging	mai yakewa
G1559	ἐκδιώκω	persecute	tashe
G0156	αἰτία	cause	dalilin
G1560	ἔκδοτος	handed over	kewayon
G1561	ἐκδοχή	expectation	bugi
G1562	ἐκδύω	strip	tufe
G1563	ἐκεῖ	there	can
G1564	ἐκεῖθεν	from there	daga can
G1565	ἐκεῖνος	that	wannan
G1566	ἐκεῖσε	there	can
G1567	ἐκζητέω	seek out	nema
G1568	ἐκθαμβέω	be awe-struck	mamaki
G1569	ἐκθαυμάζω	astonished	mamaki
G0157	αἰτίωμα	charge	zargin
G1570	ἔκθετος	exposed	sallame
G1571	ἐκκαθαίρω	cleanse	tsaftace
G1572	ἐκκαίω	be enflamed	kona
G1573		lose heart	lashe
G1574	ἐκκεντέω	pierce	huda
G1575	ἐκκλάω	break off	yanke
G1576	ἐκκλείω	exclude	katse
G1577	ἐκκλησία	assembly	jama'a
G1578	ἐκκλίνω	turn from	kaura
G1579	ἐκκολυμβάω	swim out	iyo
G0158		reason for charge	sani
G1580	ἐκκομίζω	carry out	fita
G1581	ἐκκόπτω	prevent	yanke
G1582	ἐκκρεμάννυμι	hang upon	rataye
G1583	ἐκλαλέω	speak out	furta
G1584	ἐκλάμπω	shine out	sokai
G1585	ἐκλανθάνω	forget	sahinta
G1586	ἐκλέγω	select	zaɓa
G1587	ἐκλείπω	fail	ƙare
G1588	ἐκλεκτός	select	zaɓaɓɓe
G1589	ἐκλογή	selecting	zaɓawa
G0159	αἴτιος	causer	sani
G1590	ἐκλύω	faint	gajiya
G1591	ἐκμάσσω	wipe off	shafe
G1592	ἐκμυκτηρίζω	ridicule	dariya
G1593	ἐκνεύω	withdraw	tserewa
G1594	ἐκνήφω	wake up	farka
G1595	ἑκούσιος	voluntary	ikirari
G1596	ἑκουσίως	voluntarily	ikirari
G1597	ἔκπαλαι	of old	tun
G1598	ἐκπειράζω	test	gwada
G1599	ἐκπέμπω	send away	aika
G0016	ἀγαθοποιΐα	doing good	aiki mai kyau
G0160	αἰφνίδιος	sudden	kwatsam
G1600	ἐκπετάννυμι	extend	buɗa
G1601	ἐκπίπτω	fall out	faɗa
G1602	ἐκπλέω	sail out	tashi
G1603	ἐκπληρόω	fulfill	cika
G1604	ἐκπλήρωσις	fulfillment	cikawa
G1605	ἐκπλήσσω	be astonished	mamaki
G1606	ἐκπνέω	expire	mutu
G1607	ἐκπορεύομαι	depart	fita
G1608	ἐκπορνεύω	fornicate	sata
G1609	ἐκπτύω	spit out	kora
G0161	αἰχμαλωσία	captivity	sarautay
G1610	ἐκριζόω	uproot	sake
G1611	ἔκστασις	amazement	wahayi
G1612	ἐκστρέφω	be warped	karya
G1613	ἐκταράσσω	disturb greatly	damje
G1614	ἐκτείνω	stretch out	bugi
G1615	ἐκτελέω	finish up	gama
G1616	ἐκτένεια	earnestness	addinni
G1617	ἐκτένεια	earnestly	sosai
G1618	ἐκτενής	fervent	addinni
G1619	ἐκτενῶς	fervently	sosai
G0162	αἰχμαλωτεύω	take captive	biya
G1620	ἐκτίθημι	explain	bayyana
G1621	ἐκτινάσσω	shake out	girgiza
G1622	ἐκτός	outside	wajen
G1623	ἕκτος	sixth	shida
G1624	ἐκτρέπω	turn	juye
G1625	ἐκτρέφω	nourish	kula
G1626	ἔκτρωμα	untimely birth	jiya
G1627	ἐκφέρω	bring	fita
G1628	ἐκφεύγω	escape	scape
G1629	ἐκφοβέω	terrify	tsorata
G0163	αἰχμαλωτίζω	capture	biya
G1630	ἔκφοβος	terrified	tsorata
G1631	ἐκφύω	put out	fitowa
G1632	ἐκχέω	pour out	zubo
G1633	ἐκχωρέω	go out	fita
G1634	ἐκψύχω	expire	mutu
G1635	ἑκών	voluntarily	jiya
G1636	ἐλαία	olive tree	jazzali
G1637	ἔλαιον	olive oil	mai
G1638	ἐλαιών	Olivet	jazzali
G1639	Ἐλαμείτης	Elamite	Elam
G0164	αἰχμάλωτος	captive	biya
G1640	ἐλάσσων	lesser	karai
G1641	ἐλαττονέω	have little	rasa
G1642	ἐλαττόω	make less	rasa
G1643	ἐλαύνω	drive	kora
G1644	ἐλαφρία	lightness	saurin
G1645	ἐλαφρός	light	saurin
G1646	ἐλάχιστος	least	karai
G1647	ἐλαχιστότερος	least	kashi
G1648	Ἐλεάζαρ	Eleazar	Eleazar
G1649	ἔλεγξις	rebuke	zargi
G0165	αἰών	age	jiya
G1650	ἐλεγμός	rebuke	zargi
G1651	ἐλέγχω	rebuke	zargi
G1652	ἐλεεινός	pitiful	bakin-ciki
