# source=llm; anchored on the original lemma (Hebrew/Greek), English gloss used only as a hint
strong	lemma_ref	en_ref	gloss
G1075	γενεαλογέω	trace genealogy	বংশপৰম্পৰা বৰ্ণনা কৰা
G1076	γενεαλογία	genealogy	বংশপৰম্পৰা
G1077	γενέσια	birthday	জন্মদিন
G1078	γένεσις	origin	জন্ম
G1079	γενετή	birth	জন্ম
G0108	Ἄζωτος	Azotus	অজোটুছ
G1080	γεννάω	beget	জন্ম দেওয়া
G1081	γένημα	offspring	সন্তান
G1082	Γεννησαρέτ	Gennesaret	জেনেছাৰেট
G1083		birth	জন্ম
G1084	γεννητός	born	জাত
G1085	γένος	family	জাত
G1086		Gerasene	গেৰাছেনীয়
G1087	γερουσία	council of elders	প্রাচীনদের পৰিষদ
G1088	γέρων	old man	বয়স্ক ব্যক্তি
G1089	γεύομαι	taste	স্বাদ লওয়া
G0109	ἀήρ	air	বায়ু
G1090	γεωργέω	farm	খেতি কৰা
G1091	γεώργιον	farm field	খেত
G1092	γεωργός	farmer	কৃষক
G1093	γῆ	earth	পৃথিৱী
G1094	γῆρας	old age	বার্ধক্য
G1095	γηράσκω	grow old	বয়স্ক হোৱা
G1096	γίνομαι	be	হোৱা
G1097	γινώσκω	know	জানা
G1098	γλεῦκος	sweet wine	নতুন দ্ৰাক্ষাৰস
G1099	γλυκύς	sweet	মিঠা
G0011	Ἀβραάμ	Abraham	অব্ৰাহাম
G0110	ἀθανασία	immortality	অমৰত্ৱ
G1100	γλῶσσα	tongue	জিহ্বা
G1101	γλωσσόκομον	moneybag	অর্থ-থলী
G1102	γναφεύς	one who bleaches	ধোৱাকাৰ
G1103	γνήσιος	genuine	প্রকৃত
G1104	γνησίως	genuinely	প্রকৃতভাৱে
G1105	γνόφος	darkness	অন্ধকাৰ
G1106	γνώμη	resolution	মত
G1107	γνωρίζω	make known	জানান
G1108	γνῶσις	knowledge	জ্ঞান
G1109	γνώστης	expert in	বিশেষজ্ঞ
G0111	ἀθέμιτος	unlawful	বেআইনী
G1110	γνωστός	acquainted with	পরিচিত
G1111	γογγύζω	murmur	গুঞ্জন করা
G1112	γογγυσμός	murmuring	গুঞ্জন
G1113	γογγυστής	murmurer	গুঞ্জনকারী
G1114	γόης	imposter	জাদুকর
G1115	Γολγοθᾶ	Golgotha	গলগথা
G1116	Γόμορρα	Gomorrah	গোমোরা
G1117	γόμος	cargo	পণ্যসামগ্রী
G1118	γονεύς	parent	পিতামাতা
G1119	γόνυ	knee	হাঁটু
G0112	ἄθεος	without God	ঈশ্বরবিহীন
G1120	γονυπετέω	kneel	হাঁটু গেড়ে বসা
G1121	γράμμα	something written	লেখা
G1122	γραμματεύς	scribe	শাস্ত্রবিদ
G1123	γραπτός	written	লিখিত
G1124	γραφή	writing	পবিত্রশাস্ত্র
G1125	γράφω	write	লেখা
G1126	γραώδης	old wives’ tale	বুড়োর গল্প
G1127	γρηγορέω	keep watch	জাগরণ করা
G1128	γυμνάζω	train	প্রশিক্ষণ দেওয়া
G1129	γυμνασία	training	প্রশিক্ষণ
G0113	ἄθεσμος	lawless	নিয়মবিরুদ্ধ
G1130	γυμνιτεύω	be naked	নগ্ন হওয়া
G1131	γυμνός	naked	নগ্ন
G1132	γυμνότης	nakedness	নগ্নতা
G1133	γυναικάριον	weak-willed woman	দুর্বল নারী
G1134	γυναικεῖος	feminine	নারীসুলভ
G1135	γυνή	woman	নারী
G1136	Γώγ	Gog	গোগ
G1137	γωνία	corner	কোণ
G1138	Δαυείδ	David	দায়ূদ
G1139	δαιμονίζομαι	be demonised	ভূতগ্রস্ত হওয়া
G0114	ἀθετέω	reject	প্রত্যাখ্যান করা
G1140	δαιμόνιον	demon	ভূত
G1141	δαιμονιώδης	demonic	শয়তানী
G1142	δαίμων	demon	ভূত
G1143	δάκνω	bite	咬
G1144	δάκρυον	teardrop	অশ্রু
G1145	δακρύω	weep	কান্দ
G1146	δακτύλιος	ring	আঙুলি
G1147	δάκτυλος	finger	আঙুলি
G1148	Δαλμανουθά	Dalmanutha	দালমানুথা
G1149	Δαλματία	Dalmatia	দালমাতিয়া
G0115	ἀθέτησις	nullification	বাতিল
G1150	δαμάζω	tame	বশ কৰ
G1151	δάμαλις	heifer	গাভী
G1152	Δάμαρις	Damaris	দামারিস
G1153	Δαμασκηνός	Damascus	দামাস্কিনী
G1154	Δαμασκός	Damascus	দামাস্কাস
G1155	δανίζω	lend	ধাৰ দে
G1156	δάνιον	debt	ঋণ
G1157	δανιστής	moneylender	মহাজন
G1158	Δανιήλ	Daniel	দানিয়েল
G1159	δαπανάω	spend	খৰচ কৰ
G0116	Ἀθῆναι	Athens	এথেন্স
G1160	δαπάνη	cost	খৰচ
G1161	δέ	then	আৰু
G1162	δέησις	petition	নিবেদন
G1163	δέω	be necessary	প্রয়োজন
G1164	δεῖγμα	example	উদাহৰণ
G1165	δειγματίζω	disgrace	লজ্জিত কৰ
G1166	δεικνύω	show	দেখা
G1167	δειλία	timidity	ভয়
G1168	δειλιάω	be timid	ভয় পা
G1169	δειλός	timid	ভীৰু
G0117	Ἀθηναῖος	Athenian	এথেনীয়
G1170	δεῖνα	certain one	এক জন
G1171	δεινῶς	terribly	ভয়ানক
G1172	δειπνέω	dine	খা
G1173	δεῖπνον	dinner	নৈশভোজ
G1174	δεισιδαιμονέστερος	religious	ধার্মিক
G1175	δεισιδαιμονία	religion	ধর্মানুরাগ
G1176	δέκα	ten	দহ
G1177	δεκαοκτώ	twelve	আঠার
G1178	δεκαπέντε	fifteen	পনর
G1179	Δεκάπολις	Decapolis	দশনগৰ
G0118	ἀθλέω	compete	প্রতিযোগিতা কৰ
G1180	δεκατέσσαρες	fourteen	চৌদ্ধ
G1181		tenth	দশম
G1182	δέκατος	tenth	দশম
G1183	δεκατόω	tithe	দশমাংশ দিয়ে পৰিশোধ কৰ
G1184	δεκτός	acceptable	গ্রহণযোগ্য
G1185	δελεάζω	entice	লুভ্‍িয়ে আকৰ্ষণ কৰ
G1186	δένδρον	tree	গছ
G1187	δεξιολάβος	slinger	ফিঙ্গাৰলিং
G1188	δεξιός	right	সোঁচোটা
G1189	δέος	pray	ভয়
G0119	ἀθροίζω	struggle	সংগ্রহ
G1190	Δερβαῖος	Derbe	ডার্বীয়
G1191	Δέρβη	Derbe	ডার্বে
G1192	δέρμα	leather	চামৰা
G1193	δερμάτινος	made of leather	চামৰাৰ
G1194	δέρω	beat up	বেত কৰ
G1195	δεσμεύω	bind	বান্ধ
G1196		shackle	শৃঙ্খলিত কৰ
G1197	δέσμη	bundle	বোজা
G1198	δέσμιος	prisoner	বন্দী
G1199	δεσμός	chain	শৃঙ্খল
G0012	ἄβυσσος	abyss	গভীৰতা
G0120	ἀθυμέω	be discouraged	হতাশ হ'
G1200	δεσμοφύλαξ	jailer	কাৰাগাৰ ৰক্ষক
G1201	δεσμωτήριον	prison	কাৰাগাৰ
G1202	δεσμώτης	prisoner	বন্দী
G1203	δεσπότης	master	মালিক
G1204	δεῦρο	come	আহ
G1205	δεῦτε	come	আহ
G1206	δευτεραῖος	next day	পৰৱৰ্তী দিন
G1207	δεύτερον	second-first	দ্বিতীয় প্ৰথম
G1208	δεύτερος	secondly	দ্বিতীয়
G1209	δέχομαι	receive	গ্রহণ কৰ
G0121	ἀθῷος	innocent	নিৰপৰাধ
G1210	δέω	bind	বান্ধ
G1211	δή	so	তথাপি
G1212	δῆλος	Urim	স্পষ্ট
G1213	δηλόω	make clear	স্পষ্ট কৰ
G1214	Δημᾶς	Demas	ডেমাস
G1215	δημηγορέω	give a speech	ভাষণ দেওয়া
G1216	Δημήτριος	Demetrius	ডেমেট্রিয়াস
G1217	δημιουργός	builder	নির্মাতা
G1218	δῆμος	people	জনসাধারণ
G1219	δημόσιος	public	সর্বজনীন
G0122	αἴγιος	goat's	ছাগলের
G1220	δηνάριον	denarius	দীনার
G1221	δηνάριον	whatever	যাই হোক
G1222	δήπου	surely	নিশ্চিতই
G1223	διά	through	দ্বারা
G1224	διαβαίνω	cross	অতিক্রম করা
G1225	διαβάλλω	accuse	অভিযুক্ত করা
G1226	διαβεβαιόομαι	insist	জোরালোভাবে বলা
G1227	διαβλέπω	see clearly	স্পষ্টভাবে দেখা
G1228	διάβολος	devilish	শয়তান
G1229	διαγγέλλω	proclaim	ঘোষণা করা
G0123	αἰγιαλός	shore	সৈকত
G1230	διαγίνομαι	pass	অতিবাহিত হওয়া
G1231	διαγινώσκω	decide	নির্ণয় করা
G1232		report	প্রচার করা
G1233	διάγνωσις	decision	সিদ্ধান্ত
G1234	διαγογγύζω	murmur	গুণগুণ করা
G1235	διαγρηγορέω	wake	জাগরিত হওয়া
G1236	διάγω	live	জীবনযাপন করা
G1237	διαδέχομαι	receive in turn	ক্রমান্বয়ে প্রাপ্ত করা
G1238	διάδημα	diadem	মুকুট
G1239	διαδίδωμι	distribute	বিতরণ করা
G0124	Αἰγύπτιος	Egyptian	মিশরীয়
G1240	διάδοχος	successor	উত্তরাধিকারী
G1241	διαζώννυμι	tie around	কমর বাঁধা
G1242	διαθήκη	covenant	নিয়ম
G1243	διαίρεσις	variety	বৈচিত্র্য
G1244	διαιρέω	distribute	ভাগ করা
G1245	διακαθαρίζω	clear out	পরিষ্কার করা
G1246	διακατελέγχομαι	refute	খণ্ডন করা
G1247	διακονέω	serve	সেবা করা
G1248	διακονία	service	সেবা
G1249	διάκονος	servant	সেবক
G0125	Αἴγυπτος	Egypt	মিশর
G1250	διακόσιοι	two hundred	দুইশ
G1251	διακούω	give a hearing	শুনানি দেওয়া
G1252	διακρίνω	judge	পার্থক্য করা
G1253	διάκρισις	discernment	বিচার-ক্ষমতা
G1254	διακωλύω	hinder	বাধা দেওয়া
G1255	διαλαλέω	discuss	আলোচনা করা
G1256	διαλέγω	dispute	কথোপকথন করা
G1257	διαλίπω	stop	থামা
G1258	διάλεκτος	language	ভাষা
G1259	διαλλάσσω	be reconciled	সমঝোতা করা
G0126	ἀΐδιος	eternal	চিরন্তন
G1260	διαλογίζομαι	discuss	চিন্তা করা
G1261	διαλογισμός	reasoning	চিন্তা
G1262	διαλύω	disperse	বিচ্ছিন্ন হওয়া
G1263	διαμαρτύρομαι	testify solemnly	কঠোরভাবে সাক্ষ্য দেওয়া
G1264	διαμάχομαι	contend sharply	তীব্রভাবে বিরোধ করা
G1265	διαμένω	remain	থাকা
G1266	διαμερίζω	divide	ভাগ করা
G1267	διαμερισμός	division	বিভাজন
G1268	διανέμω	spread	ছড়িয়ে দেওয়া
G1269	διανεύω	signify	ইঙ্গিত করা
G0127	αἰδώς	modesty	লজ্জা
G1270	διανόημα	thought	চিন্তা
G1271	διάνοια	mind	মন
G1272	διανοίγω	open up	খুলে দেওয়া
G1273	διανυκτερεύω	spend the night	রাত্রি যাপন করা
G1274	διανύω	continue	সম্পূর্ণ করা
G1275	διαπαρατριβή	always	সর্বদা
G1276	διαπεράω	cross	পার হওয়া
G1277	διαπλέω	sail across	জুড়ে যাত্রা করা
G1278	διαπονέω	be vexed	বিরক্ত হওয়া
G1279	διαπορεύω	go through	মধ্য দিয়ে যাওয়া
G0128	Αἰθίοψ	Ethiopian	ইথিওপিয়ান
G1280	διαπορέω	be perplexed	বিভ্রান্ত হওয়া
G1281	διαπραγματεύομαι	gain in trade	বাণিজ্য করা
G1282	διαπρίω	be furious	ক্রুদ্ধ হওয়া
G1283	διαρπάζω	rob	লুট করা
G1284	διαρρήσσω	tear	ছিঁড়ে ফেলা
G1285	διασαφέω	explain	ব্যাখ্যা করা
G1286	διασείω	extort	জোর করে নেওয়া
G1287	διασκορπίζω	scatter	ছিতিয়াই দেওয়া
G1288	διασπάω	tear apart	টানিয়ে ফেলা
G1289	διασπείρω	scatter	ছিতিয়াই দেওয়া
G0129	αἷμα	blood	তেজ
G1290	διασπορά	dispersion	ছিতিয়াই
G1291	διαστέλλω	give orders	আদেশ দেওয়া
G1292	διάστημα	interval	ব্যবধান
G1293	διαστολή	distinction	পার্থক্য
G1294	διαστρέφω	pervert	বিকৃত করা
G1295	διασῴζω	save	বাঁচানো
G1296	διαταγή	ordinance	আদেশ
G1297	διάταγμα	edict	আইন
G1298	διαταράσσω	trouble	চিন্তিত করা
G1299	διατάσσω	direct	আদেশ দেওয়া
G0013	Ἅγαβος	Agabus	আগাবাস
G0130	αἱματεκχυσία	bloodshed	তেজপাত
G1300	διατελέω	continue	চলি থকা
G1301	διατηρέω	keep	ৰক্ষা কৰা
G1302		why?	কিয়
G1303	διατίθημι	make a covenant	নিয়ম বান্ধা
G1304	διατρίβω	remain	থকা
G1305	διατροφή	food	খাদ্য
G1306	διαυγάζω	shine through	উজ্জ্বল হওয়া
G1307		transparent	স্বচ্ছ
G1308	διαφέρω	spread	পৃথক হওয়া
G1309	διαφεύγω	escape	পলায়ন করা
G0131	αἱμορροέω	bleed	তেজস্রাব হওয়া
G1310	διαφημίζω	publish abroad	প্রচার করা
G1311	διαφθείρω	destroy	ধ্বংস করা
G1312	διαφθορά	decay	পচন
G1313	διάφορος	different	ভিন্ন
G1314	διαφυλάσσω	protect	রক্ষা করা
G1315	διαχειρίζω	kill	হত্যা করা
G1316	διαχωριζω	be separated	আলাদা হওয়া
G1317	διδακτικός	able to teach	শিক্ষণীয়
G1318	διδακτός	taught	শিক্ষিত
G1319	διδασκαλία	teaching	শিক্ষা
G0132	Αἰνέας	Aeneas	এনিয়াস
G1320	διδάσκαλος	teacher	শিক্ষক
G1321	διδάσκω	teach	শিক্ষা দেওয়া
G1322	διδαχή	teaching	শিক্ষা
G1323	δίδραχμον	two-drachma	দুই দ্রাখমা
G1324	Δίδυμος	Twin	যমজ
G1325	δίδωμι	give	দেওয়া
G1326	διεγείρω	arouse	জাগানো
G1327	διέξοδος	thoroughfare	পথের মোড়
G1328	διερμηνευτής	interpreter	দোভাষী
G1329	διερμηνεύω	interpret	ব্যাখ্যা করা
G0133	αἴνεσις	praise	প্রশংসা
G1330	διέρχομαι	pass through	অতিক্রম করা
G1331	διερωτάω	ascertain	খোঁজ নেওয়া
G1332	διετής	two years old	দুই বছর বয়সী
G1333	διετία	two years	দুই বছর
G1334	διηγέομαι	relate fully	বিস্তারিত বলা
G1335	διήγησις	narrative	বর্ণনা
G1336	διηνεκής	perpetual	চিরস্থায়ী
G1337	διθάλασσος	sandbar	বালুকাময় স্থান
G1338	διϊκνέομαι	penetrate	ভেদ করা
G1339	διΐστημι	pass	পৃথক হওয়া
G0134	αἰνέω	praise	প্রশংসা করা
G1340	διϊσχυρίζομαι	insist	জোরাজুরি করা
G1341	δικαιοκρισία	justice	ন্যায়বিচার
G1342	δίκαιος	just	ন্যায়পরায়ণ
G1343	δικαιοσύνη	righteousness	ধার্মিকতা
G1344	δικαιόω	justify	ন্যায্যপ্রমাণিত করা
G1345	δικαίωμα	righteous act	ধার্মিক কাজ
G1346	δικαίως	rightly	ন্যায্যভাবে
G1347	δικαίωσις	justification	ন্যায্যতা
G1348	δικαστής	magistrate	বিচারক
G1349	δίκη	condemnation	শাস্তি
G0135	αἴνιγμα	obscure thing	রহস্যময় বিষয়
G1350	δίκτυον	net	জাল
G1351	δίλογος	insincere	দ্বিমুখী
G1352	διό	therefore	তাই
G1353	διοδεύω	go through	ভ্রমণ করা
G1354	Διονύσιος	Dionysius	ডায়োনিসিউস
G1355	διόπερ	for	কারণ
G1356	διοπετής	fallen from heaven	স্বর্গ থেকে পতিত
G1357	διόρθωσις	reformation	সংস্কার
G1358	διορύσσω	break in	ভেদ করা
G1359	Διόσκουροι	twin gods	দিওস্কুরই
G0136	αἶνος	praise	প্রশংসা
G1360	διότι	because	কারণ
G1361	Διοτρέφης	Diotrephes	দিওত্রেফিস
G1362	διπλοῦς	double	দ্বিগুণ
G1363	διπλόω	double	দ্বিগুণ করা
G1364	δίς	twice	দুইবার
G1365	διστάζω	doubt	সন্দেহ করা
G1366	δίστομος	double-edged	দুই ধারবিশিষ্ট
G1367	δισχίλιοι	two thousand	দুই হাজার
G1368	διϋλίζω	strain out	ছাঁকা
G1369	διχάζω	disunite	বিভক্ত করা
G0137	Αἰνών	Aenon	আইনোন
G1370	διχοστασία	dissension	বিভাজন
G1371	διχοτομέω	cut in two	টুকরো করা
G1372	διψάω	thirst	তৃষ্ণা
G1373	δίψος	thirst	তৃষ্ণা
G1374	δίψυχος	double-minded	দুই-মনা
G1375	διωγμός	persecution	নির্যাতন
G1376	διώκτης	persecutor	নির্যাতক
G1377	διώκω	pursue	তাড়া করা
G1378	δόγμα	decree	আদেশ
G1379	δογματίζω	decree	আদেশ দেওয়া
G0138	αἱρέω	choose	বাছনি করা
G1380	δοκέω	think	মনে করা
G1381	δοκιμάζω	test	পরীক্ষা করা
G1382	δοκιμή	test	পরীক্ষা
G1383	δοκίμιον	testing	পরীক্ষা
G1384	δόκιμος	tested	পরীক্ষিত
G1385	δοκός	plank	কড়ি
G1386	δόλιος	deceitful	ছলনাময়
G1387	δολιόω	deceive	ছল করা
G1388	δόλος	deceit	ছল
G1389	δολόω	distort	বিকৃত করা
G0139	αἵρεσις	sect	সম্প্রদায়
G1390	δόμα	gift	উপহার
G1391	δόξα	glory	মহিমা
G1392	δοξάζω	glorify	মহিমান্বিত করা
G1393	δορκάς	Dorcas	ডোরকাস
G1394	δόσις	gift	উপহার
G1395	δότης	giver	দান কৰোঁতা
G1396	δουλαγωγέω	enslave	দাসত্বত ৰাখা
G1397	δουλεία	slavery	দাসত্ব
G1398	δουλεύω	be a slave	দাস হোৱা
G1399	δούλη	female slave	দাসী
G0014	ἀγαθοεργέω	do good	ভাল কাজ কৰা
G0140	αἱρετίζω	choose	বাছনি কৰা
G1400	δοῦλος	slave	দাস
G1401	δοῦλος	slave	দাস
G1402	δουλόω	enslave	দাসত্বত নিয়া
G1403	δοχή	banquet	ভোজ
G1404	δράκων	dragon	ড্ৰেগন
G1405	δράσσομαι	catch	ধৰা
G1406	δραχμή	drachma	ড্ৰাখমা
G1407	δρέπανον	sickle	কাস্তে
G1408	δρόμος	racecourse	দৌড়
G1409	Δρούσιλλα	Drusilla	ড্ৰুচিল্লা
G0141	αἱρετικός	schismatic	বিভাজনবাদী
G1410	δύναμαι	be able	সক্ষম হোৱা
G1411	δύναμις	power	শক্তি
G1412	δυναμόω	empower	শক্তিশালী কৰা
G1413	δυνάστης	ruler	শাসক
G1414	δυνατέω	be able	সক্ষম হোৱা
G1415	δυνατός	able	সক্ষম
G1416	δύνω	set	অস্ত যোৱা
G1417	δύο	two	দুই
G1419	δυσβάστακτος	ponderous	ভাৰী
G0142	αἴρω	take up	তুলি লোৱা
G1420	δυσεντέριον	dysentery	আমাশয়
G1421	δυσερμήνευτος	hard to interpret	ব্যাখ্যা কৰা কঠিন
G1422	δύσκολος	difficult	কঠিন
G1423	δυσκόλως	difficultly	কঠিনতাৰে
G1424	δυσμή	west	পশ্চিম
G1425	δυσνόητος	hard to understand	বুজি লোৱা কঠিন
G1426	δυσφημία	slander	নিন্দা
G1427	δώδεκα	twelve	বাৰ
G1428	δωδέκατος	twelfth	বাৰতম
G1429	δωδεκάφυλον	twelve tribes	বাৰ গোষ্ঠী
G0143	αἰσθάνομαι	perceive	অনুভব কৰা
G1430	δῶμα	housetop	চাদ
G1431	δωρεά	free gift	উপহার
G1432	δωρεάν	freely	বিনামূল্যে
G1433	δωρέομαι	give	দান করা
G1434	δώρημα	free gift	উপহার
G1435	δῶρον	gift	উপহার
G1436	ἔα	ha!	আহা
G1437	ἐάν	if	যদি
G1438	ἑαυτοῦ	themself	নিজের
G1439	ἐάω	allow	অনুমতি দেওয়া
G0144	αἴσθησις	insight	অন্তর্দৃষ্টি
G1440	ἑβδομήκοντα	seventy	সত্তর
G1441	ἑβδομηκοντάκις	seventy times	সত্তর বার
G1442	ἕβδομος	seventh	সপ্তম
G1443	Ἔβερ	Eber	ইবর
G1444		Hebrew	হিব্রু
G1445	Ἑβραῖος	Hebrew	হিব্রু
G1446	Ἑβραΐς	Hebrew	হিব্রু
G1447	Ἑβραϊστί	Hebrew	হিব্রু
G1448	ἐγγίζω	come near	কাছাকাছি আসা
G1449	ἐνγράφω	write in	লেখা
G0145	αἰσθητήριον	sense	ইন্দ্রিয়
G1450	ἔγγυος	guarantor	নিশ্চয়তাদাতা
G1451	ἐγγύς	near	কাছে
G1452	ἐγγύτερον	nearer	আরও কাছে
G1453	ἐγείρω	arise	উত্থিত হওয়া
G1454	ἔγερσις	resurrection	পুনরুত্থান
G1455	ἐνκακέω	spy	হতাশ না হওয়া
G1456	ἐνκαίνια	Feast|Festival of Dedication	উৎসর্গ উৎসব
G1457	ἐνκαινίζω	inaugurate	উদ্বোধন করা
G1458	ἐνκαλέω	accuse	অভিযোগ করা
G1459	ἐγκαταλείπω	leave behind	পরিত্যাগ করা
G0146	αἰσχροκερδής	greedy	লোভী
G1460	ἐνκατοικέω	live among	মধ্যে বাস করা
G1461	ἐνκεντρίζω	ingraft	কলম লাগানো
G1462	ἔγκλημα	accusation	অভিযোগ
G1463	ἐγκομβόομαι	clothe oneself	নিজেকে পরিধান করা
G1464	ἐνκοπή	hindrance	বাধা
G1465	ἐνκόπτω	impede	বাধা দেওয়া
G1466	ἐνκράτεια	self-control	আত্মনিয়ন্ত্রণ
G1467	ἐγκρατεύομαι	self-control	আত্মসংযম
G1468	ἐγκρατής	self-controlled	আত্মসংযমী
G1469	ἐνκρίνω	classify	শ্রেণীভুক্ত করা
G0147	αἰσχροκερδῶς	greedily	লোভের সাথে
G1470	ἐνκρύπτω	mix	মিশ্রিত করা
G1471	ἔνκυος	pregnant	গর্ভবতী
G1472	ἐγχρίω	rub on	ঘষে দেওয়া
G1473	ἐγώ	I	মই
G1474	ἐδαφίζω	raze	ভেঙে দেওয়া
G1475	ἔδαφος	ground	মাটি
G1476	ἑδραῖος	steadfast	দৃঢ়
G1477	ἑδραίωμα	foundation	ভিত্তি
G1478	Ἑζεκίας	Hezekiah	হিজকিয়া
G1479	ἐθελοθρησκεία	self-made religion	স্বৈরাচারী ধর্ম
G0148	αἰσχρολογία	obscenity	অশ্লীল বাক্য
G1480	ἐθίζω	be accustomed	অভ্যস্ত হওয়া
G1481	ἐθνάρχης	governor	গভর্নর
G1482	ἐθνικός	Gentile-like	অ-ইহুদি
G1483	ἐθνικῶς	Gentile-way	অ-ইহুদি ধরনে
G1484	ἔθνος	Gentiles	জাতি
G1485	ἔθος	custom	রীতি
G1486	ἔθω	have a custom	রীতি থাকা
G1487	εἰ	if	যদি
G1488		you are	আছ
G1489		if indeed	যদি সত্যি
G0149		shameful	লজ্জাজনক
G1490		but if not	কিন্তু যদি না
G1491	εἶδος	appearance	দেখা
G1492	οἶδα	perceive	জানা
G1493	εἰδωλεῖον	idol's temple	মূর্তির মন্দির
G1494	εἰδωλόθυτος	sacrificed to idols	মূর্তিকে উৎসর্গ করা
G1495	εἰδωλολατρία	idolatry	মূর্তি পূজা
G1496	εἰδωλολάτρης	idolater	মূর্তি পূজক
G1497	εἴδωλον	idol	মূর্তি
G1498		may be	হোক
G1499		if also	যদি এবং
G0015	ἀγαθοποιέω	do good	ভালো করা
G0150	αἰσχρός	shameful	লজ্জাজনক
G1500	εἰκῇ	in vain	বৃথা
G1501	εἴκοσι	twenty	বিশ
G1502	εἴκω	yield	আত্মসমর্পণ করা
G1503	εἴκω	resemble	সদৃশ হওয়া
G1504	εἰκών	image	প্রতিমূর্তি
G1505	εἰλικρίνεια	sincerity	বিশুদ্ধতা
G1506	εἰλικρινής	pure	বিশুদ্ধ
G0151	αἰσχρότης	obscenity	অশ্লীলতা
G1510	εἰμί	be	থাকা
G1514	εἰρηνεύω	be at peace	শান্তিতে থাকা
G1515	εἰρήνη	peace	শান্তি
