# source=authored translation of the English labels (build_domain_labels_de.py); license=CC-BY-SA; not UBS-encumbered
code	label
025003	Liebe, Zuneigung, Mitgefühl
025004	Hoffnung, Erwarten
025005	Bereit sein
025006	Eifrig, ernsthaft, hingebungsvoll sein
025007	Zufrieden, befriedigt
025008	Wohlgefallen an, sich freuen über
025009	Dankbar
025010	Genießen, Freude haben an, gern tun
025011	Glücklich, froh, freudig
025012	Lachen, Weinen, Stöhnen
025013	Ermutigung, Trost
025014	Mut, Kühnheit
025015	Geduld, Ausdauer, Beharrlichkeit
025016	Kränken, gekränkt sein
025017	Verabscheuen
025018	Scham, Schande, Demütigung
025019	Stolz [berechtigt]
025020	Überraschung, Erstaunen
025021	Sorge, Angst, Kummer, Frieden
025022	Furcht, Schrecken, Bestürzung
025023	Kummer, Bedauern
025024	Entmutigung
026	Psychologische Fähigkeiten
027001	Lernen
027002	Den Ort von etwas erfahren
027003	Etwas gegen jemanden erfahren
027004	Zu erfahren suchen
027005	Bereit sein zu lernen
027006	Bereit sein zu lernen, aufmerksam sein
027007	Erkennen
028001	Wissen
028002	Gewusst [Inhalt des Wissens]
028003	Wohlbekannt, klar gezeigt, offenbart
028004	Erkennbar
028005	Nicht erkennbar, geheim
029001	Speichern von Informationen
029002	Aus dem Gedächtnis abrufen
029003	Sich nicht erinnern, Vergessen
029004	Sich erinnern und angemessen reagieren
030001	Denken, Gedanke
030002	Nachdenken, mit der Absicht, angemessen zu reagieren
030003	An künftige Möglichkeiten denken
030004	Beabsichtigen, vorhaben, planen
030005	Entscheiden, schließen
030006	Wählen, auswählen, vorziehen
030007	Unterscheiden, bewerten, beurteilen
031001	Eine Meinung haben, eine Ansicht vertreten
031002	Eine falsche Ansicht vertreten, sich irren
031003	Zustimmen, einwilligen
031004	Anerkennen
031005	Vermuten, für möglich halten
031006	Für wahr halten
031007	Als wahr annehmen
031008	Eine Meinung über die Wahrheit ändern
031009	Vertrauen, sich verlassen
031010	Ein Gläubiger sein, christlicher Glaube
032001	Verstehen
032002	Zum Verständnis gelangen
032003	Leichtigkeit oder Schwierigkeit beim Verstehen
032004	Fähigkeit zum Verstehen
032005	Mangel an Verständnisfähigkeit
033001	Sprache
033002	Wort, Textabschnitt
033003	Diskursarten
033004	Sprachebenen
033005	Schriftsprache
033006	Sprechen, Reden
033007	Singen, Klagen
033008	Schweigen
033009	Name
033010	Auslegen, Bedeuten, Erklären
033011	Sich unterhalten, Diskutieren
033012	Bitten, Ersuchen
033013	Beten
033014	Fragen, Antworten
033015	Mitteilen, Ankündigen
033016	Behaupten, Erklären
033017	Lehren
033018	Wahrheit sagen, Lüge sprechen
033019	Predigen, Verkünden
033020	Zeugnis geben, Bezeugen
033021	Treue bekennen
033022	Zugeben, Bekennen, Leugnen
033023	Übereinstimmen
033024	Weissagen, Wahrsagen
033025	Versprechen
033026	Drohen
033027	Raten
033028	Drängen, Überreden
033029	Rufen
033030	Einladen
033031	Beharren
033032	Befehlen, Anordnen
033033	Gesetz, Vorschrift, Verordnung
033034	Empfehlen, Vorschlagen
033035	Fürbitte einlegen
033036	Dank
033037	Loben
033038	Schmeicheln
033039	Prahlen
033040	Törichtes Gerede
033041	Klagen
033042	Beleidigen, Verleumden
033043	Klatschen
033044	Verspotten, Verhöhnen
033045	Kritisieren
033046	Tadeln
033047	Warnen
033048	Anklagen, Beschuldigen
033049	Verteidigen, Entschuldigen
033050	Streiten, Debattieren
033051	Zanken, Sich streiten
033052	Widersprechen, Entgegnen
033053	Prophezeien
033054	Schwören, Unter Eid stellen, Geloben
033055	Segnen, Verfluchen
033056	Nonverbale Kommunikation
034001	Sich verbinden
034002	Beitreten, sich anzuschließen beginnen
034003	Gehören zu, Mitglied sein, ausgeschlossen sein
034004	Verbindung einschränken oder meiden
034005	Eine Beziehung herstellen oder bestätigen
034006	Besuchen
034007	Willkommen heißen, Empfangen
034008	Gastfreundschaft erweisen
034009	Küssen, Umarmen
034010	Ehe, Scheidung
035001	Helfen
035002	Dienen
035003	Versorgen, Unterstützen
035004	Sich kümmern um, Sorge tragen
035005	Der Obhut anvertrauen
035006	Aufziehen, Großziehen
035007	Adoptieren
035008	Verlassen, Im Stich lassen
036001	Leiten, Führen
036002	Erziehen, Ausbilden
036003	Gehorchen, Ungehorsam sein
036004	Folgen, Ein Jünger sein
037001	Beherrschen, Zurückhalten
037002	Zwingen, Nötigen
037003	Autorität ausüben
037004	Herrschen, Regieren
037005	Einer Rolle oder Funktion zuweisen
037006	Ergreifen, In Gewahrsam nehmen
037007	Ausliefern, Verraten
037008	Einkerkern
037009	Bewachen, Beaufsichtigen
037010	Freilassen, Befreien
038001	Bestrafen
038002	Belohnen, Vergelten
039001	Widerstand, Feindschaft
039002	Spaltung
039003	Widerstand
039004	Nachgeben
039005	Streit, Kampf
039006	Rache
039007	Rebellion
039008	Aufruhr
039009	Verfolgung
039010	Angriff
039011	Hinterhalt
039012	Besiegen
040001	Versöhnung
040002	Vergebung
041001	Verhalten, Betragen
041002	Brauch, Tradition
041003	Bestimmte Verhaltensmuster
041004	Verhalten nachahmen
041005	Verhalten ändern
042001	Funktion
042002	Tun, Ausführen
042003	Machen, Erschaffen
042004	Arbeiten, Sich mühen
042005	Handwerk, Gewerbe
043	Landwirtschaft
044	Viehzucht, Fischfang
045	Bauen, Errichten
046	Haushaltstätigkeiten
047001	Bewegung von Flüssigkeiten oder Massen
047002	Verwendung von Flüssigkeiten
047003	Auftragen und Entfernen von Flüssigkeiten oder Massen
048	Tätigkeiten mit Stoff
049	Tätigkeiten mit Kleidung und Schmuck
050	Wettkämpfe und Spiel
051	Feste
052	Bestattungen und Begräbnis
053001	Religiöse Praxis
053002	Opfergabe, Opfer
053003	Reinigen, Säubern
053004	Verunreinigen, Unrein, Gewöhnlich
053005	Taufen
053006	Weihen, Heiligen
053007	Anbeten, Verehren
053008	Fasten
053009	Rollen und Funktionen
053010	Magie
053011	Exorzismus
053012	Sakrileg
054	Seefahrtstätigkeiten
055001	Bewaffnen
055002	Kämpfen
055003	Heer
055004	Soldaten, Offiziere
055005	Kriegsgefangene
056001	Gericht
056002	Rechtsstreit, Fall
056003	Anklage
056004	Gerichtliche Anhörung, Untersuchung
056005	Richten, Verurteilen, Freisprechen
056006	Recht erlangen
056007	Anwalt, Rechtsbeistand
056008	Zur Bestrafung abführen
057	Besitzen, Übertragen, Tauschen
057001	Haben, Besitzen, Eigentum, Eigentümer
057002	Genug haben
057003	Reich sein, Wohlhabend sein
057004	Schatz
057005	Bedarf, Mangel
057006	Arm sein, Bedürftig sein, Armut
057007	Nehmen, Erlangen, Gewinnen, Verlieren
057008	Geben
057009	Empfangen
057010	Tauschen
057011	Ausgeben, Verschwenden
057012	Bezahlen, Preis, Kosten
057013	Mieten, Vermieten
057014	Steuer, Tribut
057015	Verkaufen, Kaufen, Preis
057016	Verdienen, Gewinnen, Geschäfte machen
057017	Leihen, Darlehen, Zins, Borgen, Bank
057018	Schulden, Schuld, Erlassen
057019	Eine finanzielle Last sein
057020	Aufzeichnungen führen
057021	Stehlen, Rauben
058001	Natur, Charakter
058002	Erscheinung als äußere Erscheinungsform
058003	Grundprinzipien oder Merkmale, die das Wesen von etwas bestimmen
058004	Klasse, Art
058005	Gleiche oder gleichwertige Art oder Klasse
058006	Andere Art oder Klasse
058007	Unverwechselbar, Einzigartig
058008	Ungewöhnlich, Vom Gewöhnlichen abweichend
058009	Muster, Modell, Beispiel und entsprechende Darstellung
058010	Urbild, Entsprechendes Abbild [Antitypus]
058011	Neu, Alt [vorwiegend nicht-zeitlich]
059001	Viele, Wenige [Zählbares]
059002	Viel, Wenig [Massen, Kollektive, Ausdehnungen]
059003	Alle, Jeder, Ein Jeder [Gesamtheit]
059004	Voll, Leer
059005	Genug, Ausreichend
059006	Fülle, Überfluss, Sparsamkeit
059007	Zunahme, Abnahme
059008	Hinzufügen, Abziehen
060001	Zahl, Zahllos
060002	Eins, Zwei, Drei usw. [Kardinalzahlen]
060003	Erster, Zweiter, Dritter usw. [Ordinalzahlen]
060004	Hälfte, Drittel, Viertel [Bruchteile]
060005	Einmal, Zweimal, Dreimal usw. [Kardinalzahlen der Zeit]
060006	Doppelt, Vierfach usw. [Vielfache]
060007	Paar, Gruppe [Nummerierte Kollektive]
061	Reihenfolge
062001	Zusammenstellen, Anordnen [von physischen Objekten]
062002	Organisieren [von Ereignissen und Zuständen]
063001	Ganzes
063002	Vereinen
063003	Mischen
063004	Teil
063005	Überrest
063006	Teilen
063007	Trennen
064	Vergleich
065001	Wertvoll, Wertlos
065002	Würdig, Nicht würdig
065003	Gut, Schlecht
065004	Nützlich, Nutzlos
065005	Vorteilhaft, Nicht vorteilhaft
065006	Wichtig, Unwichtig
066	Richtig, Unrichtig
067001	Ein Zeitpunkt ohne Bezug auf andere Zeitpunkte: Zeit, Gelegenheit, Je, Oft
067002	Ein Zeitpunkt mit Bezug auf andere Zeitpunkte: Vorher, Vor langem, Jetzt, Zur selben Zeit, Wann, Ungefähr, Danach
067003	Ein Zeitpunkt mit Bezug auf Zeitdauer: Anfang, Ende
067004	Ein Zeitpunkt mit Bezug auf Zeiteinheiten: Tagesanbruch, Mittag, Mitternacht, Spät
067005	Zeitdauer ohne Bezug auf Zeitpunkte oder -einheiten: Zeit, Zeit verbringen, Immer, Ewig, Alt, Sofort, Jung
067006	Zeitdauer mit Bezug auf einen Zeitpunkt: Bis, Verzögerung, Noch, Von
067007	Zeitdauer mit Bezug auf eine Zeiteinheit: Während, In, Solange, Hindurch
067008	Unbestimmte Zeiteinheiten: Zeitalter, Lebenszeit, Zeitraum, Periode
067009	Bestimmte Zeiteinheiten: Jahr, Monat, Woche, Tag, Stunde
067010	Zeiteinheiten mit Bezug auf andere Einheiten oder Zeitpunkte: Gestern, Heute, Nächster Tag
068001	Beginnen, Anfangen
068002	Fortsetzen
068003	Vollenden, Beenden, Gelingen
068004	Aufhören, Stoppen
068005	Versuchen, Sich bemühen
068006	Intensiv oder ausgiebig tun
068007	Schnelligkeit, Plötzlichkeit
069001	Bejahung
069002	Verneinung
069003	Verneinung mit Klitika verbunden
069004	Marker für eine bejahende Antwort auf Fragen
069005	Marker für eine verneinende Antwort auf Fragen
070	Wirklich, Unwirklich
071001	Möglich, Unmöglich
071002	Wahrscheinlich, Unwahrscheinlich
071003	Gewiss, Ungewiss
071004	Sollte, Müsste
071005	Notwendig, Unnötig
072001	Wahr, Falsch
072002	Genau, Ungenau
073	Echt, Unecht
074	Fähig, Imstande
075	Geeignet, Qualifiziert
076	Macht, Kraft
077	Bereit, Vorbereitet
078001	Viel, Wenig [Positiv-Negativer Grad]
078002	Mehr als, Weniger als [Komparativer Grad]
078003	Ungefähr, Etwa, Fast, Kaum [Annähernder Grad]
078004	Vollständig, Genug [Vollendender Grad]
078005	Bis zu, So sehr wie, In dem Maße, dass [Markierter Grad der Ausdehnung]
079001	Physisch [Materiell], Geistlich
079002	Natürlich [Menschlich], Geistlich
079003	Fest, Flüssig
079004	Schön, Hässlich
079005	Herrlich
079006	Durchsichtig
079007	Farbe
079008	Süß, Bitter, Fade
079009	Duft, Geruch
079010	Sauber, Schmutzig
079011	Gefleckt, Fleckenlos
079012	Makelbehaftet, Makellos
079013	Stark, Schwach
079014	Heiß, Lau, Kalt
079015	Nass, Trocken
079016	Uneben [Rau], Eben [Glatt]
079017	Gerade, Krumm
079018	Zwei- und dreidimensionale Formen
079019	Scharf
079020	Rein, Unvermischt, Unverdünnt
079021	Weich, Zart
079022	Männlich, Weiblich
079023	Formen
079024	Offen, Geschlossen
079025	Bedeckt
079026	Umhüllt
079027	Aufgerollt
079028	Groß, Klein
079029	Vollkommen
080001	Raum, Ort
080002	Grenzen, Begrenzungen des Raums
081001	Maß, Messen
081002	Hoch, Niedrig, Tief
081003	Lang, Kurz, Fern
081004	Schmal, Breit
081005	Bestimmte Volumenmaße
081006	Bestimmte Längenmaße
082001	Norden, Süden, Osten, Westen
082002	Links, Rechts, Geradeaus, Gegenüber
083001	Hier, Dort
083002	Wo, Irgendwo, Überall
083003	Unter, Zwischen, In, Innen
083004	Um, Herum, Außen
083005	Bei, Neben, Nahe, Fern
083006	Vor, Von Angesicht zu Angesicht, Hinter
083007	Gegenüber, Entgegen, Auf der anderen Seite, Vor der Küste von
083008	Auf, Auf der Oberfläche von
083009	Oben, Unten
083010	Jenseits, Auf der anderen Seite von
084001	Ausdehnung von einer Quelle
084002	Ausdehnung zu einem Ziel
084003	Ausdehnung entlang eines Pfades
085001	An einem Ort sein
085002	Setzen, Stellen, Legen
085003	Bleiben, Verweilen
085004	An einem Ort zurücklassen
085005	Wohnen, Ansässig sein
086001	Schwer, Leicht
086002	Pfund, Talent [Bestimmte Gewichtseinheiten]
087	Status
087001	Position, Rang
087002	Ehre oder Respekt in Bezug auf Status
087003	Hoher Status oder Rang [einschließlich Personen von hohem Status]
087004	Niedriger Status oder Rang [einschließlich Personen von niedrigem Status]
087005	Sklave, Frei
088001	Güte
088002	Gerecht, Rechtschaffen
088003	Heilig, Rein
088004	Vollkommen, Vollkommenheit
088005	Ehrlichkeit, Aufrichtigkeit
088006	Bescheidenheit, Anstand
088007	Demut
088008	Sanftmut, Milde
088009	Güte, Härte
088010	Barmherzigkeit, Erbarmungslos
088011	Selbstbeherrschung, Mangel an Selbstbeherrschung
088012	Vernünftiges Verhalten, Unvernünftiges Verhalten
088013	Reifes Verhalten
088014	Friedliches Verhalten
088015	Schlecht, Böse, Schädlich, Verderblich
088016	Schlecht behandeln
088017	Hart handeln
088018	Gesetzlos handeln
088019	Ausbeuten
088020	Schändlich handeln
088021	Irreführen, In die Irre führen, Täuschen
088022	Neid, Eifersucht
088023	Nachtragend, Groll hegen gegen
088024	Zorn, Empört sein über
088025	Verachten, Geringschätzen, Verachtung
088026	Hassen, Hasserfüllt
088027	Arroganz, Hochmut, Stolz
088028	Halsstarrigkeit
088029	Heuchelei, Vortäuschung
088030	Parteilichkeit zeigen, Vorurteil
088031	Ein Wichtigtuer sein
088032	Faulheit, Müßiggang
088033	Ausschweifendes Leben, Zügelloses Leben
088034	Unreinheit
088035	Zügellosigkeit, Perversion
088036	Sexuelles Fehlverhalten
088037	Trunkenheit
088038	Sünde, Übeltat, Schuld
089003	Ableitung
089004	Spezifizierung
089005	Beziehungen mit Entsprechungen [Isomorphismen]
089006	Grundlage
089007	Ursache und/oder Grund
089008	Ergebnis
089009	Zweck
089010	Bedingung
089011	Einräumung
089012	Mittel
089013	Begleitumstände
089014	Art und Weise
089015	Sequenzielle Hinzufügung
089016	Verteilung
089017	Hinzufügung
089018	Verknüpfung
089019	Gleichwertigkeit
089020	Verbindung
089021	Trennung
089022	Kombinatorische Beziehung
089023	Kontrast
089024	Alternative Beziehung
089025	Substanz
090001	Handelnder, Personal oder Nichtpersonal, Kausativ oder Unmittelbar, Direkt oder Indirekt
090002	Instrument
090003	Quelle eines Ereignisses oder einer Handlung
090004	Verantwortung
090005	Standpunkt-Teilnehmer
090006	Inhalt
090007	Bürge-Teilnehmer bei Eiden
090008	Widerstand
090009	Nutznießung
090010	Grund-Teilnehmer
090011	Handelnder eines zählbaren Ereignisses
090012	Handelnder in kausativer Rolle, durch Verben markiert
090013	Erlebender
090014	Erleben lassen
091001	Übergangsmarker
091002	Betonungsmarker
091003	Aufmerksamkeitserreger
091004	Marker der direkten Anrede
091005	Marker von identifizierenden und erklärenden Sätzen [Epexegetisch]
092001	Sprecher
092002	Sprecher und die mit dem Sprecher Verbundenen [exklusiv und inklusiv]
092003	Empfänger
092004	Über wen oder was gesprochen oder geschrieben wird
092005	Wechselseitiger Bezug
092006	Relativer Bezug
092007	Demonstrativer oder deiktischer Bezug
092008	Emphatisches Adjunkt
093001	Personen (Eigennamen)
093002	Orte (Eigennamen)
