# source=aligned; asm/IRVAsm via Clear-Bible/Alignments manual word alignment
surface	strong	count	share
অজ্ঞানী	G3154	1	0.333
অজ্ঞানী	G0801	1	0.333
অজ্ঞানৰ	G0878	1	0.500
অজ্ঞানৰ	G0781	1	0.500
অঞ্চল	G3588	1	0.250
অঞ্চল	G5561	1	0.250
অঞ্চল	G4066	1	0.250
অঞ্চল	G1093	1	0.250
অঞ্চলত	G2824	2	0.286
অঞ্চলত	G5561	1	0.143
অঞ্চলত	G3650	1	0.143
অঞ্চলত	G3465	1	0.143
অঞ্চলত	G5117	1	0.143
অঞ্চলত	G1722	1	0.143
অঞ্চলতে	G1722	1	1.000
অঞ্চলতো	G0058	1	0.500
অঞ্চলতো	G2097	1	0.500
অঞ্চলবোৰলৈ	G2824	1	1.000
অঞ্চলবোৰৰ	G0773	1	1.000
অঞ্চললৈ	G3313	2	0.400
অঞ্চললৈ	G3725	1	0.200
অঞ্চললৈ	G1519	1	0.200
অঞ্চললৈ	G4066	1	0.200
অঞ্চলেদি	G3313	1	0.500
অঞ্চলেদি	G1276	1	0.500
অঞ্চলৰ	G4066	4	0.267
অঞ্চলৰ	G3725	2	0.133
অঞ্চলৰ	G3714	2	0.133
অঞ্চলৰ	G1093	1	0.067
অঞ্চলৰ	G1519	1	0.067
অঞ্চলৰ	G2449	1	0.067
অঞ্চলৰ	G3882	1	0.067
অঞ্চলৰ	G4172	1	0.067
অঞ্চলৰ	G3313	1	0.067
অঞ্চলৰ	G5561	1	0.067
অটল	G2147	1	1.000
অটুট	G1696	1	1.000
অতি	G3173	7	0.080
অতি	G0281	7	0.080
অতি	G4970	4	0.045
অতি	G3029	3	0.034
অতি	G3588	3	0.034
অতি	G4183	3	0.034
অতি	G4404	2	0.023
অতি	G1063	2	0.023
অতি	G4260	2	0.023
অতি	G2532	2	0.023
অতি	G1646	2	0.023
অতি	G3722	2	0.023
অতি	G3956	2	0.023
অতি	G0791	2	0.023
অতি	G5082	2	0.023
অতি	G3641	1	0.011
অতি	G3076	1	0.011
অতি	G1055	1	0.011
অতি	G1568	1	0.011
অতি	G5399	1	0.011
অতি	G4328	1	0.011
অতি	G2296	1	0.011
অতি	G2048	1	0.011
অতি	G0931	1	0.011
অতি	G0074	1	0.011
অতি	G4090	1	0.011
অতি	G2045	1	0.011
অতি	G2896	1	0.011
অতি	G3140	1	0.011
অতি	G2443	1	0.011
অতি	G4602	1	0.011
অতি	G4144	1	0.011
অতি	G5034	1	0.011
অতি	G2075	1	0.011
অতি	G0982	1	0.011
অতি	G0846	1	0.011
অতি	G2076	1	0.011
অতি	G5613	1	0.011
অতি	G2596	1	0.011
অতি	G1647	1	0.011
অতি	G5251	1	0.011
অতি	G1410	1	0.011
অতি	G1096	1	0.011
অতি	G4709	1	0.011
অতি	G0039	1	0.011
অতি	G5398	1	0.011
অতি	G2909	1	0.011
অতি	G5479	1	0.011
অতি	G3398	1	0.011
অতি	G4190	1	0.011
অতি	G4184	1	0.011
অতি	G3176	1	0.011
অতি	G4146	1	0.011
অতি	G2669	1	0.011
অতি	G2112	1	0.011
অতি	G4633	1	0.011
অতি	G3485	1	0.011
অতি	G5463	1	0.011
অতিকৈ	G4183	1	0.500
অতিকৈ	G3187	1	0.500
অতিক্রম	G5228	1	1.000
অতিথি	G3581	4	0.500
অতিথি	G5382	2	0.250
অতিথি	G3588	1	0.125
অতিথি	G5381	1	0.125
অতিথি-সেৱাত	G5381	1	1.000
অতিথিপৰায়ণ	G5382	1	1.000
অতিথিশালাত	G1722	1	1.000
অতিবাহিত	G1415	1	1.000
অতিশয়	G3029	2	0.125
অতিশয়	G4970	2	0.125
অতিশয়	G3173	2	0.125
অতিশয়	G1171	1	0.062
অতিশয়	G3076	1	0.062
অতিশয়	G2560	1	0.062
অতিশয়	G4709	1	0.062
অতিশয়	G5463	1	0.062
অতিশয়	G5479	1	0.062
অতিশয়	G5399	1	0.062
অতিশয়	G2296	1	0.062
অতিশয়	G3956	1	0.062
অতিশয়	G4183	1	0.062
অতিশয়ৰূপে	G5232	1	0.500
অতিশয়ৰূপে	G3029	1	0.500
অতিশয্যৰে	G0192	1	1.000
অতিৰিক্ত	G4052	2	0.182
অতিৰিক্ত	G5235	2	0.182
অতিৰিক্ত	G3844	2	0.182
অতিৰিক্ত	G0941	1	0.091
অতিৰিক্ত	G2254	1	0.091
অতিৰিক্ত	G1410	1	0.091
অতিৰিক্ত	G4055	1	0.091
অতিৰিক্ত	G5234	1	0.091
অতিৰিক্তৰূপে	G5236	1	1.000
অতীতত	G1096	1	1.000
অত্যাচাৰ	G2558	2	0.400
অত্যাচাৰ	G2559	1	0.200
অত্যাচাৰ	G5495	1	0.200
অত্যাচাৰ	G2616	1	0.200
অত্যাচাৰী	G0989	1	1.000
অথচ	G1161	5	0.833
অথচ	G2532	1	0.167
অথনিয়ে	G0846	1	1.000
অথবা	G2228	7	0.700
অথবা	G2532	1	0.100
অথবা	G1161	1	0.100
অথবা	G2257	1	0.100
অদমীন	G0284	2	1.000
অদৃশ্য	G0517	5	0.455
অদৃশ্য	G0991	2	0.182
অদৃশ্য	G0082	1	0.091
অদৃশ্য	G0855	1	0.091
অদৃশ্য	G0854	1	0.091
অদৃশ্য	G3756	1	0.091
অদ্দী	G0078	1	1.000
অদ্দীৰ	G0078	1	1.000
অদ্ভুত	G5059	7	0.700
অদ্ভুত	G4592	1	0.100
অদ্ভুত	G5401	1	0.100
অদ্ভুত	G3581	1	0.100
অধম	G5501	1	1.000
অধর্ম	G0094	1	1.000
অধর্মি	G0094	1	0.500
অধর্মি	G0093	1	0.500
অধর্মি৷	G0094	1	1.000
অধার্মিক	G0094	2	0.667
অধার্মিক	G3964	1	0.333
অধার্মিকতাত	G0235	1	1.000
অধার্মিকতাৰ	G0093	2	1.000
অধাৰ্মিক	G0094	3	0.600
অধাৰ্মিক	G0093	1	0.200
অধাৰ্মিক	G0765	1	0.200
অধাৰ্মিকতা	G0093	2	1.000
অধাৰ্মিকতাই	G0093	1	1.000
অধাৰ্মিকতাক	G0093	1	1.000
অধাৰ্মিকতাৰ	G0093	3	1.000
অধিক	G4119	24	0.178
অধিক	G4183	18	0.133
অধিক	G3123	18	0.133
অধিক	G4055	8	0.059
অধিক	G3588	6	0.044
অধিক	G5228	4	0.030
অধিক	G4056	4	0.030
অধিক	G1722	3	0.022
অধিক	G4121	3	0.022
অধিক	G4053	2	0.015
অধিক	G0414	2	0.015
অধিক	G5501	2	0.015
অধিক	G4118	2	0.015
অধিক	G1883	2	0.015
অধিক	G5463	2	0.015
অধিক	G3844	2	0.015
অধিক	G2089	2	0.015
অধিক	G1325	1	0.007
অধিক	G4129	1	0.007
অধিক	G4052	1	0.007
অধিক	G1223	1	0.007
অধিক	G4369	1	0.007
অধিক	G5100	1	0.007
অধিক	G2228	1	0.007
অধিক	G5429	1	0.007
অধিক	G4179	1	0.007
অধিক	G3371	1	0.007
অধিক	G2296	1	0.007
অধিক	G4083	1	0.007
অধিক	G1991	1	0.007
অধিক	G4135	1	0.007
অধিক	G2076	1	0.007
অধিক	G3348	1	0.007
অধিক	G3309	1	0.007
অধিক	G1652	1	0.007
অধিক	G5236	1	0.007
অধিক	G5229	1	0.007
অধিক	G0316	1	0.007
অধিক	G2442	1	0.007
অধিক	G1939	1	0.007
অধিক	G4214	1	0.007
অধিক	G1313	1	0.007
অধিক	G2909	1	0.007
অধিক	G3187	1	0.007
অধিক	G5046	1	0.007
অধিক	G1096	1	0.007
অধিক	G3186	1	0.007
অধিক	G3173	1	0.007
অধিককৈ	G4183	3	0.273
অধিককৈ	G3123	2	0.182
অধিককৈ	G4054	1	0.091
অধিককৈ	G4057	1	0.091
অধিককৈ	G4687	1	0.091
অধিককৈ	G2325	1	0.091
অধিককৈ	G2532	1	0.091
অধিককৈ	G5118	1	0.091
অধিকতা	G4050	1	1.000
অধিকতো	G2532	1	1.000
অধিকাৰ	G1849	12	0.429
অধিকাৰ	G2816	2	0.071
অধিকাৰ	G5530	2	0.071
অধিকাৰ	G1473	1	0.036
অধিকাৰ	G3754	1	0.036
অধিকাৰ	G5117	1	0.036
অধিকাৰ	G1856	1	0.036
অধিকাৰ	G3588	1	0.036
অধিকাৰ	G5600	1	0.036
অধিকাৰ	G4318	1	0.036
অধিকাৰ	G2819	1	0.036
অধিকাৰ	G2817	1	0.036
অধিকাৰ	G3954	1	0.036
অধিকাৰ	G2634	1	0.036
অধিকাৰ	G2904	1	0.036
অধিকাৰী	G2816	12	0.364
অধিকাৰী	G0752	4	0.121
অধিকাৰী	G0758	3	0.091
অধিকাৰী	G1849	2	0.061
অধিকাৰী	G2818	2	0.061
অধিকাৰী	G2089	1	0.030
অধিকাৰী	G1883	1	0.030
অধিকাৰী	G1850	1	0.030
অধিকাৰী	G2222	1	0.030
অধিকাৰী	G3624	1	0.030
অধিকাৰী	G1860	1	0.030
অধিকাৰী	G4789	1	0.030
অধিকাৰী	G5247	1	0.030
অধিকাৰী	G2983	1	0.030
অধিকাৰী	G3880	1	0.030
অধিকাৰীক	G0758	1	1.000
অধিকাৰীয়ে	G0758	2	0.400
অধিকাৰীয়ে	G0755	2	0.400
অধিকাৰীয়ে	G0775	1	0.200
অধিকাৰীৰ	G0755	1	0.333
অধিকাৰীৰ	G0758	1	0.333
অধিকাৰীৰ	G1849	1	0.333
অধিকাৰেৰে	G1849	2	1.000
অধিকাৰো	G1849	1	1.000
অধিকাৰৰ	G2817	2	0.400
অধিকাৰৰ	G1849	1	0.200
অধিকাৰৰ	G2819	1	0.200
অধিকাৰৰ	G4047	1	0.200
অধিকৰূপে	G4214	1	0.333
অধিকৰূপে	G4119	1	0.333
অধিকৰূপে	G0949	1	0.333
অধিপতি	G2232	1	0.250
অধিপতি	G2962	1	0.250
অধিপতি	G1058	1	0.250
অধিপতি	G1203	1	0.250
অধিপতিক	G3177	1	1.000
অধিপতিয়ে	G0446	2	0.667
অধিপতিয়ে	G1481	1	0.333
অধীন	G5259	10	0.714
অধীন	G3551	1	0.071
অধীন	G5293	1	0.071
অধীন	G0599	1	0.071
অধীন	G0259	1	0.071
অধীনত	G5259	8	0.364
অধীনত	G1722	4	0.182
অধীনত	G1400	2	0.091
অধীনত	G1410	1	0.045
অধীনত	G4314	1	0.045
অধীনত	G3551	1	0.045
অধীনত	G1772	1	0.045
অধীনত	G2638	1	0.045
অধীনত	G1683	1	0.045
অধীনত	G5293	1	0.045
অধীনত	G2992	1	0.045
অধীনতো	G5259	2	1.000
অধীনলৈ	G5259	1	0.500
অধীনলৈ	G1722	1	0.500
অধ্যক্ষ	G1985	1	0.500
অধ্যক্ষ	G3588	1	0.500
অধ্যক্ষই	G3852	1	0.250
অধ্যক্ষই	G1200	1	0.250
অধ্যক্ষই	G5457	1	0.250
অধ্যক্ষই	G0518	1	0.250
অধ্যক্ষক	G0806	1	1.000
অধ্যক্ষকৰ	G1985	1	1.000
অধ্যক্ষৰ	G2962	1	0.500
অধ্যক্ষৰ	G1985	1	0.500
অধ্যাপক	G1122	45	0.738
অধ্যাপক	G3588	6	0.098
অধ্যাপক	G3547	3	0.049
অধ্যাপক	G0615	1	0.016
অধ্যাপক	G1320	1	0.016
অধ্যাপক	G0848	1	0.016
অধ্যাপক	G0846	1	0.016
অধ্যাপক	G3759	1	0.016
অধ্যাপক	G2532	1	0.016
অধ্যাপক	G3313	1	0.016
অধ্যাপকে	G1122	2	0.667
অধ্যাপকে	G4749	1	0.333
অধৰ্ম	G0458	3	1.000
অধৰ্মময়	G0093	1	1.000
অধৰ্মি	G0094	2	1.000
অধৰ্মেৰে	G0458	1	1.000
অধৰ্মৰ	G0458	2	0.667
অধৰ্মৰ	G0093	1	0.333
অননিয়ই	G0367	2	0.667
অননিয়ই	G2532	1	0.333
অননিয়ৰ	G1135	1	1.000
অনন্ত	G0166	56	0.824
অনন্ত	G2222	3	0.044
অনন্ত	G4442	2	0.029
অনন্ত	G0126	2	0.029
অনন্ত	G4160	1	0.015
অনন্ত	G2198	1	0.015
অনন্ত	G3588	1	0.015
অনন্ত	G0165	1	0.015
অনন্ত	G5040	1	0.015
অনন্তকলীয়া	G0166	4	1.000
অনন্তকাল	G0166	2	0.667
অনন্তকাল	G3887	1	0.333
অনর্থক	G3026	1	0.333
অনর্থক	G3151	1	0.333
অনর্থক	G3152	1	0.333
অনর্থকৰূপে	G3155	1	1.000
অনা	G2597	1	0.125
অনা	G4374	1	0.125
অনা	G4863	1	0.125
অনা	G5259	1	0.125
অনা	G4616	1	0.125
অনা	G3588	1	0.125
অনা	G1533	1	0.125
অনা	G4992	1	0.125
অনা-ইহুদী	G1484	56	0.789
অনা-ইহুদী	G3588	4	0.056
অনা-ইহুদী	G2450	2	0.028
অনা-ইহুদী	G3170	1	0.014
অনা-ইহুদী	G2453	1	0.014
অনা-ইহুদী	G5137	1	0.014
অনা-ইহুদী	G1519	1	0.014
অনা-ইহুদী	G3739	1	0.014
অনা-ইহুদী	G1722	1	0.014
অনা-ইহুদী	G3004	1	0.014
অনা-ইহুদী	G0686	1	0.014
অনা-ইহুদী	G1482	1	0.014
অনা-ইহুদীও	G1484	1	1.000
অনাথ	G1459	1	0.500
অনাথ	G2532	1	0.500
অনাথকৈ	G3737	1	1.000
অনাথিনী	G2048	1	1.000
অনাদি	G0166	2	0.667
অনাদি	G0126	1	0.333
অনাদৃত	G0820	1	1.000
অনাদৰজনক	G0819	1	1.000
অনাদৰণীয়	G0820	1	1.000
অনাদৰণীয়টোক	G3588	1	1.000
অনাদৰযুক্ত	G0819	1	1.000
অনাদৰৰ	G0819	2	1.000
অনাধিকাৰ	G4020	1	1.000
অনালে	G0071	1	1.000
অনাহাৰে	G4328	1	1.000
অনাৰ	G1294	1	1.000
অনিন্দনীয়	G3588	1	0.500
অনিন্দনীয়	G1319	1	0.500
অনিয়মত	G3588	1	1.000
অনির্বচনীয়	G0021	1	1.000
অনির্ভৰযোগ্য	G0802	1	1.000
অনিশ্চিত	G0083	1	1.000
অনিষ্ট	G0091	6	0.600
অনিষ্ট	G2556	1	0.100
অনিষ্ট	G5351	1	0.100
অনিষ্ট	G3361	1	0.100
অনিষ্ট	G0846	1	0.100
অনিৰ্ব্বচনীয়	G0215	1	0.500
অনিৰ্ব্বচনীয়	G1519	1	0.500
অনীচিমৰ	G3588	1	1.000
অনুকাৰী	G3402	4	0.364
অনুকাৰী	G3401	4	0.364
অনুকাৰী	G4831	1	0.091
অনুকাৰী	G3877	1	0.091
অনুকাৰী	G3588	1	0.091
অনুক্ৰমে	G4118	1	1.000
অনুগামী	G0190	4	0.250
অনুগামী	G1872	2	0.125
অনুগামী	G5207	1	0.062
অনুগামী	G0846	1	0.062
অনুগামী	G3450	1	0.062
অনুগামী	G4592	1	0.062
অনুগামী	G3588	1	0.062
অনুগামী	G5216	1	0.062
অনুগামী	G3745	1	0.062
অনুগামী	G2409	1	0.062
অনুগামী	G1722	1	0.062
অনুগামী	G4198	1	0.062
অনুগামীবোৰও	G3762	1	1.000
অনুগ্রহ	G5485	8	0.889
অনুগ্রহ	G1325	1	0.111
অনুগ্রহত	G5565	1	1.000
অনুগ্রহৰ	G5485	6	0.857
অনুগ্রহৰ	G3588	1	0.143
অনুগ্ৰহ	G5485	46	0.807
অনুগ্ৰহ	G3588	5	0.088
অনুগ্ৰহ	G5487	1	0.018
অনুগ্ৰহ	G3930	1	0.018
অনুগ্ৰহ	G0514	1	0.018
অনুগ্ৰহ	G5544	1	0.018
অনুগ্ৰহ	G5483	1	0.018
অনুগ্ৰহ	G1656	1	0.018
অনুগ্ৰহক	G5485	1	1.000
অনুগ্ৰহত	G5485	5	0.833
অনুগ্ৰহত	G1722	1	0.167
অনুগ্ৰহতো	G5485	1	1.000
অনুগ্ৰহবিহীন	G5302	1	1.000
অনুগ্ৰহযুক্ত	G5485	1	1.000
অনুগ্ৰহে	G5485	2	0.500
অনুগ্ৰহে	G5543	1	0.250
অনুগ্ৰহে	G2248	1	0.250
অনুগ্ৰহেৰে	G5485	4	0.800
অনুগ্ৰহেৰে	G5483	1	0.200
অনুগ্ৰহেৰেহে	G5485	2	1.000
অনুগ্ৰহৰ	G5485	22	0.733
অনুগ্ৰহৰ	G5486	5	0.167
অনুগ্ৰহৰ	G1345	1	0.033
অনুগ্ৰহৰ	G1391	1	0.033
অনুগ্ৰহৰ	G1957	1	0.033
অনুগ্ৰহৰদৰেহে	G5485	1	1.000
অনুগ্ৰহৰহে	G5485	1	1.000
অনুগ্ৰহৰূপ	G5485	1	1.000
অনুচিত	G3762	1	0.500
অনুচিত	G3739	1	0.500
অনুজ্জ্ৱল	G5515	1	1.000
অনুতপ্ত	G3340	1	0.500
অনুতপ্ত	G0278	1	0.500
অনুতাপ	G3340	2	0.667
অনুতাপ	G3338	1	0.333
অনুপকাৰী	G0512	1	0.500
অনুপকাৰী	G0890	1	0.500
অনুপমতাত	G5236	1	1.000
অনুপযুক্ত	G0888	1	1.000
অনুপযোগী	G0096	1	1.000
অনুপস্থিত	G0548	3	1.000
অনুপস্থিতিতো	G4183	1	1.000
অনুপস্থিতো	G2443	1	1.000
অনুপ্রাণিত	G3056	1	1.000
অনুবাদিত	G2059	1	1.000
অনুভূতিশীল	G0444	1	1.000
অনুভৱ	G3663	1	0.333
অনুভৱ	G1722	1	0.333
অনুভৱ	G5584	1	0.333
অনুমতি	G2010	13	0.542
অনুমতি	G0863	2	0.083
অনুমতি	G1325	2	0.083
অনুমতি	G0427	1	0.042
অনুমতি	G1525	1	0.042
অনুমতি	G1433	1	0.042
অনুমতি	G0991	1	0.042
অনুমতি	G0154	1	0.042
অনুমতি	G3588	1	0.042
অনুমতি	G5483	1	0.042
অনুমতিলৈ	G1526	1	1.000
অনুমতিহে	G4774	1	1.000
অনুমোদন	G3936	1	1.000
অনুযায়ী	G2596	4	0.667
অনুযায়ী	G5613	1	0.167
অনুযায়ী	G2531	1	0.167
অনুযোগ	G1651	5	0.625
অনুযোগ	G2008	2	0.250
অনুযোগ	G3870	1	0.125
অনুযোগৰ	G1882	1	1.000
অনুশোচনা	G3338	1	1.000
অনুসন্ধান	G2045	2	0.333
অনুসন্ধান	G3877	1	0.167
অনুসন্ধান	G0350	1	0.167
অনুসন্ধান	G2212	1	0.167
অনুসন্ধান	G1830	1	0.167
অনুসন্ধানকাৰী	G2045	1	1.000
অনুসাৰে	G2596	67	0.657
অনুসাৰে	G2531	3	0.029
অনুসাৰে	G3739	2	0.020
অনুসাৰে	G1832	2	0.020
অনুসাৰে	G3588	2	0.020
অনুসাৰে	G1223	2	0.020
অনুসাৰে	G2309	1	0.010
অনুসাৰে	G1909	1	0.010
অনুসাৰে	G5290	1	0.010
অনুসাৰে	G1391	1	0.010
অনুসাৰে	G1299	1	0.010
অনুসাৰে	G1125	1	0.010
অনুসাৰে	G2453	1	0.010
অনুসাৰে	G5259	1	0.010
অনুসাৰে	G3475	1	0.010
অনুসাৰে	G1722	1	0.010
অনুসাৰে	G2046	1	0.010
অনুসাৰে	G5124	1	0.010
অনুসাৰে	G5252	1	0.010
অনুসাৰে	G1537	1	0.010
অনুসাৰে	G4561	1	0.010
অনুসাৰে	G2005	1	0.010
অনুসাৰে	G2532	1	0.010
অনুসাৰে	G4314	1	0.010
অনুসাৰে	G2583	1	0.010
অনুসাৰে	G3545	1	0.010
অনুসাৰে	G4633	1	0.010
অনুসাৰে	G1014	1	0.010
অনুসাৰে	G2443	1	0.010
অনুসাৰে	G5613	1	0.010
অনুসাৰেই	G3779	1	1.000
অনুসৰণ	G0190	9	0.600
অনুসৰণ	G3694	1	0.067
অনুসৰণ	G1204	1	0.067
অনুসৰণ	G4576	1	0.067
অনুসৰণ	G2192	1	0.067
অনুসৰণ	G4098	1	0.067
অনুসৰণ	G1811	1	0.067
অনুসৰণকাৰী	G2596	1	1.000
অনুসৰি	G2531	4	0.364
অনুসৰি	G2596	4	0.364
অনুসৰি	G1832	1	0.091
অনুসৰি	G2122	1	0.091
অনুসৰি	G4214	1	0.091
অনু্চিত	G3361	1	1.000
অনুৰূপ	G4964	2	0.286
অনুৰূপ	G4747	2	0.286
অনুৰূপ	G4832	1	0.143
অনুৰূপ	G2150	1	0.143
অনুৰূপ	G2596	1	0.143
অনুৰোধ	G2065	13	0.520
অনুৰোধ	G3870	7	0.280
অনুৰোধ	G0154	1	0.040
অনুৰোধ	G3004	1	0.040
অনুৰোধ	G4335	1	0.040
অনুৰোধ	G3588	1	0.040
অনুৰোধ	G2428	1	0.040
অনেক	G4183	100	0.840
অনেক	G4119	3	0.025
অনেক	G3793	2	0.017
অনেক	G2425	2	0.017
অনেক	G1722	2	0.017
অনেক	G3187	1	0.008
অনেক	G0243	1	0.008
অনেক	G4128	1	0.008
অনেক	G1987	1	0.008
অনেক	G1484	1	0.008
অনেক	G1243	1	0.008
অনেক	G3597	1	0.008
অনেক	G2532	1	0.008
অনেক	G0599	1	0.008
অনেক	G2992	1	0.008
অনেকক	G4183	6	0.857
অনেকক	G4119	1	0.143
অনেকবাৰ	G4178	2	0.667
অনেকবাৰ	G4183	1	0.333
অনেকলৈ	G4183	1	1.000
অনেকে	G4183	20	0.870
অনেকে	G3793	1	0.043
অনেকে	G4129	1	0.043
অনেকে	G4712	1	0.043
অনেকেই	G0483	1	0.333
অনেকেই	G4183	1	0.333
অনেকেই	G4119	1	0.333
অনেকৰ	G4183	8	0.889
অনেকৰ	G0473	1	0.111
অনৈতিক	G4205	1	0.250
অনৈতিক	G0167	1	0.250
অনৈতিক	G0766	1	0.250
অনৈতিক	G0113	1	0.250
অন্ত	G5056	3	0.750
অন্ত	G1587	1	0.250
অন্তত	G1722	1	1.000
অন্তর্দৃষ্টি	G4907	1	1.000
অন্তর্ভুক্ত	G5023	1	0.500
অন্তর্ভুক্ত	G3588	1	0.500
অন্তর্যামী	G2589	1	1.000
অন্তহীন	G0562	1	1.000
অন্তিম	G5053	1	1.000
অন্তৰ	G2588	2	1.000
অন্তৰ-আত্মা	G4151	1	1.000
অন্তৰত	G1722	16	0.432
অন্তৰত	G2588	3	0.081
অন্তৰত	G2192	3	0.081
