# source=aligned; hau/OHCB via Clear-Bible/Alignments manual word alignment
surface	strong	count	share
ake	G5117	1	0.059
ake	G1941	1	0.059
ake	G1511	1	0.059
ake	G2476	1	0.059
ake	G5607	1	0.059
ake	G5225	1	0.059
ake	G5581	1	0.059
ake	G4983	1	0.059
ake	G2192	1	0.059
akeldama	G5564	1	1.000
akim	G0885	2	1.000
akuya	G2056	1	0.500
akuya	G5155	1	0.500
akwai	G2258	29	0.420
akwai	G2076	12	0.174
akwai	G1526	11	0.159
akwai	G2192	3	0.043
akwai	G2400	3	0.043
akwai	G1096	3	0.043
akwai	G5607	2	0.029
akwai	G5600	1	0.014
akwai	G4238	1	0.014
akwai	G3441	1	0.014
akwai	G0446	1	0.014
akwai	G2071	1	0.014
akwai	G1520	1	0.014
akwatin	G2787	2	1.000
akwila	G0207	6	1.000
alabasta	G0211	3	1.000
alade	G5300	1	1.000
aladu	G5519	5	1.000
aladun	G5519	7	0.875
aladun	G5343	1	0.125
alama	G4592	16	0.667
alama	G2678	2	0.083
alama	G4953	1	0.042
alama	G0154	1	0.042
alama	G3506	1	0.042
alama	G1614	1	0.042
alama	G1732	1	0.042
alama	G5480	1	0.042
alamar	G4592	6	0.500
alamar	G5480	4	0.333
alamar	G4972	1	0.083
alamar	G5157	1	0.083
alamarta	G5480	2	1.000
alamu	G4592	13	0.650
alamu	G5059	6	0.300
alamu	G1770	1	0.050
alamun	G4592	3	1.000
albarka	G3107	47	0.610
albarka	G2127	18	0.234
albarka	G3106	2	0.026
albarka	G1757	2	0.026
albarka	G2129	2	0.026
albarka	G2128	1	0.013
albarka	G3004	1	0.013
albarka	G4147	1	0.013
albarka	G4149	1	0.013
albarka	G5485	1	0.013
albarka	G1860	1	0.013
albarkace	G2127	3	1.000
albarkaci	G2127	3	0.750
albarkaci	G1081	1	0.250
albarkacin	G4383	2	0.667
albarkacin	G5483	1	0.333
albarkan	G1567	1	1.000
albarkar	G2129	3	0.500
albarkar	G3108	2	0.333
albarkar	G5486	1	0.167
albarkarta	G1096	1	1.000
albarkun	G4103	1	0.333
albarkun	G4152	1	0.333
albarkun	G4149	1	0.333
albarkunsa	G2817	1	1.000
albashi	G3464	1	1.000
albashin	G1220	5	1.000
albashinsa	G3408	1	1.000
albishirin	G2097	1	1.000
alekzanda	G0223	5	1.000
alekzandariya	G0221	2	0.667
alekzandariya	G3376	1	0.333
alekzandariyan	G0222	1	1.000
alfa	G0001	3	1.000
alfarma	G5485	2	1.000
alfayus	G0256	5	1.000
algaita	G0836	1	1.000
alhakin	G1567	1	0.500
alhakin	G0129	1	0.500
alhakinku	G0129	1	1.000
alhakinsu	G1567	1	1.000
alhali	G1385	2	0.500
alhali	G5422	1	0.250
alhali	G1987	1	0.250
alhalin	G0264	1	1.000
alheransa	G5544	1	1.000
alheri	G5485	55	0.714
alheri	G0018	5	0.065
alheri	G5544	4	0.052
alheri	G0015	3	0.039
alheri	G2570	2	0.026
alheri	G4160	1	0.013
alheri	G2076	1	0.013
alheri	G0014	1	0.013
alheri	G5530	1	0.013
alheri	G5363	1	0.013
alheri	G0572	1	0.013
alheri	G1343	1	0.013
alheri	G5543	1	0.013
alherin	G5485	53	0.898
alherin	G5543	2	0.034
alherin	G1334	1	0.017
alherin	G2108	1	0.017
alherin	G2144	1	0.017
alherin	G0018	1	0.017
alherina	G1184	1	0.500
alherina	G5485	1	0.500
alherinsa	G5485	11	0.688
alherinsa	G5483	3	0.188
alherinsa	G5544	2	0.125
aljani	G1140	11	0.688
aljani	G1139	3	0.188
aljani	G4151	1	0.062
aljani	G4436	1	0.062
aljanin	G1140	7	0.778
aljanin	G1139	1	0.111
aljanin	G4151	1	0.111
aljanna	G3857	1	1.000
aljannar	G3857	1	1.000
aljanu	G1140	38	0.844
aljanu	G1139	5	0.111
aljanu	G4151	1	0.022
aljanu	G3726	1	0.022
aljanun	G1140	5	0.500
aljanun	G1139	4	0.400
aljanun	G1142	1	0.100
aljihunanku	G2223	1	1.000
alkama	G4621	7	0.778
alkama	G0224	2	0.222
alkamar	G4621	3	1.000
alkamarsa	G4621	1	1.000
alkawaran	G1860	6	0.857
alkawaran	G1242	1	0.143
alkawaransa	G1862	1	1.000
alkawari	G1860	21	0.382
alkawari	G1242	16	0.291
alkawari	G1861	8	0.145
alkawari	G3670	1	0.018
alkawari	G3660	1	0.018
alkawari	G3423	1	0.018
alkawari	G4487	1	0.018
alkawari	G3727	1	0.018
alkawari	G2171	1	0.018
alkawari	G4783	1	0.018
alkawari	G4279	1	0.018
alkawari	G0273	1	0.018
alkawari	G1457	1	0.018
alkawarin	G1860	15	0.469
alkawarin	G1242	11	0.344
alkawarin	G1861	3	0.094
alkawarin	G3423	1	0.031
alkawarin	G2171	1	0.031
alkawarin	G0718	1	0.031
alkawarina	G1242	2	1.000
alkawarinka	G3727	1	1.000
alkawarinsa	G1242	3	0.600
alkawarinsa	G1860	1	0.200
alkawarinsa	G1862	1	0.200
alkawarinsu	G4102	1	1.000
alkawura	G1860	4	1.000
alkawuransa	G2478	1	1.000
alkukai	G3087	1	1.000
alkukan	G3087	5	1.000
alkyabbar	G5341	1	1.000
allah	G2316	1212	0.971
allah	G0040	7	0.006
allah	G2150	5	0.004
allah	G0952	4	0.003
allah	G2962	3	0.002
allah	G1482	2	0.002
allah	G4047	2	0.002
allah	G0763	2	0.002
allah	G1484	1	0.001
allah	G1526	1	0.001
allah	G4576	1	0.001
allah	G2319	1	0.001
allah	G0765	1	0.001
allah	G3201	1	0.001
allah	G5235	1	0.001
allah	G2588	1	0.001
allah	G4241	1	0.001
allah	G3811	1	0.001
allah	G2328	1	0.001
allahn	G2316	10	1.000
allahna	G2316	16	1.000
allahnka	G2316	8	1.000
allahnku	G2316	4	1.000
allahnmu	G2316	24	1.000
allahnsa	G2316	2	1.000
allahnsu	G2316	5	1.000
allahntaka	G2320	1	0.500
allahntaka	G2304	1	0.500
allahntakarsa	G2305	1	0.500
allahntakarsa	G2304	1	0.500
alliyar	G3049	1	1.000
alliyarmu	G2316	1	1.000
allo	G4093	1	1.000
alloli	G2316	7	0.778
alloli	G1497	1	0.111
alloli	G1140	1	0.111
allolin	G2316	1	1.000
allon	G1795	1	1.000
allunan	G4109	3	1.000
allura	G1330	1	0.500
allura	G4476	1	0.500
almajira	G3102	1	1.000
almajirai	G3101	20	0.952
almajirai	G3100	1	0.048
almajiraina	G3101	4	0.571
almajiraina	G1699	2	0.286
almajiraina	G3100	1	0.143
almajiran	G3101	57	0.966
almajiran	G0032	1	0.017
almajiran	G4827	1	0.017
almajiranka	G3101	10	1.000
almajiransa	G3101	132	1.000
almajiransu	G3101	1	1.000
almajiri	G3101	5	1.000
almajirin	G3101	15	0.882
almajirin	G3100	1	0.059
almajirin	G3506	1	0.059
almajirina	G3101	4	1.000
almasihu	G3323	2	1.000
almubazzaranci	G0684	1	1.000
almubazzarancinta	G1411	1	1.000
aloyes	G0250	1	1.000
alƙalai	G2923	2	0.400
alƙalai	G4755	2	0.400
alƙalai	G2523	1	0.200
alƙalami	G2563	1	1.000
alƙalan	G4755	3	1.000
alƙalanku	G2923	2	1.000
alƙali	G2923	8	0.727
alƙali	G1348	2	0.182
alƙali	G2919	1	0.091
alƙalin	G2923	3	1.000
al’ada	G1485	2	0.400
al’ada	G4914	2	0.400
al’ada	G1486	1	0.200
al’adar	G1485	3	0.600
al’adar	G1480	1	0.200
al’adar	G5446	1	0.200
al’adarku	G3862	2	1.000
al’adu	G0243	1	1.000
al’adun	G3862	6	0.545
al’adun	G1485	4	0.364
al’adun	G2450	1	0.091
al’adunku	G3862	1	1.000
al’adunmu	G1485	1	1.000
al’amari	G4278	1	0.500
al’amari	G5233	1	0.500
al’amarin	G4920	1	0.500
al’amarin	G3956	1	0.500
al’amura	G2922	1	0.500
al’amura	G4413	1	0.500
al’amuran	G5426	2	0.667
al’amuran	G2212	1	0.333
al’amuranka	G3598	1	1.000
al’amuranmu	G4043	1	0.500
al’amuranmu	G4748	1	0.500
al’umma	G1484	10	1.000
al’ummai	G1484	110	0.917
al’ummai	G1672	10	0.083
al’umman	G1484	3	0.750
al’umman	G5443	1	0.250
al’ummar	G1484	3	1.000
al’ummarmu	G1484	2	1.000
amana	G3623	2	0.286
amana	G3860	1	0.143
amana	G3622	1	0.143
amana	G5442	1	0.143
amana	G4312	1	0.143
amana	G2819	1	0.143
amanar	G3860	3	0.750
amanar	G3623	1	0.250
amanata	G3860	1	1.000
amansa	G2398	1	1.000
amarya	G3565	3	1.000
amaryar	G3565	2	1.000
amaryarsa	G1135	1	1.000
ambaci	G0167	1	1.000
ambaliya	G2627	1	1.000
ambaliyar	G4132	1	0.500
ambaliyar	G2627	1	0.500
ambatonku	G3417	1	1.000
ametis	G0271	1	1.000
amfana	G5623	3	0.750
amfana	G0175	1	0.250
amfane	G4851	2	0.667
amfane	G4786	1	0.333
amfani	G5530	6	0.111
amfani	G2590	5	0.093
amfani	G5623	4	0.074
amfani	G5624	4	0.074
amfani	G0175	3	0.056
amfani	G2173	3	0.056
amfani	G4160	2	0.037
amfani	G1313	2	0.037
amfani	G4851	2	0.037
amfani	G0018	2	0.037
amfani	G3786	2	0.037
amfani	G2480	1	0.019
amfani	G1325	1	0.019
amfani	G2164	1	0.019
amfani	G0769	1	0.019
amfani	G1845	1	0.019
amfani	G0889	1	0.019
amfani	G2592	1	0.019
amfani	G4055	1	0.019
amfani	G4052	1	0.019
amfani	G1756	1	0.019
amfani	G5485	1	0.019
amfani	G1805	1	0.019
amfani	G5539	1	0.019
amfani	G3685	1	0.019
amfani	G2111	1	0.019
amfani	G0096	1	0.019
amfani	G0512	1	0.019
amfani	G1754	1	0.019
amfani	G0692	1	0.019
amfanin	G2590	5	0.500
amfanin	G0770	1	0.100
amfanin	G2593	1	0.100
amfanin	G4851	1	0.100
amfanin	G3583	1	0.100
amfanin	G3703	1	0.100
amfaninku	G0611	1	0.333
amfaninku	G4851	1	0.333
amfaninku	G4183	1	0.333
amfaninmu	G4851	1	1.000
amfaninta	G2590	3	1.000
amfifolis	G0295	1	1.000
amfiliyatus	G0291	1	1.000
amin	G2169	1	1.000
amince	G4100	4	0.211
amince	G4103	2	0.105
amince	G3982	2	0.105
amince	G4006	2	0.105
amince	G4909	1	0.053
amince	G4102	1	0.053
amince	G1381	1	0.053
amince	G1384	1	0.053
amince	G3954	1	0.053
amince	G2292	1	0.053
amince	G3557	1	0.053
amince	G2233	1	0.053
amince	G3670	1	0.053
amincewa	G4103	2	0.333
amincewa	G4100	1	0.167
amincewa	G4006	1	0.167
amincewa	G5287	1	0.167
amincewa	G1384	1	0.167
amincewar	G3982	1	1.000
amincewarsa	G4972	1	1.000
aminci	G4103	28	0.737
aminci	G4102	4	0.105
aminci	G0472	1	0.026
aminci	G4202	1	0.026
aminci	G0227	1	0.026
aminci	G5278	1	0.026
aminci	G2570	1	0.026
aminci	G1342	1	0.026
amincin	G2673	1	1.000
amincinsa	G1384	1	1.000
amintacce	G4103	2	1.000
amintaccen	G4103	5	1.000
amintacciya	G0054	1	1.000
amintattu	G4103	5	0.833
amintattu	G0094	1	0.167
amintattun	G4103	1	1.000
amma	G2036	1	0.250
amma	G2400	1	0.250
amma	G5225	1	0.250
amma	G1097	1	0.250
amman	G0264	1	1.000
amminadab	G0284	3	1.000
amo	G2950	1	1.000
amon	G0300	2	1.000
amos	G0301	1	1.000
amsa	G0611	156	0.848
amsa	G2036	10	0.054
amsa	G3004	9	0.049
amsa	G3567	2	0.011
amsa	G3762	2	0.011
amsa	G2424	1	0.005
amsa	G5217	1	0.005
amsa	G5412	1	0.005
amsa	G5346	1	0.005
amsa	G0612	1	0.005
amsar	G0611	1	1.000
amsarsa	G0612	1	1.000
amsoshinsa	G0612	1	1.000
an	G2258	4	0.190
an	G4483	2	0.095
an	G1410	2	0.095
an	G1096	2	0.095
an	G2400	1	0.048
an	G2749	1	0.048
an	G2046	1	0.048
an	G0560	1	0.048
an	G5055	1	0.048
an	G3724	1	0.048
an	G2007	1	0.048
an	G1230	1	0.048
an	G3319	1	0.048
an	G2192	1	0.048
an	G4023	1	0.048
ana	G2906	1	0.091
ana	G2076	1	0.091
ana	G2065	1	0.091
ana	G1096	1	0.091
ana	G2258	1	0.091
ana	G0667	1	0.091
ana	G2186	1	0.091
ana	G2075	1	0.091
ana	G4160	1	0.091
ana	G2564	1	0.091
ana	G2031	1	0.091
ananiyas	G0367	11	1.000
andarawus	G0406	13	1.000
andiramitiyum	G0098	1	1.000
anduronikus	G0408	1	1.000
ango	G3566	11	1.000
angon	G3566	2	1.000
anini	G3016	2	1.000
anise	G0432	1	1.000
aniya	G1576	1	0.500
aniya	G4704	1	0.500
aniyar	G4710	1	1.000
aniyarku	G4288	1	1.000
anka	G0045	1	1.000
anna	G0451	1	1.000
annabawa	G4396	67	0.985
annabawa	G4397	1	0.015
annabawan	G5578	7	0.583
annabawan	G4396	5	0.417
annabawanka	G4396	2	1.000
annabawansa	G4396	4	1.000
annabawansu	G2398	1	1.000
annabce-annabcen	G4254	1	1.000
annabci	G4395	26	0.684
annabci	G4394	11	0.289
