lex,default,qal,nif,piel,pual,hit,hif,hof,hsht,pasq,etpa,nit,hotp,tif,htpa,poal,poel,peal,peil,pael,haf,afel,shaf,htpe,etpe
<CN/,,,,,,,,,,,,,,,,,,,,,,,,,
<CN=/,,,,,,,,,,,,,,,,,,,,,,,,,
<CN==/,Asan,,,,,,,,,,,,,,,,,,,,,,,,
<CN[,,rook,,,,,,,,,,,,,,,,,,,,,,,
<CQ/,,,,,,,,,,,,,,,,,,,,,,,,,
<CQ=/,Esek,,,,,,,,,,,,,,,,,,,,,,,,
<CQH/,,,,,,,,,,,,,,,,,,,,,,,,,
<CQ[,,,,,,,,,,,,,,,,,,,,,,,,,
<CR/,,,,,,,,,,,,,,,,,,,,,,,,,
<CR[,,,,,,,,,,,,,,,,,,,,,,,,,
<CT/,,,,,,,,,,,,,,,,,,,,,,,,,
<CT=[,,,,,,,,,,,,,,,,,,,,,,,,,
<CTJ/,,,,,,,,,,,,,,,,,,,,,,,,,
<CTNT/,,,,,,,,,,,,,,,,,,,,,,,,,
<CTRT/,Astartes (pl),,,,,,,,,,,,,,,,,,,,,,,,
<CTRT=/,,,,,,,,,,,,,,,,,,,,,,,,,
<CTRT==/,Astarte,,,,,,,,,,,,,,,,,,,,,,,,
<CTRTJ/,uit Astarot,,,,,,,,,,,,,,,,,,,,,,,,
<CTRT_QRNJM/,Asterot-Karnaïm,,,,,,,,,,,,,,,,,,,,,,,,
<CTRWT/,Astarot,,,,,,,,,,,,,,,,,,,,,,,,
<CTWT/,,,,,,,,,,,,,,,,,,,,,,,,,
<CT[,,,,,,,,,,,,,,,,,,van plan zijn,,,,,,,
<CWQ/,,,,,,,,,,,,,,,,,,,,,,,,,
<CWQJM/,,,,,,,,,,,,,,,,,,,,,,,,,
<CWT/,,,,,,,,,,,,,,,,,,,,,,,,,
<CWT=/,Aswat,,,,,,,,,,,,,,,,,,,,,,,,
<D,"tot, totdat (met infinitivus), voor zover",,,,,,,,,,,,,,,,,,,,,,,,
<D/,"bestendige toekomst, oertijd",,,,,,,,,,,,,,,,,,,,,,,,
<D<DH/,Adada,,,,,,,,,,,,,,,,,,,,,,,,
<D=/,[*] getuige,,,,,,,,,,,,,,,,,,,,,,,,
<D==/,buit,,,,,,,,,,,,,,,,,,,,,,,,
<DCH/,linzen,,,,,,,,,,,,,,,,,,,,,,,,
<DD/,Oded,,,,,,,,,,,,,,,,,,,,,,,,
<DH/,"vergadering, cultusgemeenschap, menigte",,,,,,,,,,,,,,,,,,,,,,,,
<DH=/,getuige,,,,,,,,,,,,,,,,,,,,,,,,
<DH==/,menstruatie,,,,,,,,,,,,,,,,,,,,,,,,
<DH===/,Ada,,,,,,,,,,,,,,,,,,,,,,,,
<DH=[,,betreden,,,,,uittrekken,,,,,,,,,,,,,,,,,,
<DH[,,(zichzelf) versieren met,,,,,,,,,,,,,,,,weggaan,,,wegnemen,,,,
<DJ/,sieraad,,,,,,,,,,,,,,,,,,,,,,,,
<DJ>L/,Adiël,,,,,,,,,,,,,,,,,,,,,,,,
<DJH/,Adaja,,,,,,,,,,,,,,,,,,,,,,,,
<DJHW/,Adaja,,,,,,,,,,,,,,,,,,,,,,,,
<DJN/,weelderig,,,,,,,,,,,,,,,,,,,,,,,,
<DJN=/,Adin,,,,,,,,,,,,,,,,,,,,,,,,
<DJN>/,Adina,,,,,,,,,,,,,,,,,,,,,,,,
<DJNW/,Adino,,,,,,,,,,,,,,,,,,,,,,,,
<DJTJM/,Aditaïm,,,,,,,,,,,,,,,,,,,,,,,,
<DLJ/,Adlai,,,,,,,,,,,,,,,,,,,,,,,,
<DLM/,Adullam,,,,,,,,,,,,,,,,,,,,,,,,
<DLMJ/,uit Adullam,,,,,,,,,,,,,,,,,,,,,,,,
<DN,to nu,,,,,,,,,,,,,,,,,,,,,,,,
<DN/,"gelukzaligheid, sierraden",,,,,,,,,,,,,,,,,,,,,,,,
<DN=/,Eden,,,,,,,,,,,,,,,,,,,,,,,,
<DN==/,Eden,,,,,,,,,,,,,,,,,,,,,,,,
<DN===/,Eden,,,,,,,,,,,,,,,,,,,,,,,,
<DN>/,Adna,,,,,,,,,,,,,,,,,,,,,,,,
<DNH,tot nu,,,,,,,,,,,,,,,,,,,,,,,,
<DNH/,lust,,,,,,,,,,,,,,,,,,,,,,,,
<DNH=/,Adna,,,,,,,,,,,,,,,,,,,,,,,,
<DNX/,Adnach,,,,,,,,,,,,,,,,,,,,,,,,
<DN[,,,,,,een luxe leven leiden,,,,,,,,,,,,,,,,,,,
<DP[,,overdadig zijn,,,,,een overschot hebben,,,,,,,,,,,,,,,,,,
<DR/,kudde,,,,,,,,,,,,,,,,,,,,,,,,
<DR=/,Eder,,,,,,,,,,,,,,,,,,,,,,,,
<DR==/,Eder,,,,,,,,,,,,,,,,,,,,,,,,
<DR===/,Eder,,,,,,,,,,,,,,,,,,,,,,,,
<DR==[,,helpen,,,,,,,,,,,,,,,,,,,,,,,
<DR=[,,,schoffelen,,,,,,,,,,,,,,,,,,,,,,
<DRJ>L/,Adriël,,,,,,,,,,,,,,,,,,,,,,,,
<DR[,,,"laten ontbreken, missel",ontbreken,,,,,,,,,,,,,,,,,,,,,
<DW/,Iddo,,,,,,,,,,,,,,,,,,,,,,,,
<DW>/,Iddo,,,,,,,,,,,,,,,,,,,,,,,,
<DWT/,"waarschuwing, vermaning, voorschrift",,,,,,,,,,,,,,,,,,,,,,,,
<FB/,kruid,,,,,,,,,,,,,,,,,,,,,,,,
<FH>L/,Asaël,,,,,,,,,,,,,,,,,,,,,,,,
<FH[,,maken,"gedaan worden, gemaakt worden",???,geschapen worden,,,,,,,,,,,,,,,,,,,,
<FJ>L/,Asiël,,,,,,,,,,,,,,,,,,,,,,,,
<FJH/,Asaja,,,,,,,,,,,,,,,,,,,,,,,,
<FJRJ/,,,,,,,,,,,,,,,,,,,,,,,,,
<FQ/,Esek,,,,,,,,,,,,,,,,,,,,,,,,
<FQ[,,,,,,,,,,,,,,,,,,,,,,,,,
<FR/,tien,,,,,,,,,,,,,,,,,,,,,,,,
<FR=/,,,,,,,,,,,,,,,,,,,,,,,,,
<FRH/,,,,,,,,,,,,,,,,,,,,,,,,,
<FRH=/,,,,,,,,,,,,,,,,,,,,,,,,,
<FRJM/,twintig,,,,,,,,,,,,,,,,,,,,,,,,
<FRJN/,twintig,,,,,,,,,,,,,,,,,,,,,,,,
<FRWN/,,,,,,,,,,,,,,,,,,,,,,,,,
<FR[,,,,,,,,,,,,,,,,,,,,,,,,,
<FW/,Esau,,,,,,,,,,,,,,,,,,,,,,,,
<FWR/,,,,,,,,,,,,,,,,,,,,,,,,,
<GBH/,passie,,,,,,,,,,,,,,,,,,,,,,,,
<GBJM/,passie,,,,,,,,,,,,,,,,,,,,,,,,
<GB[,,zinnelijk begeren,,,,,,,,,,,,,,,,,,,,,,,
<GH/,plat rond brood,,,,,,,,,,,,,,,,,,,,,,,,
<GJL/,oorring,,,,,,,,,,,,,,,,,,,,,,,,
<GL/,"stierkalf, (jonge) stier",,,,,,,,,,,,,,,,,,,,,,,,
<GL=/,rond,,,,,,,,,,,,,,,,,,,,,,,,
<GLH/,jonge koe,,,,,,,,,,,,,,,,,,,,,,,,
<GLH=/,wagen,,,,,,,,,,,,,,,,,,,,,,,,
<GLH==/,Egla,,,,,,,,,,,,,,,,,,,,,,,,
<GLT_CLCJH/,Eglat-Selisia,,,,,,,,,,,,,,,,,,,,,,,,
<GLWN/,Eglon,,,,,,,,,,,,,,,,,,,,,,,,
<GLWN=/,Eglon,,,,,,,,,,,,,,,,,,,,,,,,
<GM[,,bedroefd zijn,,,,,,,,,,,,,,,,,,,,,,,
<GN[,,,zich laten opsluiten,,,,,,,,,,,,,,,,,,,,,,
<GWR/,vogelsoort,,,,,,,,,,,,,,,,,,,,,,,,
<J/,ruïneheuvel,,,,,,,,,,,,,,,,,,,,,,,,
<J=/,Ai,,,,,,,,,,,,,,,,,,,,,,,,
<JBL/,Ebal,,,,,,,,,,,,,,,,,,,,,,,,
<JBL=/,Ebal,,,,,,,,,,,,,,,,,,,,,,,,
<JC/,leeuw (sterrenbeeld),,,,,,,,,,,,,,,,,,,,,,,,
<JH/,Ajja,,,,,,,,,,,,,,,,,,,,,,,,
<JJM/,Ijjim,,,,,,,,,,,,,,,,,,,,,,,,
<JJ_H<BRJM/,Ijje-Haäbarim,,,,,,,,,,,,,,,,,,,,,,,,
<JLJ/,Ilai,,,,,,,,,,,,,,,,,,,,,,,,
<JLM/,Elam,,,,,,,,,,,,,,,,,,,,,,,,
<JLWM/,[inexpl],,,,,,,,,,,,,,,,,,,,,,,,
<JN/,"oog, bron",,,,,,,,,,,,,,,,,,,,,,,,
<JN=/,Aïn,,,,,,,,,,,,,,,,,,,,,,,,
<JNJM/,Enaïm,,,,,,,,,,,,,,,,,,,,,,,,
<JNM/,Enam,,,,,,,,,,,,,,,,,,,,,,,,
<JNN/,Enan,,,,,,,,,,,,,,,,,,,,,,,,
<JN[,,met argwaan bekijken,,,,,,,,,,,,,,,,,,,,,,,
<JN_<GLJM/,En-Eglaïm,,,,,,,,,,,,,,,,,,,,,,,,
<JN_CMC/,Semesbron,,,,,,,,,,,,,,,,,,,,,,,,
<JN_DWR/,Endot,,,,,,,,,,,,,,,,,,,,,,,,
<JN_GDJ/,Engedi,,,,,,,,,,,,,,,,,,,,,,,,
<JN_GNJM/,En-Gannim,,,,,,,,,,,,,,,,,,,,,,,,
<JN_HTNJN/,Drakenbron,,,,,,,,,,,,,,,,,,,,,,,,
<JN_MCPV/,En-Mispat,,,,,,,,,,,,,,,,,,,,,,,,
<JN_RGL/,Rogelbron,,,,,,,,,,,,,,,,,,,,,,,,
<JN_RMWN/,? Aïn en Rimmon,,,,,,,,,,,,,,,,,,,,,,,,
<JN_TPWX/,En-Tappuach,,,,,,,,,,,,,,,,,,,,,,,,
<JN_XDH/,En-Chadda,,,,,,,,,,,,,,,,,,,,,,,,
<JN_XRD/,Charodbron,,,,,,,,,,,,,,,,,,,,,,,,
<JN_XYWR/,En-Chazor,,,,,,,,,,,,,,,,,,,,,,,,
<JP/,"moe, uitgeput",,,,,,,,,,,,,,,,,,,,,,,,
<JPH/,duisternis,,,,,,,,,,,,,,,,,,,,,,,,
<JPH=/,Efa,,,,,,,,,,,,,,,,,,,,,,,,
<JPH==/,Efa,,,,,,,,,,,,,,,,,,,,,,,,
<JPJ/,Efai,,,,,,,,,,,,,,,,,,,,,,,,
<JP[,,moe worden,,,,,,,,,,,,,,,,,,,,,,,
<JR/,stad,,,,,,,,,,,,,,,,,,,,,,,,
<JR=/,ezelhengst,,,,,,,,,,,,,,,,,,,,,,,,
<JR==/,ezelveulen,,,,,,,,,,,,,,,,,,,,,,,,
<JR===/,"schok, beroering",,,,,,,,,,,,,,,,,,,,,,,,
<JR====/,Ir,,,,,,,,,,,,,,,,,,,,,,,,
<JR>/,Ira,,,,,,,,,,,,,,,,,,,,,,,,
<JRD/,Irad,,,,,,,,,,,,,,,,,,,,,,,,
<JRJ/,Iri,,,,,,,,,,,,,,,,,,,,,,,,
<JRM/,naakt,,,,,,,,,,,,,,,,,,,,,,,,
<JRM=/,Iram,,,,,,,,,,,,,,,,,,,,,,,,
<JRW/,Iru,,,,,,,,,,,,,,,,,,,,,,,,
<JR_CMC/,Ir-Semes,,,,,,,,,,,,,,,,,,,,,,,,
<JR_HMLX/,Ir-Hammelach,,,,,,,,,,,,,,,,,,,,,,,,
<JR_NXC/,stad Nachas,,,,,,,,,,,,,,,,,,,,,,,,
<JT/,Ajjat,,,,,,,,,,,,,,,,,,,,,,,,
<JV/,roofvogel,,,,,,,,,,,,,,,,,,,,,,,,
<JVM/,Etam,,,,,,,,,,,,,,,,,,,,,,,,
<JV[,,"met geschreeuw op iets vallen, [+ perp ב] schreeuwen naar",,,,,,,,,,,,,,,,,,,,,,,
<JWN/,Ijjon,,,,,,,,,,,,,,,,,,,,,,,,
<KBJC/,spin,,,,,,,,,,,,,,,,,,,,,,,,
<KBR/,muis,,,,,,,,,,,,,,,,,,,,,,,,
<KBWR/,Achbor,,,,,,,,,,,,,,,,,,,,,,,,
<KCWB/,hoornadder,,,,,,,,,,,,,,,,,,,,,,,,
<KN/,Achan,,,,,,,,,,,,,,,,,,,,,,,,
<KR/,Achar,,,,,,,,,,,,,,,,,,,,,,,,
<KRN/,Ochran,,,,,,,,,,,,,,,,,,,,,,,,
<KR[,,"in het ongerede brengen, onheil brengen","opgewonden zijn, verpest zijn",,,,,,,,,,,,,,,,,,,,,,
<KS/,enkelband (voor vrouwen),,,,,,,,,,,,,,,,,,,,,,,,
<KSH/,Achsa,,,,,,,,,,,,,,,,,,,,,,,,
<KS[,,,,rinkelen,,,,,,,,,,,,,,,,,,,,,
<KW/,Akko,,,,,,,,,,,,,,,,,,,,,,,,
<KWR/,Achor,,,,,,,,,,,,,,,,,,,,,,,,
<L,"op, over, bij, tegen, volgens, met betrekking tot",,,,,,,,,,,,,,,,,,,,,,,,
<L/,juk,,,,,,,,,,,,,,,,,,,,,,,,
<L</,rib,,,,,,,,,,,,,,,,,,,,,,,,
<L<[,,,,[dub] opzuigen,,,,,,,,,,,,,,,,,,,,,
<L=/,hoogte,,,,,,,,,,,,,,,,,,,,,,,,
<L>,boven,,,,,,,,,,,,,,,,,,,,,,,,
<L>/,Ulla,,,,,,,,,,,,,,,,,,,,,,,,
<LG/,stotteraar,,,,,,,,,,,,,,,,,,,,,,,,
<LH/,brandoffer,,,,,,,,,,,,,,,,,,,,,,,,
<LH=/,loof,,,,,,,,,,,,,,,,,,,,,,,,
<LH[,,"opstijgen, optrekken","opgaan, verhogen",,,zich hoog verheffen,"iemand op iets laten klimmen, doen opkomen, doen opgaan",geofferd worden,,,,,,,,,,,,,,,,,
<LJ/,[*] het hogere,,,,,,,,,,,,,,,,,,,,,,,,
<LJ=/,stamper,,,,,,,,,,,,,,,,,,,,,,,,
<LJ==/,Eli,,,,,,,,,,,,,,,,,,,,,,,,
<LJH/,bovenkamer,,,,,,,,,,,,,,,,,,,,,,,,
<LJL/,smeltkroes,,,,,,,,,,,,,,,,,,,,,,,,
<LJLH/,"daad, actie",,,,,,,,,,,,,,,,,,,,,,,,
<LJLJH/,machtig in daden,,,,,,,,,,,,,,,,,,,,,,,,
<LJN/,Aljan,,,,,,,,,,,,,,,,,,,,,,,,
<LJWN/,"bovenste, hoogste; (als aanduiding voor God) Allerhoogste",,,,,,,,,,,,,,,,,,,,,,,,
<LJYT/,[*] overmoed,,,,,,,,,,,,,,,,,,,,,,,,
<LJZ/,opgetogen,,,,,,,,,,,,,,,,,,,,,,,,
<LL=[,,,,plaatsen,,,,,,,,,,,,,,,,,,,,,
<LLWT/,verzamelde/opgeraapte aren,,,,,,,,,,,,,,,,,,,,,,,,
<LL[,,,,"[+ obj] aren lezen, [+ prep ל]handelen met",aan iemand toebrengen,moedwillig handelen,,naar binnengebracht worden,,,,,,,,,,naar binnengaan,,,naar binnenbrengen,,,,
<LM/,jonge man,,,,,,,,,,,,,,,,,,,,,,,,
<LMH/,"jonge, huwbare vrouw",,,,,,,,,,,,,,,,,,,,,,,,
<LMJ/,Elamiet,,,,,,,,,,,,,,,,,,,,,,,,
<LMT/,Alemet,,,,,,,,,,,,,,,,,,,,,,,,
<LMT=/,Alemet,,,,,,,,,,,,,,,,,,,,,,,,
<LMWN/,Almon,,,,,,,,,,,,,,,,,,,,,,,,
<LMWN_DBLTJMH/,Almon-Diblataïm,,,,,,,,,,,,,,,,,,,,,,,,
<LMWT/,[inexpl],,,,,,,,,,,,,,,,,,,,,,,,
<LM[,,wat verborgen is,verborgen zijn,,,zichzelf verbergen,"verbergen, sluiten",,,,,,,,,,,,,,,,,,
<LPH/,[inexpl],,,,,,,,,,,,,,,,,,,,,,,,
<LP[,,,,,"bedekt zijn, in zwijm vallen","zichzelf inpakken, zwak worden",,,,,,,,,,,,,,,,,,,
<LS[,,proeven,zich onrustig bewegen,,,iets samen proeven,,,,,,,,,,,,,,,,,,,
<LVH/,duisternis,,,,,,,,,,,,,,,,,,,,,,,,
<LWH/,[inexpl],,,,,,,,,,,,,,,,,,,,,,,,
<LWH=/,Alwa,,,,,,,,,,,,,,,,,,,,,,,,
<LWMJM/,"jeugd, jeugdige kracht",,,,,,,,,,,,,,,,,,,,,,,,
<LWN/,Alwan,,,,,,,,,,,,,,,,,,,,,,,,
<LWQH/,bloedzuiger,,,,,,,,,,,,,,,,,,,,,,,,
<LY[,,opgetogen zijn,,,,,,,,,,,,,,,,,,,,,,,
<LZ/,"jubelend, triomferend",,,,,,,,,,,,,,,,,,,,,,,,
<LZ[,,"jubelen, triomferen",,,,,,,,,,,,,,,,,,,,,,,
<M,(samen) met,,,,,,,,,,,,,,,,,,,,,,,,
<M/,"volk, verwant",,,,,,,,,,,,,,,,,,,,,,,,
<M<D/,Amad,,,,,,,,,,,,,,,,,,,,,,,,
<MCSJ/,Amassai,,,,,,,,,,,,,,,,,,,,,,,,
<MD/,[*] bij,,,,,,,,,,,,,,,,,,,,,,,,
<MD=/,"locatie, plaats",,,,,,,,,,,,,,,,,,,,,,,,
<MDH/,[*] locatie,,,,,,,,,,,,,,,,,,,,,,,,
<MD[,,"gaan staan, positie innemen, dralen",,,,,"doen staan, opstellen",opgesteld worden,,,,,,,,,,,,,,,,,
<MF>/,Amasa,,,,,,,,,,,,,,,,,,,,,,,,
<MFJ/,Amasai,,,,,,,,,,,,,,,,,,,,,,,,
<MH/,"dichtbij, naast, overeenkomstig",,,,,,,,,,,,,,,,,,,,,,,,
<MH=/,Umma,,,,,,,,,,,,,,,,,,,,,,,,
<MJ/,Ammi,,,,,,,,,,,,,,,,,,,,,,,,
<MJ>L/,Ammiël,,,,,,,,,,,,,,,,,,,,,,,,
<MJCDJ/,Ammisaddai,,,,,,,,,,,,,,,,,,,,,,,,
<MJHWD/,Ammihud,,,,,,,,,,,,,,,,,,,,,,,,
<MJNDB/,Amminadab,,,,,,,,,,,,,,,,,,,,,,,,
<MJQ/,diep,,,,,,,,,,,,,,,,,,,,,,,,
<MJR/,"rij, gemaaid koren",,,,,,,,,,,,,,,,,,,,,,,,
<MJT/,"[*] gemeenschap, iemand van dezelfde gemeenschap",,,,,,,,,,,,,,,,,,,,,,,,
<MJZBD/,Ammizabad,,,,,,,,,,,,,,,,,,,,,,,,
<ML/,"moeite, arbeid, ellende",,,,,,,,,,,,,,,,,,,,,,,,
<ML=/,"belast met verdriet, nerveus worden, werker",,,,,,,,,,,,,,,,,,,,,,,,
<ML==/,Amal,,,,,,,,,,,,,,,,,,,,,,,,
<MLQ/,Amalek,,,,,,,,,,,,,,,,,,,,,,,,
<MLQJ/,Amalekiet,,,,,,,,,,,,,,,,,,,,,,,,
<ML[,,zich inspannen,,,,,,,,,,,,,,,,,,,,,,,
<MM=[,,,,,,,,dof worden,,,,,,,,,,,,,,,,,
<MM[,,"verbazen, evenaren",,,,,,,,,,,,,,,,,,,,,,,
<MNH/,Ammoni,,,,,,,,,,,,,,,,,,,,,,,,
<MNW_>L/,Immanuel,,,,,,,,,,,,,,,,,,,,,,,,
<MQ/,"vallei, laagland",,,,,,,,,,,,,,,,,,,,,,,,
<MQ=/,diep,,,,,,,,,,,,,,,,,,,,,,,,
<MQ==/,[*] onbegrijpelijk,,,,,,,,,,,,,,,,,,,,,,,,
<MQ===/,diepte,,,,,,,,,,,,,,,,,,,,,,,,
<MQ[,,diep zijn,,,,,diep maken,,,,,,,,,,,,,,,,,,
<MR/,omer (korenmaat),,,,,,,,,,,,,,,,,,,,,,,,
<MR=/,schoof,,,,,,,,,,,,,,,,,,,,,,,,
<MR=[,,,,gemaaide aren verzamelen,,,,,,,,,,,,,,,,,,,,,
<MRH/,Gomorra,,,,,,,,,,,,,,,,,,,,,,,,
<MRJ/,Omri,,,,,,,,,,,,,,,,,,,,,,,,
<MRM/,Amram,,,,,,,,,,,,,,,,,,,,,,,,
<MRMJ/,Amramiet,,,,,,,,,,,,,,,,,,,,,,,,
<MR[,,,,,,handel drijven,,,,,,,,,,,,,,,,,,,
<MSJH/,Amasja,,,,,,,,,,,,,,,,,,,,,,,,
<MS[,,"bepakken, dragen",,,,,opleggen,,,,,,,,,,,,,,,,,,
<MWD/,zuil,,,,,,,,,,,,,,,,,,,,,,,,
<MWN/,Ammon,,,,,,,,,,,,,,,,,,,,,,,,
<MWNJ/,Ammoniet,,,,,,,,,,,,,,,,,,,,,,,,
<MWQ/,Amok,,,,,,,,,,,,,,,,,,,,,,,,
<MWS/,Amos,,,,,,,,,,,,,,,,,,,,,,,,
<NB/,wijnstok,,,,,,,,,,,,,,,,,,,,,,,,
<NB=/,Anab,,,,,,,,,,,,,,,,,,,,,,,,
<NC/,boete,,,,,,,,,,,,,,,,,,,,,,,,
<NC[,,beboeten,moeten betalen,,,,,,,,,,,,,,,,,,,,,,
<ND[,,ombinden,,,,,,,,,,,,,,,,,,,,,,,
<NG/,verwend,,,,,,,,,,,,,,,,,,,,,,,,
<NG=/,genoegen,,,,,,,,,,,,,,,,,,,,,,,,
<NG[,,,,,verwend,"zichzelf verwennen, plezier vinden in",,,,,,,,,,,,,,,,,,,
<NH/,gemeenschap,,,,,,,,,,,,,,,,,,,,,,,,
<NH=/,Ana,,,,,,,,,,,,,,,,,,,,,,,,
<NH===[,,zichzelf zorgen maken om,,,,,bezig houden met,,,,,,,,,,,,,,,,,,
<NH==[,,"zingen, inzetten (een lied)",,toezingen,,,,,,,,,,,,,,,,,,,,,
<NH=[,,gebogen zijn,"zich buigen, gebogen worden, zich onderwerpen","onderdrukken, vernederen",vernederd worden,zich onderwerpen,vernederen,,,,,,,,,,,,,,,,,,
<NH[,,"antwoorden, het woord nemen, getuigen","het woord nemen, antwoorden, getuigen (lit omdraaien)",,,,antwoord geven,,,,,,,,,,,"antwoorden, het woord nemen",,,,,,,
<NJ/,"iemand met onvoldoende bezit; arm, armlastig",,,,,,,,,,,,,,,,,,,,,,,,
<NJ=/,ellende,,,,,,,,,,,,,,,,,,,,,,,,
<NJ==/,Unni,,,,,,,,,,,,,,,,,,,,,,,,
<NJH/,Anaja,,,,,,,,,,,,,,,,,,,,,,,,
<NJM/,Anim,,,,,,,,,,,,,,,,,,,,,,,,
<NJN/,zaak,,,,,,,,,,,,,,,,,,,,,,,,
<NM/,Anem,,,,,,,,,,,,,,,,,,,,,,,,
<NMJM/,Anamiet,,,,,,,,,,,,,,,,,,,,,,,,
<NMLK/,Anammelech,,,,,,,,,,,,,,,,,,,,,,,,
<NN/,wolk,,,,,,,,,,,,,,,,,,,,,,,,
<NN=/,Anan,,,,,,,,,,,,,,,,,,,,,,,,
<NNH/,regenwolk,,,,,,,,,,,,,,,,,,,,,,,,
<NNJ/,Anani,,,,,,,,,,,,,,,,,,,,,,,,
<NNJH/,Ananja,,,,,,,,,,,,,,,,,,,,,,,,
<NNJH=/,Ananja,,,,,,,,,,,,,,,,,,,,,,,,
<NN[,,,,laten verschijnen,,,,,,,,,,,,,,,,,,,,,
<NP/,"takken, twijgen",,,,,,,,,,,,,,,,,,,,,,,,
<NP=/,rijk aan takken,,,,,,,,,,,,,,,,,,,,,,,,
<NQ/,Anak,,,,,,,,,,,,,,,,,,,,,,,,
<NQ=/,halsketting,,,,,,,,,,,,,,,,,,,,,,,,
<NQ[,,de nek versieren,,,,,iets om iemands nek doen,,,,,,,,,,,,,,,,,,
<NR/,Aner,,,,,,,,,,,,,,,,,,,,,,,,
