lex,default,qal,nif,piel,pual,hit,hif,hof,hsht,pasq,etpa,nit,hotp,tif,htpa,poal,poel,peal,peil,pael,haf,afel,shaf,htpe,etpe
<DLMJ/,Adulamita,,,,,,,,,,,,,,,,,,,,,,,,
<DN,até agora; ainda,,,,,,,,,,,,,,,,,,,,,,,,
<DN/,prazer; elegância,,,,,,,,,,,,,,,,,,,,,,,,
<DN=/,"Eden, Edén",,,,,,,,,,,,,,,,,,,,,,,,
<DN==/,Éden,,,,,,,,,,,,,,,,,,,,,,,,
<DN===/,Éden,,,,,,,,,,,,,,,,,,,,,,,,
<DN>/,Adna,,,,,,,,,,,,,,,,,,,,,,,,
<DNH,até agora; ainda,,,,,,,,,,,,,,,,,,,,,,,,
<DNH/,"luxúria, prazer sexual",,,,,,,,,,,,,,,,,,,,,,,,
<DNH=/,Adná,,,,,,,,,,,,,,,,,,,,,,,,
<DNX/,Adná,,,,,,,,,,,,,,,,,,,,,,,,
<DN[,,,,,,deleitarse,,,,,,,,,,,,,,,,,,,
<DP[,,permanecer,,,,,tener un excedente,,,,,,,,,,,,,,,,,,
<DR/,"rebaño, manada",,,,,,,,,,,,,,,,,,,,,,,,
<DR=/,Éder,,,,,,,,,,,,,,,,,,,,,,,,
<DR==/,Éder,,,,,,,,,,,,,,,,,,,,,,,,
<DR===/,Éder,,,,,,,,,,,,,,,,,,,,,,,,
<DR==[,,juntarse,,,,,,,,,,,,,,,,,,,,,,,
<DR=[,,,ser desherbado,,,,,,,,,,,,,,,,,,,,,,
<DRJ>L/,Adriel,,,,,,,,,,,,,,,,,,,,,,,,
<DR[,,,faltar,dejar faltar,,,,,,,,,,,,,,,,,,,,,
<DW/,Eu faria,,,,,,,,,,,,,,,,,,,,,,,,
<DW>/,Eu faria,,,,,,,,,,,,,,,,,,,,,,,,
<DWT/,"señal de advertencia, recordatorio; percepto, mandamiento",,,,,,,,,,,,,,,,,,,,,,,,
<FB/,"plantas verdes, hierbas (colectivo)",,,,,,,,,,,,,,,,,,,,,,,,
<FH>L/,Asael,,,,,,,,,,,,,,,,,,,,,,,,
<FH[,,"hacer, producir, ejecutar; crear construir, transformar, manufacturar,","ser hecho, hecho","presionar, exprimir",ser hecho,,,,,,,,,,,,,,,,,,,,
<FJ>L/,Asiel,,,,,,,,,,,,,,,,,,,,,,,,
<FJH/,Asaia,,,,,,,,,,,,,,,,,,,,,,,,
<FJRJ/,décimo; una décima parte,,,,,,,,,,,,,,,,,,,,,,,,
<FQ/,Esek,,,,,,,,,,,,,,,,,,,,,,,,
<FQ[,,,,,,que lidiar con,,,,,,,,,,,,,,,,,,,
<FR/,diez,,,,,,,,,,,,,,,,,,,,,,,,
<FR=/,diez; grupo de diez,,,,,,,,,,,,,,,,,,,,,,,,
<FRH/,diez,,,,,,,,,,,,,,,,,,,,,,,,
<FRH=/,"(grupo de) diez, década",,,,,,,,,,,,,,,,,,,,,,,,
<FRJM/,veinte; vigésimo,,,,,,,,,,,,,,,,,,,,,,,,
<FRJN/,,,,,,,,,,,,,,,,,,,,,,,,,
<FRWN/,décima parte,,,,,,,,,,,,,,,,,,,,,,,,
<FR[,,"tomar la décima parte de, diezmar",,"recibir, dar la décima parte de",,,"recibir, dar un décimo",,,,,,,,,,,,,,,,,,
<FW/,Esaú,,,,,,,,,,,,,,,,,,,,,,,,
<FWR/,(grupo de) diez,,,,,,,,,,,,,,,,,,,,,,,,
<GBH/,luxúria,,,,,,,,,,,,,,,,,,,,,,,,
<GBJM/,luxúria,,,,,,,,,,,,,,,,,,,,,,,,
<GB[,,tener lujuria,,,,,,,,,,,,,,,,,,,,,,,
<GH/,"bolo, pão achatado",,,,,,,,,,,,,,,,,,,,,,,,
<GJL/,brinco,,,,,,,,,,,,,,,,,,,,,,,,
<GL/,becerro,,,,,,,,,,,,,,,,,,,,,,,,
<GL=/,arredondar,,,,,,,,,,,,,,,,,,,,,,,,
<GLH/,novilla,,,,,,,,,,,,,,,,,,,,,,,,
<GLH=/,"vagón, carreta, carruaje",,,,,,,,,,,,,,,,,,,,,,,,
<GLH==/,Eglah,,,,,,,,,,,,,,,,,,,,,,,,
<GLT_CLCJH/,Eglath Shelishiyah,,,,,,,,,,,,,,,,,,,,,,,,
<GLWN/,Eglom,,,,,,,,,,,,,,,,,,,,,,,,
<GLWN=/,Eglom,,,,,,,,,,,,,,,,,,,,,,,,
<GM[,,estar apenado por,,,,,,,,,,,,,,,,,,,,,,,
<GN[,,,apagarse,,,,,,,,,,,,,,,,,,,,,,
<GWR/,(pássaro),,,,,,,,,,,,,,,,,,,,,,,,
<J/,monte de ruínas,,,,,,,,,,,,,,,,,,,,,,,,
<J=/,Hai,,,,,,,,,,,,,,,,,,,,,,,,
<JBL/,Ebal,,,,,,,,,,,,,,,,,,,,,,,,
<JBL=/,Ebal,,,,,,,,,,,,,,,,,,,,,,,,
<JC/,leoa (constelação),,,,,,,,,,,,,,,,,,,,,,,,
<JH/,Aia,,,,,,,,,,,,,,,,,,,,,,,,
<JJM/,Iyim,,,,,,,,,,,,,,,,,,,,,,,,
<JJ_H<BRJM/,Iye Abarim,,,,,,,,,,,,,,,,,,,,,,,,
<JLJ/,Ilai,,,,,,,,,,,,,,,,,,,,,,,,
<JLM/,Elam,,,,,,,,,,,,,,,,,,,,,,,,
<JLWM/,(incerto),,,,,,,,,,,,,,,,,,,,,,,,
<JN/,"ojo, fuente",,,,,,,,,,,,,,,,,,,,,,,,
<JN=/,Ain,,,,,,,,,,,,,,,,,,,,,,,,
<JNJM/,Enaim,,,,,,,,,,,,,,,,,,,,,,,,
<JNM/,Enam,,,,,,,,,,,,,,,,,,,,,,,,
<JNN/,Enan,,,,,,,,,,,,,,,,,,,,,,,,
<JN[,,mirar con recelo,,,,,,,,,,,,,,,,,,,,,,,
<JN_<GLJM/,En Eglaim,,,,,,,,,,,,,,,,,,,,,,,,
<JN_CMC/,En Shemesh,,,,,,,,,,,,,,,,,,,,,,,,
<JN_DWR/,Endor,,,,,,,,,,,,,,,,,,,,,,,,
<JN_GDJ/,En Gedi,,,,,,,,,,,,,,,,,,,,,,,,
<JN_GNJM/,En Gannim,,,,,,,,,,,,,,,,,,,,,,,,
<JN_HTNJN/,o poço do chacal,,,,,,,,,,,,,,,,,,,,,,,,
<JN_MCPV/,En Mishpat,,,,,,,,,,,,,,,,,,,,,,,,
<JN_RGL/,En Rogel,,,,,,,,,,,,,,,,,,,,,,,,
<JN_RMWN/,En Rimmon,,,,,,,,,,,,,,,,,,,,,,,,
<JN_TPWX/,En Tappuah,,,,,,,,,,,,,,,,,,,,,,,,
<JN_XDH/,En Haddah,,,,,,,,,,,,,,,,,,,,,,,,
<JN_XRD/,a primavera de Harod,,,,,,,,,,,,,,,,,,,,,,,,
<JN_XYWR/,En Hazor,,,,,,,,,,,,,,,,,,,,,,,,
<JP/,"débil, cansado",,,,,,,,,,,,,,,,,,,,,,,,
<JPH/,Trevas,,,,,,,,,,,,,,,,,,,,,,,,
<JPH=/,Efa,,,,,,,,,,,,,,,,,,,,,,,,
<JPH==/,Efa,,,,,,,,,,,,,,,,,,,,,,,,
<JPJ/,Efai,,,,,,,,,,,,,,,,,,,,,,,,
<JP[,,ser débil,,,,,,,,,,,,,,,,,,,,,,,
<JR/,ciudad,,,,,,,,,,,,,,,,,,,,,,,,
<JR=/,bunda masculina,,,,,,,,,,,,,,,,,,,,,,,,
<JR==/,bunda masculina,,,,,,,,,,,,,,,,,,,,,,,,
<JR===/,agitação,,,,,,,,,,,,,,,,,,,,,,,,
<JR====/,Ir,,,,,,,,,,,,,,,,,,,,,,,,
<JR>/,Ira,,,,,,,,,,,,,,,,,,,,,,,,
<JRD/,Irad,,,,,,,,,,,,,,,,,,,,,,,,
<JRJ/,Iri,,,,,,,,,,,,,,,,,,,,,,,,
<JRM/,"desnudo, desnudez",,,,,,,,,,,,,,,,,,,,,,,,
<JRM=/,Irão,,,,,,,,,,,,,,,,,,,,,,,,
<JRW/,Iru,,,,,,,,,,,,,,,,,,,,,,,,
<JR_CMC/,Ir Shemesh,,,,,,,,,,,,,,,,,,,,,,,,
<JR_HMLX/,cidade de sal,,,,,,,,,,,,,,,,,,,,,,,,
<JR_NXC/,Ir Nahash,,,,,,,,,,,,,,,,,,,,,,,,
<JT/,Aiath,,,,,,,,,,,,,,,,,,,,,,,,
<JV/,(Ave de rapina),,,,,,,,,,,,,,,,,,,,,,,,
<JVM/,Etam,,,,,,,,,,,,,,,,,,,,,,,,
<JV[,,precipitarse sobre; gritarle,,,,,,,,,,,,,,,,,,,,,,,
<JWN/,Ijon,,,,,,,,,,,,,,,,,,,,,,,,
<KBJC/,aranha,,,,,,,,,,,,,,,,,,,,,,,,
<KBR/,mouse,,,,,,,,,,,,,,,,,,,,,,,,
<KBWR/,Acbor,,,,,,,,,,,,,,,,,,,,,,,,
<KCWB/,víbora?,,,,,,,,,,,,,,,,,,,,,,,,
<KN/,Acã,,,,,,,,,,,,,,,,,,,,,,,,
<KR/,Achar,,,,,,,,,,,,,,,,,,,,,,,,
<KRN/,Ocra,,,,,,,,,,,,,,,,,,,,,,,,
<KR[,,"turbar,  trastornar, causar problemas","trastornar, agravarse",,,,,,,,,,,,,,,,,,,,,,
<KS/,"pulseira, tornozeleira",,,,,,,,,,,,,,,,,,,,,,,,
<KSH/,Acsa,,,,,,,,,,,,,,,,,,,,,,,,
<KS[,,,,hacer sonar los brazaletes,,,,,,,,,,,,,,,,,,,,,
<KW/,Acco,,,,,,,,,,,,,,,,,,,,,,,,
<KWR/,Achor,,,,,,,,,,,,,,,,,,,,,,,,
<L,"en, encima de, contra, sobre (prep); por cuenta de; opuesto a",,,,,,,,,,,,,,,,,,,,,,,,
<L/,yugo,,,,,,,,,,,,,,,,,,,,,,,,
<L</,,,,,,,,,,,,,,,,,,,,,,,,,
<L<[,,,,¿beber?,,,,,,,,,,,,,,,,,,,,,
<L=/,altura,,,,,,,,,,,,,,,,,,,,,,,,
<L>,,,,,,,,,,,,,,,,,,,,,,,,,
<L>/,Ulla,,,,,,,,,,,,,,,,,,,,,,,,
<LG/,gago,,,,,,,,,,,,,,,,,,,,,,,,
<LH/,holocausto,,,,,,,,,,,,,,,,,,,,,,,,
<LH=/,"hojas, hoja",,,,,,,,,,,,,,,,,,,,,,,,
<LH[,,"subir, ascender, guiar hacia","ser levantado, ser exaltado; retirar; ser informado",,,"incorporarse, levantarse, enaltecerse","traer, hacer subir","ser sacrificado, ser llevado; ser incluido, haber sido sacrificado, haber sido levado",,,,,,,,,,,,,,,,,
<LJ/,superior,,,,,,,,,,,,,,,,,,,,,,,,
<LJ=/,pilão,,,,,,,,,,,,,,,,,,,,,,,,
<LJ==/,Elí,,,,,,,,,,,,,,,,,,,,,,,,
<LJH/,"cámara superior, recámara superior",,,,,,,,,,,,,,,,,,,,,,,,
<LJL/,(incerto),,,,,,,,,,,,,,,,,,,,,,,,
<LJLH/,"obra, acción, hecho",,,,,,,,,,,,,,,,,,,,,,,,
<LJLJH/,"obra, ação",,,,,,,,,,,,,,,,,,,,,,,,
<LJN/,Alvan,,,,,,,,,,,,,,,,,,,,,,,,
<LJWN/,más arriba; El Altísimo,,,,,,,,,,,,,,,,,,,,,,,,
<LJYT/,exultação,,,,,,,,,,,,,,,,,,,,,,,,
<LJZ/,alegria; presunçoso,,,,,,,,,,,,,,,,,,,,,,,,
<LL=[,,,,para insertar,,,,,,,,,,,,,,,,,,,,,
<LLWT/,respigando,,,,,,,,,,,,,,,,,,,,,,,,
<LL[,,,,"tratar con, rebuscar, recoger",ser tratado,tratar con,,,,,,,,,,,,,,,,,,,
<LM/,homem jovem,,,,,,,,,,,,,,,,,,,,,,,,
<LMH/,jovem mulher,,,,,,,,,,,,,,,,,,,,,,,,
<LMJ/,,,,,,,,,,,,,,,,,,,,,,,,,
<LMT/,Alemeth,,,,,,,,,,,,,,,,,,,,,,,,
<LMT=/,Alemeth,,,,,,,,,,,,,,,,,,,,,,,,
<LMWN/,Amêndoa,,,,,,,,,,,,,,,,,,,,,,,,
<LMWN_DBLTJMH/,Almon Diblathaim,,,,,,,,,,,,,,,,,,,,,,,,
<LMWT/,(termo musical),,,,,,,,,,,,,,,,,,,,,,,,
<LM[,,"lo que está escondido, secreto","estar escondido, ser secreto",,,"ocultarse, esconderse","esconder, encubrir",,,,,,,,,,,,,,,,,,
<LPH/,(incerto),,,,,,,,,,,,,,,,,,,,,,,,
<LP[,,,,,ser cubierto con; desmayarse,envolverse; desmayarse,,,,,,,,,,,,,,,,,,,
<LS[,,disfrutar,aletear alegremente,,,deleitarse en,,,,,,,,,,,,,,,,,,,
<LVH/,Trevas,,,,,,,,,,,,,,,,,,,,,,,,
<LWH/,perversidade?,,,,,,,,,,,,,,,,,,,,,,,,
<LWH=/,Alvah,,,,,,,,,,,,,,,,,,,,,,,,
<LWMJM/,Juventude,,,,,,,,,,,,,,,,,,,,,,,,
<LWN/,Alvan,,,,,,,,,,,,,,,,,,,,,,,,
<LWQH/,sanguessuga,,,,,,,,,,,,,,,,,,,,,,,,
<LY[,,regocijarse,,,,,,,,,,,,,,,,,,,,,,,
<LZ/,alegria,,,,,,,,,,,,,,,,,,,,,,,,
<LZ[,,exaltar,,,,,,,,,,,,,,,,,,,,,,,
<M,"con; (junto) con; así como, tal como",,,,,,,,,,,,,,,,,,,,,,,,
<M/,pueblo; parentesco; pariente,,,,,,,,,,,,,,,,,,,,,,,,
<M<D/,Amad,,,,,,,,,,,,,,,,,,,,,,,,
<MCSJ/,Amashsai,,,,,,,,,,,,,,,,,,,,,,,,
<MD/,"compañía, con",,,,,,,,,,,,,,,,,,,,,,,,
<MD=/,"estar de pie, lugar",,,,,,,,,,,,,,,,,,,,,,,,
<MDH/,em pé,,,,,,,,,,,,,,,,,,,,,,,,
<MD[,,"Estar de pie, ponerse delante de, pararse, mantenerse de pie",,,,,"causar a poner de pie, restaurar, confirmar","ser presentado, ser establecido",,,,,,,,,,,,,,,,,
<MF>/,Amasa,,,,,,,,,,,,,,,,,,,,,,,,
<MFJ/,Amasai,,,,,,,,,,,,,,,,,,,,,,,,
<MH/,"al igual que; cerca de, en, a (prep.); lado a lado",,,,,,,,,,,,,,,,,,,,,,,,
<MH=/,Ummah,,,,,,,,,,,,,,,,,,,,,,,,
<MJ/,Ammi,,,,,,,,,,,,,,,,,,,,,,,,
<MJ>L/,Amiel,,,,,,,,,,,,,,,,,,,,,,,,
<MJCDJ/,Ammishaddai,,,,,,,,,,,,,,,,,,,,,,,,
<MJHWD/,Amiud,,,,,,,,,,,,,,,,,,,,,,,,
<MJNDB/,Aminadab,,,,,,,,,,,,,,,,,,,,,,,,
<MJQ/,,,,,,,,,,,,,,,,,,,,,,,,,
<MJR/,"faixa, fileira de grãos caídos",,,,,,,,,,,,,,,,,,,,,,,,
<MJT/,"companero, camarada, compañero, camarada",,,,,,,,,,,,,,,,,,,,,,,,
<MJZBD/,Amizabad,,,,,,,,,,,,,,,,,,,,,,,,
<ML/,"labor, trabajo, esfuerzo; angustia, problema",,,,,,,,,,,,,,,,,,,,,,,,
<ML=/,labuta; trabalhador,,,,,,,,,,,,,,,,,,,,,,,,
<ML==/,Amal,,,,,,,,,,,,,,,,,,,,,,,,
<MLQ/,Amalec,,,,,,,,,,,,,,,,,,,,,,,,
<MLQJ/,Amalecitas,,,,,,,,,,,,,,,,,,,,,,,,
<ML[,,"trabajar, afanarse",,,,,,,,,,,,,,,,,,,,,,,
<MM=[,,,,,,,,volverse oscuro,,,,,,,,,,,,,,,,,
<MM[,,"aliarse, estar a la altura de",,,,,,,,,,,,,,,,,,,,,,,
<MNH/,Amônio,,,,,,,,,,,,,,,,,,,,,,,,
<MNW_>L/,Emanuel,,,,,,,,,,,,,,,,,,,,,,,,
<MQ/,valle; tierras bajas,,,,,,,,,,,,,,,,,,,,,,,,
<MQ=/,"profundo, hondo, impenetrable",,,,,,,,,,,,,,,,,,,,,,,,
<MQ==/,ininteligível,,,,,,,,,,,,,,,,,,,,,,,,
<MQ===/,profundidade,,,,,,,,,,,,,,,,,,,,,,,,
<MQ[,,ser profundo,,,,,hacer profundo,,,,,,,,,,,,,,,,,,
<MR/,gomer (medida de grãos),,,,,,,,,,,,,,,,,,,,,,,,
<MR=/,"feixe, grão cortado",,,,,,,,,,,,,,,,,,,,,,,,
<MR=[,,,,recoger espigas,,,,,,,,,,,,,,,,,,,,,
<MRH/,Gomorra,,,,,,,,,,,,,,,,,,,,,,,,
<MRJ/,Omri,,,,,,,,,,,,,,,,,,,,,,,,
<MRM/,Amram,,,,,,,,,,,,,,,,,,,,,,,,
<MRMJ/,Amramita,,,,,,,,,,,,,,,,,,,,,,,,
<MR[,,,,,,tratar con violencia,,,,,,,,,,,,,,,,,,,
<MSJH/,Amasiah,,,,,,,,,,,,,,,,,,,,,,,,
<MS[,,cargar; llevar,,,,,acostarse sobre,,,,,,,,,,,,,,,,,,
<MWD/,"pilar, columna",,,,,,,,,,,,,,,,,,,,,,,,
<MWN/,Amón,,,,,,,,,,,,,,,,,,,,,,,,
<MWNJ/,Amonita,,,,,,,,,,,,,,,,,,,,,,,,
<MWQ/,Enlouquecido,,,,,,,,,,,,,,,,,,,,,,,,
<MWS/,Amós,,,,,,,,,,,,,,,,,,,,,,,,
<NB/,uva (racimo),,,,,,,,,,,,,,,,,,,,,,,,
<NB=/,Anab,,,,,,,,,,,,,,,,,,,,,,,,
<NC/,multar,,,,,,,,,,,,,,,,,,,,,,,,
<NC[,,multar,ser multado,,,,,,,,,,,,,,,,,,,,,,
<ND[,,atar alrededor,,,,,,,,,,,,,,,,,,,,,,,
<NG/,guloseima,,,,,,,,,,,,,,,,,,,,,,,,
<NG=/,prazer,,,,,,,,,,,,,,,,,,,,,,,,
<NG[,,,,,ser deleitoso,deleitarse,,,,,,,,,,,,,,,,,,,
<NH/,relação sexual,,,,,,,,,,,,,,,,,,,,,,,,
<NH=/,Ana,,,,,,,,,,,,,,,,,,,,,,,,
<NH===[,,estar preocupado por,,,,,hacer que te preocupes,,,,,,,,,,,,,,,,,,
<NH==[,,"cantar, aullar",,cantar por,,,,,,,,,,,,,,,,,,,,,
<NH=[,,"agacharse, afligir, humillar",humillarse,"oprimir, humillar","ser humillado, humillarse","someterse, ser afligido",oprimir,,,,,,,,,,,,,,,,,,
<NH[,,responder,ser respondido; dejarse a sí mismo ser traído a responder,,,,prestar atencion?; responder?,,,,,,,,,,,,,,,,,,
<NJ/,"afligido, pobre; humilde",,,,,,,,,,,,,,,,,,,,,,,,
<NJ=/,"miseria, aflicción, pobreza",,,,,,,,,,,,,,,,,,,,,,,,
<NJ==/,Unnie,,,,,,,,,,,,,,,,,,,,,,,,
<NJH/,Anaias,,,,,,,,,,,,,,,,,,,,,,,,
<NJM/,Anim,,,,,,,,,,,,,,,,,,,,,,,,
<NJN/,"ocupação, tarefa",,,,,,,,,,,,,,,,,,,,,,,,
<NM/,Anem,,,,,,,,,,,,,,,,,,,,,,,,
<NMJM/,Anamites,,,,,,,,,,,,,,,,,,,,,,,,
<NMLK/,Anammelech,,,,,,,,,,,,,,,,,,,,,,,,
<NN/,"nubes, masa de nube",,,,,,,,,,,,,,,,,,,,,,,,
<NN=/,Anan,,,,,,,,,,,,,,,,,,,,,,,,
<NNH/,nuvem,,,,,,,,,,,,,,,,,,,,,,,,
<NNJ/,Anani,,,,,,,,,,,,,,,,,,,,,,,,
<NNJH/,Ananias,,,,,,,,,,,,,,,,,,,,,,,,
<NNJH=/,Ananias,,,,,,,,,,,,,,,,,,,,,,,,
<NN[,,,,hacer aparecer,,,,,,,,,,,,,,,,,,,,,
<NP/,"ramo, ramos",,,,,,,,,,,,,,,,,,,,,,,,
<NP=/,cheio de ramos,,,,,,,,,,,,,,,,,,,,,,,,
