# Hebrew Strong's pairs sharing a Wiktionary root category (CC BY-SA, kaikki.org wiktextract extract
# of English Wiktionary's Hebrew entries). Validated 2026-08 at 35.0% SDBH-domain agreement on its
# own — weaker than BDB (50.6%); real value is as a second vote alongside xling (agreement jumps
# to 87.7% on the intersection) — see domain-replacement-roadmap.md. See build_wiktionary_roots.py.
strong_a	strong_b	root
H0009	H0010	א־ב־ד
H0009	H0011	א־ב־ד
H0009	H0012	א־ב־ד
H0009	H0013	א־ב־ד
H0010	H0011	א־ב־ד
H0010	H0012	א־ב־ד
H0010	H0013	א־ב־ד
H0011	H0012	א־ב־ד
H0011	H0013	א־ב־ד
H0012	H0013	א־ב־ד
H0020	H0982	ב־ט־ח
H0034	H0189	א־ב־ה
H0044	H0074	א־ב
H0044	H0087	א־ב
H0044	H5826	ע־ז־ר
H0044	H5828	ע־ז־ר
H0044	H5829	ע־ז־ר
H0046	H0047	א־ב־ר
H0046	H0082	א־ב־ר
H0046	H0083	א־ב־ר
H0046	H0084	א־ב־ר
H0047	H0082	א־ב־ר
H0047	H0083	א־ב־ר
H0047	H0084	א־ב־ר
H0053	H7965	ש־ל־ם
H0053	H7966	ש־ל־ם
H0053	H7967	ש־ל־ם
H0074	H0087	א־ב
H0082	H0083	א־ב־ר
H0082	H0084	א־ב־ר
H0083	H0084	א־ב־ר
H0087	H4791	ר־ו־ם
H0087	H4792	ר־ו־ם
H0087	H7318	ר־ו־ם
H0087	H7410	ר־ו־ם
H0087	H8641	ר־ו־ם
H0092	H5046	נ־ג־ד
H0092	H5047	נ־ג־ד
H0092	H5048	נ־ג־ד
H0092	H5057	נ־ג־ד
H0095	H0104	א־ג־ר
H0117	H0155	א־ד־ר
H0123	H0125	א־ד־ם
H0123	H0126	א־ד־ם
H0123	H0127	א־ד־ם
H0123	H0128	א־ד־ם
H0125	H0126	א־ד־ם
H0125	H0127	א־ד־ם
H0125	H0128	א־ד־ם
H0126	H0127	א־ד־ם
H0126	H0128	א־ד־ם
H0127	H0128	א־ד־ם
H0134	H0135	א־ד־ן
H0157	H0160	א־ה־ב
H0198	H0361	א־ל־ם
H0198	H0362	א־ל־ם
H0198	H0481	א־ל־ם
H0198	H0482	א־ל־ם
H0198	H0483	א־ל־ם
H0198	H0488	א־ל־ם
H0198	H0489	א־ל־ם
H0198	H0490	א־ל־ם
H0198	H0491	א־ל־ם
H0201	H3982	א־מ־ר
H0201	H3983	א־מ־ר
H0214	H0686	א־צ־ר
H0214	H0687	א־צ־ר
H0219	H3974	א־ו־ר
H0225	H0226	א־ו־ת
H0235	H0236	א־ז־ל
H0235	H0237	א־ז־ל
H0236	H0237	א־ז־ל
H0249	H2224	ז־ר־ח
H0249	H2225	ז־ר־ח
H0249	H2226	ז־ר־ח
H0314	H0317	א־ח־ר
H0314	H0319	א־ח־ר
H0314	H0320	א־ח־ר
H0317	H0319	א־ח־ר
H0317	H0320	א־ח־ר
H0319	H0320	א־ח־ר
H0350	H3519	כ־ב־ד
H0361	H0362	א־ל־ם
H0361	H0481	א־ל־ם
H0361	H0482	א־ל־ם
H0361	H0483	א־ל־ם
H0361	H0488	א־ל־ם
H0361	H0489	א־ל־ם
H0361	H0490	א־ל־ם
H0361	H0491	א־ל־ם
H0362	H0481	א־ל־ם
H0362	H0482	א־ל־ם
H0362	H0483	א־ל־ם
H0362	H0488	א־ל־ם
H0362	H0489	א־ל־ם
H0362	H0490	א־ל־ם
H0362	H0491	א־ל־ם
H0367	H0517	א־מ־ם
H0376	H0583	א־נ־שׁ
H0376	H0605	א־נ־שׁ
H0376	H5386	א־נ־שׁ
H0386	H0387	י־ת־ן
H0386	H0388	י־ת־ן
H0387	H0388	י־ת־ן
H0394	H0395	א־כ־ז־ר
H0396	H0402	א־כ־ל
H0396	H3978	א־כ־ל
H0402	H3978	א־כ־ל
H0451	H0452	א־ל־ה
H0472	H1403	א־ל
H0472	H4317	א־ל
H0472	H5741	א־ל
H0472	H6005	א־ל
H0472	H7501	א־ל
H0481	H0482	א־ל־ם
H0481	H0483	א־ל־ם
H0481	H0488	א־ל־ם
H0481	H0489	א־ל־ם
H0481	H0490	א־ל־ם
H0481	H0491	א־ל־ם
H0482	H0483	א־ל־ם
H0482	H0488	א־ל־ם
H0482	H0489	א־ל־ם
H0482	H0490	א־ל־ם
H0482	H0491	א־ל־ם
H0483	H0488	א־ל־ם
H0483	H0489	א־ל־ם
H0483	H0490	א־ל־ם
H0483	H0491	א־ל־ם
H0488	H0489	א־ל־ם
H0488	H0490	א־ל־ם
H0488	H0491	א־ל־ם
H0489	H0490	א־ל־ם
H0489	H0491	א־ל־ם
H0490	H0491	א־ל־ם
H0530	H0571	א־מ־ן
H0533	H3981	א־מ־ץ
H0536	H0537	א־מ־ל־ל
H0583	H0605	א־נ־שׁ
H0583	H5386	א־נ־שׁ
H0597	H0598	א־נ־ס
H0603	H0604	א־נ־ק
H0605	H5386	א־נ־שׁ
H0612	H0613	א־ס־ר
H0612	H0631	א־ס־ר
H0613	H0631	א־ס־ר
H0644	H3989	א־פ־ה
H0650	H0663	א־פ־ק
H0665	H0666	א־פ־ר
H0680	H0682	א־צ־ל
H0686	H0687	א־צ־ר
H0688	H6919	ק־ד־ח
H0688	H6920	ק־ד־ח
H0697	H0698	א־ר־ב
H0697	H0698	ר־ב־ה
H0697	H0699	א־ר־ב
H0697	H0699	ר־ב־ה
H0697	H3993	א־ר־ב
H0697	H7235	ר־ב־ה
H0697	H8635	ר־ב־ה
H0698	H0699	א־ר־ב
H0698	H0699	ר־ב־ה
H0698	H3993	א־ר־ב
H0698	H7235	ר־ב־ה
H0698	H8635	ר־ב־ה
H0699	H3993	א־ר־ב
H0699	H7235	ר־ב־ה
H0699	H8635	ר־ב־ה
H0707	H0708	א־ר־ג
H0707	H3296	א־ר־ג
H0708	H3296	א־ר־ג
H0710	H0711	א־ר־ג־ן
H0825	H0826	א־שׁ־ף
H0825	H0826	נ־שׁ־ף
H0825	H3244	נ־שׁ־ף
H0825	H5398	נ־שׁ־ף
H0825	H5399	נ־שׁ־ף
H0826	H3244	נ־שׁ־ף
H0826	H5398	נ־שׁ־ף
H0826	H5399	נ־שׁ־ף
H0842	H0843	א־שׁ־ר
H0857	H0858	א־ת־א
H0857	H0858	א־ת־ה
H0857	H2978	א־ת־ה
H0858	H2978	א־ת־ה
H0898	H0899	ב־ג־ד
H0905	H0906	ב־ד־ד
H0905	H0906	ב־ד־ה
H0905	H0907	ב־ד־ד
H0905	H0907	ב־ד־ה
H0905	H0909	ב־ד־ד
H0905	H0910	ב־ד־ד
H0905	H0911	ב־ד־ד
H0906	H0907	ב־ד־ד
H0906	H0907	ב־ד־ה
H0906	H0909	ב־ד־ד
H0906	H0910	ב־ד־ד
H0906	H0911	ב־ד־ד
H0907	H0909	ב־ד־ד
H0907	H0910	ב־ד־ד
H0907	H0911	ב־ד־ד
H0909	H0910	ב־ד־ד
H0909	H0911	ב־ד־ד
H0910	H0911	ב־ד־ד
H0913	H0914	ב־ד־ל
H0913	H0915	ב־ד־ל
H0914	H0915	ב־ד־ל
H0918	H0919	ב־ד־ק
H0936	H0937	ב־ו־ז
H0936	H0938	ב־ו־ז
H0936	H0957	ב־ו־ז
H0936	H0959	ב־ו־ז
H0936	H0961	ב־ו־ז
H0936	H5240	ב־ו־ז
H0937	H0938	ב־ו־ז
H0937	H0957	ב־ו־ז
H0937	H0959	ב־ו־ז
H0937	H0961	ב־ו־ז
H0937	H5240	ב־ו־ז
H0938	H0957	ב־ו־ז
H0938	H0959	ב־ו־ז
H0938	H0961	ב־ו־ז
H0938	H5240	ב־ו־ז
H0939	H0959	ב־ז־ה
H0939	H0961	ב־ז־ה
H0939	H5240	ב־ז־ה
H0948	H1000	ב־צ־ץ
H0951	H1230	ב־ק־ר
H0951	H1243	ב־ק־ר
H0952	H1305	ב־ר־ר
H0953	H1001	ב־ו־ר
H0953	H1002	ב־ו־ר
H0953	H5626	ב־ו־ר
H0954	H0955	ב־ו־שׁ
H0954	H3001	י־ב־שׁ
H0954	H3002	י־ב־שׁ
H0954	H3004	י־ב־שׁ
H0954	H3006	י־ב־שׁ
H0954	H3007	י־ב־שׁ
H0954	H4016	ב־ו־שׁ
H0955	H4016	ב־ו־שׁ
H0957	H0959	ב־ו־ז
H0957	H0959	ב־ז־ז
H0957	H0961	ב־ו־ז
H0957	H0961	ב־ז־ז
H0957	H5240	ב־ו־ז
H0957	H5240	ב־ז־ז
H0959	H0961	ב־ו־ז
H0959	H0961	ב־ז־ה
H0959	H0961	ב־ז־ז
H0959	H5240	ב־ו־ז
H0959	H5240	ב־ז־ה
H0959	H5240	ב־ז־ז
H0961	H5240	ב־ו־ז
H0961	H5240	ב־ז־ה
H0961	H5240	ב־ז־ז
H0965	H0966	ב־ז־ק
H0974	H0975	ב־ח־ן
H0974	H0976	ב־ח־ן
H0975	H0976	ב־ח־ן
H0990	H0991	ב־ט־ן
H0998	H0999	ב־י־ן
H1001	H1002	ב־ו־ר
H1001	H5626	ב־ו־ר
H1002	H5626	ב־ו־ר
H1037	H4407	מ־ל־א
H1051	H4832	ר־פ־א
H1051	H7495	ר־פ־א
H1051	H7496	ר־פ־א
H1051	H7497	ר־פ־א
H1051	H7498	ר־פ־א
H1051	H7499	ר־פ־א
H1051	H8644	ר־פ־א
H1058	H1059	ב־כ־ה
H1058	H1065	ב־כ־ה
H1059	H1065	ב־כ־ה
H1090	H1091	ב־ל־הּ
H1098	H1101	ב־ל־ל
H1098	H5034	ב־ל־ל
H1101	H5034	ב־ל־ל
H1116	H1117	ב־י־ם
H1124	H1129	ב־נ־ה
H1172	H1173	ב־ע־ל
H1172	H1175	ב־ע־ל
H1173	H1175	ב־ע־ל
H1197	H1198	ב־ע־ר
H1214	H1215	ב־צ־ע
H1216	H1217	ב־צ־ק
H1225	H4013	ב־צ־ר
H1225	H4014	ב־צ־ר
H1227	H1228	ב־ק־ב־ק
H1230	H1243	ב־ק־ר
H1234	H1235	ב־ק־ע
H1234	H1236	ב־ק־ע
H1234	H1237	ב־ק־ע
H1235	H1236	ב־ק־ע
H1235	H1237	ב־ק־ע
H1236	H1237	ב־ק־ע
H1263	H1293	ב־ר־ך
H1263	H1294	ב־ר־ך
H1263	H1295	ב־ר־ך
H1272	H1280	ב־ר־ח
H1272	H1281	ב־ר־ח
H1272	H1282	ב־ר־ח
H1277	H1278	ב־ר־א
H1280	H1281	ב־ר־ח
H1280	H1282	ב־ר־ח
H1281	H1282	ב־ר־ח
H1285	H1287	ב־ר־ה
H1293	H1294	ב־ר־ך
H1293	H1295	ב־ר־ך
H1294	H1295	ב־ר־ך
H1299	H1300	ב־ר־ק
H1299	H1301	ב־ר־ק
H1300	H1301	ב־ר־ק
H1310	H1311	ב־שׁ־ל
H1319	H1320	ב־שׂ־ר
H1319	H1321	ב־שׂ־ר
H1320	H1321	ב־שׂ־ר
H1334	H1335	ב־ת־ר
H1334	H1336	ב־ת־ר
H1335	H1336	ב־ת־ר
H1347	H1348	ג־א־ה
H1366	H1379	ג־ב־ל
H1366	H1380	ג־ב־ל
H1366	H1381	ג־ב־ל
H1375	H1389	ג־ב־ע
H1375	H1390	ג־ב־ע
H1377	H1403	ג־ב־ר
H1377	H1404	ג־ב־ר
H1379	H1380	ג־ב־ל
H1379	H1381	ג־ב־ל
H1380	H1381	ג־ב־ל
H1389	H1390	ג־ב־ע
H1403	H1404	ג־ב־ר
H1403	H4317	א־ל
H1403	H5741	א־ל
H1403	H6005	א־ל
H1403	H7501	א־ל
H1416	H1417	ג־ד־ד
H1419	H1431	ג־ד־ל
H1419	H1896	ג־ד־ל
H1419	H4024	ג־ד־ל
H1419	H4026	ג־ד־ל
H1431	H1896	ג־ד־ל
H1431	H4024	ג־ד־ל
H1431	H4026	ג־ד־ל
H1448	H1449	ג־ד־ר
H1469	H1497	ג־ז־ל
H1469	H1498	ג־ז־ל
H1469	H1499	ג־ז־ל
H1473	H1525	ג־ל־ה
H1473	H1546	ג־ל־ה
H1488	H1491	ג־ז־ז
H1488	H1492	ג־ז־ז
H1488	H1494	ג־ז־ז
H1488	H1495	ג־ז־ז
H1491	H1492	ג־ז־ז
H1491	H1494	ג־ז־ז
H1491	H1495	ג־ז־ז
H1492	H1494	ג־ז־ז
H1492	H1495	ג־ז־ז
H1494	H1495	ג־ז־ז
H1497	H1498	ג־ז־ל
H1497	H1499	ג־ז־ל
H1498	H1499	ג־ז־ל
H1508	H1509	ג־ז־ר
H1508	H1510	ג־ז־ר
H1509	H1510	ג־ז־ר
H1516	H1996	ג־י־א
H1525	H1546	ג־ל־ה
H1530	H1550	ג־ל־ל
H1530	H1551	ג־ל־ל
H1530	H1561	ג־ל־ל
H1550	H1551	ג־ל־ל
H1550	H1561	ג־ל־ל
H1551	H1561	ג־ל־ל
H1563	H1564	ג־ל־ם
H1580	H1581	ג־מ־ל
H1589	H1590	ג־נ־ב
H1595	H1596	ג־נ־ז
H1595	H1597	ג־נ־ז
H1596	H1597	ג־נ־ז
H1615	H1616	ג־ו־ר
H1615	H1624	ג־ו־ר
H1615	H1625	ג־ו־ר
H1615	H1626	ג־ו־ר
H1615	H4032	ג־ו־ר
H1615	H4033	ג־ו־ר
H1616	H1624	ג־ו־ר
H1616	H1625	ג־ו־ר
H1616	H1626	ג־ו־ר
H1616	H4032	ג־ו־ר
H1616	H4033	ג־ו־ר
H1624	H1625	ג־ו־ר
H1624	H1625	ג־י־ר
H1624	H1625	ג־ר־ר
H1624	H1626	ג־ו־ר
H1624	H1626	ג־י־ר
H1624	H1626	ג־ר־ר
H1624	H1627	ג־ר־ר
H1624	H1641	ג־ר־ר
H1624	H1642	ג־ר־ר
H1624	H4032	ג־ו־ר
H1624	H4033	ג־ו־ר
H1625	H1626	ג־ו־ר
H1625	H1626	ג־י־ר
H1625	H1626	ג־ר־ר
H1625	H1627	ג־ר־ר
H1625	H1641	ג־ר־ר
H1625	H1642	ג־ר־ר
H1625	H4032	ג־ו־ר
H1625	H4033	ג־ו־ר
H1626	H1627	ג־ר־ר
H1626	H1641	ג־ר־ר
H1626	H1642	ג־ר־ר
H1626	H4032	ג־ו־ר
H1626	H4033	ג־ו־ר
H1627	H1641	ג־ר־ר
H1627	H1642	ג־ר־ר
H1633	H1634	ג־ר־ם
H1633	H1635	ג־ר־ם
H1634	H1635	ג־ר־ם
H1641	H1642	ג־ר־ר
H1643	H1644	ג־ר־שׁ
H1643	H1645	ג־ר־שׁ
H1643	H4054	ג־ר־שׁ
H1644	H1645	ג־ר־שׁ
H1644	H4054	ג־ר־שׁ
H1645	H4054	ג־ר־שׁ
H1672	H1673	ד־א־ג
H1672	H1674	ד־א־ג
H1673	H1674	ד־א־ג
H1687	H1688	ד־ב־ר
H1687	H1703	ד־ב־ר
H1687	H1705	ד־ב־ר
H1687	H4057	ד־ב־ר
H1688	H1703	ד־ב־ר
H1688	H1705	ד־ב־ר
H1688	H4057	ד־ב־ר
H1703	H1705	ד־ב־ר
H1703	H4057	ד־ב־ר
H1705	H4057	ד־ב־ר
H1710	H1711	ד־ג
H1730	H1731	ד־ו־ד
H1730	H1732	ד־ו־ד
H1730	H1733	ד־ו־ד
H1731	H1732	ד־ו־ד
H1731	H1733	ד־ו־ד
H1732	H1733	ד־ו־ד
H1770	H1771	ד־ו־ג
H1802	H1803	ד־ל־ה
H1802	H1805	ד־ל־ה
H1803	H1805	ד־ל־ה
H1811	H1812	ד־ל־ף
H1814	H1815	ד־ל־ק
H1814	H1816	ד־ל־ק
H1815	H1816	ד־ל־ק
H1826	H1827	ד־מ־ם
H1830	H1831	ד־מ־ע
H1835	H1842	ד־ו־ן
H1835	H4265	ד־ו־ן
H1842	H3283	י־ע־ן
H1842	H4265	ד־ו־ן
H1844	H1847	י־ד־ע
H1844	H3037	י־ד־ע
H1844	H3045	י־ד־ע
H1844	H3046	י־ד־ע
H1844	H3047	י־ד־ע
H1844	H4093	י־ד־ע
H1844	H4129	י־ד־ע
H1847	H3037	י־ד־ע
H1847	H3045	י־ד־ע
H1847	H3046	י־ד־ע
H1847	H3047	י־ד־ע
H1847	H4093	י־ד־ע
H1847	H4129	י־ד־ע
H1851	H1852	ד־ק־ק
H1851	H1855	ד־ק־ק
H1852	H1855	ד־ק־ק
H1856	H1857	ד־ק־ר
H1858	H1859	ד־ו־ר
H1858	H1859	ד־ר־ר
H1858	H4071	ד־ו־ר
H1859	H4071	ד־ו־ר
H1869	H1870	ד־ר־ך
H1876	H1877	ד־שׁ־א
H1878	H1879	ד־שׁ־ן
H1878	H1880	ד־שׁ־ן
H1879	H1880	ד־שׁ־ן
H1886	H3372	ר־א־ה
H1886	H3374	ר־א־ה
H1886	H4758	ר־א־ה
H1886	H4759	ר־א־ה
H1886	H4760	ר־א־ה
H1886	H7211	ר־א־ה
H1891	H1892	ה־ב־ל
H1891	H1893	ה־ב־ל
H1892	H1893	ה־ב־ל
H1896	H4024	ג־ד־ל
H1896	H4026	ג־ד־ל
H1897	H1898	ה־ג־ה
H1897	H1899	ה־ג־ה
H1898	H1899	ה־ג־ה
H1906	H1935	ה־ו־ד
H1906	H1936	ה־ו־ד
H1935	H1936	ה־ו־ד
H1951	H1952	ה־ו־ן
H1954	H3091	י־שׁ־ע
H1954	H3442	י־שׁ־ע
H1954	H3443	י־שׁ־ע
H1954	H3444	י־שׁ־ע
H1954	H3470	י־שׁ־ע
H1956	H3148	י־ת־ר
H1956	H3504	י־ת־ר
H1956	H4195	י־ת־ר
H1956	H4340	י־ת־ר
H1966	H1984	ה־ל־ל
H1966	H1985	ה־ל־ל
H1966	H8416	ה־ל־ל
H1966	H8417	ה־ל־ל
H1967	H2000	ה־מ־ם
H1971	H4353	נ־כ־ר
H1971	H5237	נ־כ־ר
H1979	H4109	ה־ל־ך
H1984	H1985	ה־ל־ל
H1984	H8416	ה־ל־ל
H1984	H8417	ה־ל־ל
H1985	H8416	ה־ל־ל
H1985	H8417	ה־ל־ל
H1991	H1993	ה־מ־ה
H1991	H1995	ה־מ־ה
H1991	H1996	ה־מ־ה
H1993	H1995	ה־מ־ה
H1993	H1996	ה־מ־ה
H1995	H1996	ה־מ־ה
H2003	H4522	מ־ס־ס
H2003	H4523	מ־ס־ס
H2010	H2680	נ־ו־ח
H2010	H4494	נ־ו־ח
H2010	H4495	נ־ו־ח
H2010	H4496	נ־ו־ח
H2010	H4503	נ־ח־ה
H2010	H4504	נ־ח־ה
H2010	H5117	נ־ו־ח
H2010	H5118	נ־ו־ח
H2010	H5146	נ־ו־ח
H2010	H5208	נ־ו־ח
H2015	H2016	ה־פ־ך
H2015	H2018	ה־פ־ך
H2015	H2019	ה־פ־ך
H2015	H4114	ה־פ־ך
H2016	H2018	ה־פ־ך
H2016	H2019	ה־פ־ך
H2016	H4114	ה־פ־ך
H2018	H2019	ה־פ־ך
H2018	H4114	ה־פ־ך
H2019	H4114	ה־פ־ך
H2022	H2023	ה־ר־ר
H2022	H2043	ה־ר־ר
H2022	H7311	ה־ר־ר
H2023	H2043	ה־ר־ר
H2023	H7311	ה־ר־ר
H2026	H2027	ה־ר־ג
H2034	H2040	ה־ר־ס
H2034	H2041	ה־ר־ס
H2040	H2041	ה־ר־ס
H2043	H7311	ה־ר־ר
H2044	H8034	שׁ־ו־ם
H2044	H8035	שׁ־ו־ם
H2044	H8036	שׁ־ו־ם
H2064	H2065	ז־ב־ד
H2064	H2066	ז־ב־ד
H2065	H2066	ז־ב־ד
H2076	H2077	ז־ב־ח
H2076	H2078	ז־ב־ח
H2076	H4196	ז־ב־ח
H2077	H2078	ז־ב־ח
H2077	H4196	ז־ב־ח
H2078	H4196	ז־ב־ח
H2086	H2087	ז־ו־ד
H2100	H2101	ז־ו־ב
H2114	H2213	ז־ו־ר
H2134	H2137	ז־כ־ך
H2158	H2172	ז־מ־ר
H2158	H2173	ז־מ־ר
H2158	H2176	ז־מ־ר
H2158	H4210	ז־מ־ר
H2158	H4211	ז־מ־ר
H2161	H2162	ז־מ־ם
H2161	H4209	ז־מ־ם
H2162	H4209	ז־מ־ם
H2172	H2173	ז־מ־ר
H2172	H2176	ז־מ־ר
H2172	H4210	ז־מ־ר
H2172	H4211	ז־מ־ר
H2173	H2176	ז־מ־ר
H2173	H4210	ז־מ־ר
H2173	H4211	ז־מ־ר
H2176	H4210	ז־מ־ר
H2176	H4211	ז־מ־ר
H2177	H2178	ז־ו־ן
H2177	H4202	ז־ו־ן
H2177	H4203	ז־ו־ן
H2178	H4202	ז־ו־ן
H2178	H4203	ז־ו־ן
H2179	H2180	ז־נ־ב
H2181	H2184	ז־נ־ה
H2181	H2185	ז־נ־ה
H2184	H2185	ז־נ־ה
H2196	H2197	ז־ע־ף
H2196	H2198	ז־ע־ף
H2197	H2198	ז־ע־ף
H2199	H2200	ז־ע־ק
H2210	H2211	ז־ק־ף
H2220	H2221	ז־ר־ע
H2224	H2225	ז־ר־ח
H2224	H2226	ז־ר־ח
H2225	H2226	ז־ר־ח
H2229	H2230	ז־ר־ם
H2229	H2231	ז־ר־ם
H2230	H2231	ז־ר־ם
H2250	H4225	ח־ב־ר
H2263	H2264	ח־ב־ק
H2282	H2287	ח־ג־ג
H2282	H2291	ח־ג־ג
H2282	H2292	ח־ג־ג
H2282	H2328	ח־ו־ג
H2282	H2329	ח־ו־ג
H2287	H2291	ח־ג־ג
H2287	H2292	ח־ג־ג
H2289	H2290	ח־ג־ר
H2289	H2296	ח־ג־ר
H2290	H2296	ח־ג־ר
H2291	H2292	ח־ג־ג
H2299	H2330	ח־ד־ד
H2300	H3161	י־ח־ד
H2300	H3173	י־ח־ד
H2308	H2309	ח־ד־ל
H2308	H2310	ח־ד־ל
H2309	H2310	ח־ד־ל
H2325	H2326	ח־י־ב
H2325	H2327	ח־י־ב
H2326	H2327	ח־י־ב
H2328	H2329	ח־ו־ג
H2336	H2337	ח־ו־ח
H2342	H2343	ח־ו־ל
H2342	H2343	ח־ל־ל
H2342	H2344	ח־ו־ל
H2342	H2344	ח־ל־ל
H2342	H2455	ח־ו־ל
H2342	H2455	ח־ל־ל
H2342	H2470	ח־ל־ל
H2342	H2471	ח־ל־ל
H2342	H2474	ח־ל־ל
H2342	H2485	ח־ל־ל
H2342	H2490	ח־ל־ל
H2342	H4234	ח־ו־ל
H2342	H4235	ח־ו־ל
H2343	H2344	ח־ו־ל
H2343	H2344	ח־ל־ל
H2343	H2455	ח־ו־ל
H2343	H2455	ח־ל־ל
H2343	H2470	ח־ל־ל
H2343	H2471	ח־ל־ל
H2343	H2474	ח־ל־ל
H2343	H2485	ח־ל־ל
H2343	H2490	ח־ל־ל
H2343	H4234	ח־ו־ל
H2343	H4235	ח־ו־ל
H2344	H2455	ח־ו־ל
H2344	H2455	ח־ל־ל
H2344	H2470	ח־ל־ל
H2344	H2471	ח־ל־ל
H2344	H2474	ח־ל־ל
H2344	H2485	ח־ל־ל
H2344	H2490	ח־ל־ל
H2344	H4234	ח־ו־ל
H2344	H4235	ח־ו־ל
H2345	H2528	ח־מ־ם
H2345	H2534	ח־מ־ם
H2345	H2535	ח־מ־ם
H2351	H2435	ח־ו־ץ
H2377	H2378	ח־ז־ה
H2377	H2379	ח־ז־ה
H2377	H2380	ח־ז־ה
H2377	H4236	ח־ז־ה
H2377	H4237	ח־ז־ה
H2378	H2379	ח־ז־ה
H2378	H2380	ח־ז־ה
H2378	H4236	ח־ז־ה
H2378	H4237	ח־ז־ה
H2379	H2380	ח־ז־ה
H2379	H4236	ח־ז־ה
H2379	H4237	ח־ז־ה
H2380	H4236	ח־ז־ה
H2380	H4237	ח־ז־ה
H2388	H2393	ח־ז־ק
H2388	H2394	ח־ז־ק
H2393	H2394	ח־ז־ק
H2441	H2596	ח־נ־ך
H2449	H2450	ח־כ־ם
H2455	H2470	ח־ל־ל
H2455	H2471	ח־ל־ל
H2455	H2474	ח־ל־ל
H2455	H2485	ח־ל־ל
H2455	H2490	ח־ל־ל
H2455	H4234	ח־ו־ל
H2455	H4235	ח־ו־ל
H2457	H2458	ח־ל־א
H2459	H2460	ח־ל־ב
H2459	H2461	ח־ל־ב
H2459	H2464	ח־ל־ב
H2460	H2461	ח־ל־ב
H2460	H2464	ח־ל־ב
H2461	H2464	ח־ל־ב
H2470	H2471	ח־ל־ה
H2470	H2471	ח־ל־ל
H2470	H2474	ח־ל־ל
H2470	H2481	ח־ל־ה
H2470	H2482	ח־ל־ה
H2470	H2483	ח־ל־ה
H2470	H2485	ח־ל־ל
H2470	H2490	ח־ל־ה
H2470	H2490	ח־ל־ל
H2471	H2474	ח־ל־ל
H2471	H2481	ח־ל־ה
H2471	H2482	ח־ל־ה
H2471	H2483	ח־ל־ה
H2471	H2485	ח־ל־ל
H2471	H2490	ח־ל־ה
H2471	H2490	ח־ל־ל
H2472	H2492	ח־ל־ם
H2472	H2493	ח־ל־ם
H2472	H2494	ח־ל־ם
H2474	H2485	ח־ל־ל
H2474	H2490	ח־ל־ל
H2481	H2482	ח־ל־ה
H2481	H2483	ח־ל־ה
H2481	H2490	ח־ל־ה
H2482	H2483	ח־ל־ה
H2482	H2490	ח־ל־ה
H2483	H2490	ח־ל־ה
H2485	H2490	ח־ל־ל
H2487	H4252	ח־ל־ף
H2492	H2493	ח־ל־ם
H2492	H2494	ח־ל־ם
H2493	H2494	ח־ל־ם
H2516	H2517	ח־ל־ק
H2516	H4255	ח־ל־ק
H2517	H4255	ח־ל־ק
H2522	H2523	ח־ל־שׁ
H2528	H2534	ח־מ־ם
H2528	H2534	י־ח־ם
H2528	H2535	ח־מ־ם
H2528	H2535	י־ח־ם
H2530	H2531	ח־מ־ד
H2530	H4261	ח־מ־ד
H2530	H4262	ח־מ־ד
H2531	H4261	ח־מ־ד
H2531	H4262	ח־מ־ד
H2534	H2535	ח־מ־ם
H2534	H2535	י־ח־ם
H2541	H2556	ח־מ־ץ
H2541	H2557	ח־מ־ץ
H2541	H2558	ח־מ־ץ
H2543	H2544	ח־מ־ר
H2543	H3180	ח־מ־ר
H2544	H3180	ח־מ־ר
H2556	H2557	ח־מ־ץ
H2556	H2558	ח־מ־ץ
H2557	H2558	ח־מ־ץ
H2580	H2581	ח־נ־ן
H2580	H2586	ח־נ־ן
H2580	H2587	ח־נ־ן
H2580	H3110	ח־נ־ן
H2580	H8469	ח־נ־ן
H2581	H2586	ח־נ־ן
H2581	H2587	ח־נ־ן
H2581	H3110	ח־נ־ן
H2581	H8469	ח־נ־ן
H2583	H2584	ח־נ־ה
H2583	H2588	ח־נ־ה
H2583	H2589	ח־נ־ה
H2583	H4264	ח־נ־ה
H2583	H8467	ח־נ־ה
H2583	H8468	ח־נ־ה
H2584	H2588	ח־נ־ה
H2584	H2589	ח־נ־ה
H2584	H4264	ח־נ־ה
H2584	H8467	ח־נ־ה
H2584	H8468	ח־נ־ה
H2586	H2587	ח־נ־ן
H2586	H3110	ח־נ־ן
H2586	H8469	ח־נ־ן
H2587	H3110	ח־נ־ן
H2587	H8469	ח־נ־ן
H2588	H2589	ח־נ־ה
H2588	H4264	ח־נ־ה
H2588	H8467	ח־נ־ה
H2588	H8468	ח־נ־ה
H2589	H4264	ח־נ־ה
H2589	H8467	ח־נ־ה
H2589	H8468	ח־נ־ה
H2616	H2617	ח־ס־ד
H2616	H2618	ח־ס־ד
H2616	H2623	ח־ס־ד
H2617	H2618	ח־ס־ד
H2617	H2623	ח־ס־ד
H2618	H2623	ח־ס־ד
H2620	H2621	ח־ו־ס
H2620	H2621	ח־ס־ה
H2620	H2622	ח־ס־ה
H2621	H2622	ח־ס־ה
H2629	H4269	ח־ס־ם
H2673	H2676	ח־צ־ה
H2673	H2677	ח־צ־ה
H2673	H2678	ח־צ־ה
H2673	H4275	ח־צ־ה
H2673	H4276	ח־צ־ה
